strict_success_count,strict_failure_count,strict_sr,pos_p50_all,pos_p95_all,pos_p99_all,pos_max_all,pos_p50_success_only,pos_p95_success_only,pos_p99_success_only,pos_max_success_only,pos_p50_failure_only,pos_p95_failure_only,pos_p99_failure_only,pos_max_failure_only,rot_p95_all,rot_p95_success_only,rot_p95_failure_only,gpu_ms,e2e_ms,throughput,valid_throughput,failure_count,num_seeds,run_label,N,seed_solver_num_seeds,position_tolerance,rotation_tolerance,use_cuda_graph,quat_mode,override_iters,status
838,162,0.838,0.0001278044931991564,101.1759021364187,195.946430301091,481.50430684277154,0.00010491089240746202,0.2764772565908039,2.7470682222444607,4.79717268608628,58.31870481805193,208.61979258143805,338.356471228479,481.50430684277154,7.741980991336193,0.028287394924922625,29.658944234117932,14.91049607594808,14.946281999679437,67066.84974841893,56202.02008917506,162,1,curobo_threshold_N1000_K1,1000,1,0.01,0.0872664626,1,current,"{'particle': None, 'lbfgs': None}",ok
