method,N,K,warmup,repeat,gpu_stream_ms_mean,gpu_stream_ms_std,e2e_ms_mean,e2e_ms_std,raw_throughput_mean,raw_throughput_std,valid_throughput_strict,loose_sr,medium_sr,strict_sr,pos_p50_all_mm,pos_p95_all_mm,pos_p99_all_mm,pos_max_all_mm,pos_p95_suc_mm,rot_p50_all_deg,rot_p95_all_deg,rot_p95_suc_deg,near_limit_ratio,iter_mean,iter_p95,monotonic_pass,nan_count,inf_count
CUDA-V4-opt4c_block_target-analytic-graph_off-precision_fp64-fallback_none,1000,1,10,30,38.0825589,0.775362771,38.0825589,0.775362771,26258.7396,0,14389.7893,0.605,0.571,0.548,3.72561843,798.563835,1204.272,1486.10764,4.71274481,0.555764868,52.0403066,0.932426966,0.382,40,60,1,0,0
