repeat_id,host_prepare_ms,h2d_ms,graph_launch_or_kernel_launch_ms,gpu_stream_ms,d2h_ms,e2e_ms,fallback_count
0,1.4e-05,0.0684799999,0.003954,31.4786243,0.0121600004,31.726351,0
1,2.4e-05,0.0537919998,0.002792,31.4184647,0.013088,31.660419,0
2,1.3e-05,0.0549120009,0.004574,31.5209923,0.0175679997,31.81063,0
3,1.1e-05,0.057599999,0.006007,31.0250874,0.0125439996,31.130644,0
4,1.3e-05,0.0493439995,0.00384,31.3202248,0.0133440001,31.423218,0
5,1.3e-05,0.0535680018,0.006534,31.2250233,0.0133760003,31.705604,0
6,1.4e-05,0.0573440008,0.003062,31.3169594,0.0118079996,31.702329,0
7,1.3e-05,0.0553920008,0.002681,30.8952312,0.0188800003,31.287178,0
8,1.2e-05,0.0554560013,0.003392,31.3006077,0.0174400005,31.5262,0
9,1.3e-05,0.0561919995,0.003018,31.3070087,0.0190399997,31.416278,0
10,1.2e-05,0.051231999,0.002343,31.2594872,0.01296,31.3615,0
11,1.4e-05,0.0559360012,0.00386,31.2519684,0.0115839997,31.354234,0
12,1.2e-05,0.0542399995,0.002987,31.3930569,0.0165119991,31.817585,0
13,1.3e-05,0.0579839982,0.003077,31.4760323,0.0122880004,31.860002,0
14,1.3e-05,0.0526399985,0.002431,31.4437447,0.0168960001,31.665831,0
15,1.2e-05,0.0772159994,0.002794,31.1779194,0.0168319996,31.423516,0
16,1.3e-05,0.0525760017,0.002868,31.3175354,0.020064,31.424265,0
17,1.2e-05,0.0539200008,0.002522,31.2250557,0.0192959998,31.332449,0
18,1.3e-05,0.0529280007,0.002576,31.2646713,0.0174720008,31.68571,0
19,1.3e-05,0.0581759997,0.004372,31.3676167,0.012352,31.867163,0
20,1.3e-05,0.0548160002,0.002717,30.9826889,0.0152639998,31.485689,0
21,1.3e-05,0.054175999,0.002969,31.3561287,0.0319680013,31.594869,0
22,1.4e-05,0.0817599967,0.002953,31.3619194,0.0114879999,31.492963,0
23,1.2e-05,0.0550080016,0.004626,31.2223034,0.0127039999,31.327502,0
24,1.2e-05,0.0541439988,0.0049,31.545248,0.0154240001,31.965447,0
25,1.3e-05,0.0597440004,0.002853,31.3575363,0.0140479999,31.860072,0
26,1.3e-05,0.0535680018,0.002509,30.9904003,0.0177280009,31.495569,0
27,1.2e-05,0.0564800017,0.003482,31.2078075,0.0173439998,31.434281,0
28,1.3e-05,0.0545599982,0.002756,31.4337921,0.0194240008,31.542239,0
29,1.3e-05,0.0510400012,0.002847,31.2702408,0.0187199991,31.374491,0
