strict_success_count,strict_failure_count,strict_sr,pos_p50_all,pos_p95_all,pos_p99_all,pos_max_all,pos_p50_success_only,pos_p95_success_only,pos_p99_success_only,pos_max_success_only,pos_p50_failure_only,pos_p95_failure_only,pos_p99_failure_only,pos_max_failure_only,rot_p95_all,rot_p95_success_only,rot_p95_failure_only,gpu_ms,e2e_ms,throughput,valid_throughput,failure_count,num_seeds,run_label,N,seed_solver_num_seeds,position_tolerance,rotation_tolerance,use_cuda_graph,quat_mode,override_iters,status
988,12,0.988,0.00011215356532462241,0.7988865064984763,5.368514793741081,748.9667345820473,0.00011085490966281546,0.3081378479746031,2.9845891868941736,4.974552574964973,7.610162026583227,744.1278822663104,747.9989641188998,748.9667345820473,0.07847434918238838,0.045879983084722215,30.270445034053964,109.27320607503255,109.30911966473407,9151.374210740638,9041.55772021175,12,16,curobo_threshold_N1000_K16,1000,16,0.01,0.0872664626,1,current,"{'particle': None, 'lbfgs': None}",ok
