N,run_label,target_id,strict_success_by_curobo,strict_success_by_our_eval,q0,q1,q2,q3,q4,q5,curobo_reported_pos_err_mm,curobo_reported_rot_err_deg,our_reeval_pos_err_mm,our_reeval_rot_err_deg,abs_diff_pos_err_mm,abs_diff_rot_err_deg,target_x,target_y,target_z,target_qw,target_qx,target_qy,target_qz,near_limit,reason_flag
1000,curobo_threshold_N1000_K16,10,1,1,0.9523101449012756,0.6234510540962219,-2.8581531047821045,2.696033477783203,3.1529741287231445,-1.8854286670684814,0.5998957785777748,0.1029433838708157,0.5999074129045853,0.10294178055884205,1.163432681050569e-05,1.6033119736441614e-06,-0.004776911078527249,0.11599783940627278,0.11759081301703823,0.5417730212211609,-0.05211426317691803,0.7028210163116455,-0.45804882049560547,0,consistent_success
1000,curobo_threshold_N1000_K16,11,1,1,0.9014452695846558,-0.33725836873054504,-2.653627872467041,2.7758140563964844,-1.4536322355270386,0.6980405449867249,0.00045570519091597816,1.1593983871475382e-05,0.00046912613762074265,8.2776426154535e-06,1.3420946704764485e-05,3.3163412560218827e-06,-0.16993828382416942,0.0668011647275279,0.2831580406992696,0.6266431212425232,0.5796200633049011,-0.5196325778961182,-0.036619335412979126,0,consistent_success
1000,curobo_threshold_N1000_K16,12,1,1,0.18827098608016968,-1.1262603998184204,2.6910223960876465,0.257714182138443,-0.4257327914237976,1.2041279077529907,3.332000986233652e-05,7.727297339466099e-06,3.260464542517684e-05,7.443026089337887e-06,7.153644371596789e-07,2.8427125012821164e-07,0.11476653602834433,0.27423663263481834,0.1732211354785796,0.8366275429725647,-0.5458173751831055,-0.04576902836561203,-0.006557794753462076,0,consistent_success
1000,curobo_threshold_N1000_K16,13,1,1,-1.0167675018310547,-1.4881961345672607,1.6378453969955444,2.281252145767212,1.8792266845703125,0.028094282373785973,0.00010745380052412656,3.34899909650432e-06,9.446904605692885e-05,8.622691156561379e-06,1.2984754467197711e-05,5.273692060057058e-06,0.3651730830727805,-0.33185555929932253,0.6822697185031986,-0.3545771539211273,0.8506336212158203,0.29531222581863403,-0.2519685626029968,0,consistent_success
1000,curobo_threshold_N1000_K16,14,1,1,1.634926676750183,0.5073969960212708,-1.569335699081421,-0.5219475030899048,1.5410569906234741,-1.5418915748596191,6.664001972467304e-05,6.283506678476319e-06,9.867055557929159e-05,2.699869328381916e-06,3.203053585461855e-05,3.5836373500944027e-06,-0.22582443632011395,0.9156023295709494,0.42338318077061937,0.6734439134597778,-0.005618831608444452,-0.015242558903992176,0.7390598058700562,0,consistent_success
1000,curobo_threshold_N1000_K16,15,1,1,-0.8877646923065186,-0.47746196389198303,-0.034168731421232224,0.05171520262956619,-3.4949986934661865,0.08154460042715073,0.012075494851160329,0.001831463490924515,0.01217843650474457,0.0018336982991834258,0.00010294165358424104,2.234808258910802e-06,0.768551430411471,-0.8218308729307092,0.5992198239270512,0.7592160105705261,0.5571198463439941,-0.33588600158691406,-0.019726499915122986,0,consistent_success
1000,curobo_threshold_N1000_K16,16,1,1,0.038662586361169815,-0.8846409320831299,1.2013407945632935,1.6190117597579956,1.9456534385681152,0.9502579569816589,0.0001365714012990793,2.079475759177292e-05,6.821869013562634e-05,2.405763859136635e-05,6.835271116345295e-05,3.262880999593431e-06,0.7872570309585297,0.16073282943815756,0.38370579664654336,0.12440286576747894,0.9032274484634399,0.34470775723457336,-0.22333988547325134,0,consistent_success
1000,curobo_threshold_N1000_K16,17,1,1,0.13089188933372498,-0.3818122148513794,-2.0859968662261963,1.7971757650375366,1.3467469215393066,1.5743687152862549,0.00014751397259260557,7.6009732390718536e-06,0.00016708867487923255,5.122641877509564e-06,1.9574702286626977e-05,2.4783313615622895e-06,0.23670832864116137,0.21717838518393245,0.6776437019137052,-0.10863523185253143,0.4250327944755554,0.12795592844486237,0.8894789218902588,0,consistent_success
1000,curobo_threshold_N1000_K16,18,1,0,1.218496561050415,-2.019350528717041,-1.3584697246551514,-0.1203840970993042,-1.181879997253418,1.1226806640625,8.972271345555782,0.612511567890321,8.972287166442392,0.6125094243970292,1.582088660967429e-05,2.143493291861809e-06,-0.4574839848629788,-0.6733859905864237,0.6873491731853597,0.7088130712509155,-0.517173171043396,0.2592962980270386,0.40358564257621765,0,reported_large_reeval_large
1000,curobo_threshold_N1000_K16,19,1,1,0.4033500552177429,2.5206825733184814,0.3095320463180542,-3.3602280616760254,-2.144833564758301,-1.5942859649658203,0.0,8.362944983441682e-06,0.00012366378079311727,5.263014220319209e-06,0.00012366378079311727,3.099930763122473e-06,-1.0112230073312565,-0.3077275467715193,-0.5430488828912347,0.33123278617858887,0.7834393382072449,0.31381478905677795,-0.42193350195884705,0,consistent_success
1000,curobo_threshold_N1000_K16,20,1,1,-0.306829035282135,-0.05855945870280266,-2.2599055767059326,1.3316034078598022,-2.1782419681549072,1.0333352088928223,6.191719137405016e-05,5.2433388896724885e-06,6.292067638226626e-05,3.818191820832846e-06,1.0034850082161014e-06,1.4251470688396428e-06,0.2973196064206702,0.02256822456693501,0.45582344352869314,-0.3679009974002838,-0.19066071510314941,0.8978718519210815,-0.1487395316362381,0,consistent_success
1000,curobo_threshold_N1000_K16,21,1,1,-0.6178192496299744,-0.17890730500221252,-1.6553353071212769,1.645298719406128,2.4942619800567627,-0.15351556241512299,0.0,1.0158095234980604e-05,1.4789003346754582e-05,1.0799477313527678e-05,1.4789003346754582e-05,6.413820785470739e-07,0.48401463572951164,-0.23305881997770284,0.6855651356942635,0.7460461258888245,0.6658133864402771,0.007669680751860142,0.006994933355599642,0,consistent_success
1000,curobo_threshold_N1000_K16,22,1,1,-0.15054583549499512,3.707948923110962,0.006020128261297941,-1.2976144552230835,-0.6101702451705933,-0.2667408287525177,1.7365533858537674,0.17264335659710664,1.7366166474002254,0.17264443626076784,6.326154645797111e-05,1.079663661196495e-06,-0.9884916617558593,0.39242976987385025,0.8882352199150132,0.5993182063102722,-0.5528067350387573,-0.07175608724355698,-0.5745201706886292,0,consistent_success
1000,curobo_threshold_N1000_K16,23,1,1,-1.9236717224121094,-0.5973725318908691,-1.779550552368164,2.402947425842285,-2.1111843585968018,-0.2537604868412018,0.0001123161155192065,5.6112223014582695e-06,0.00012796413059708913,3.818191820832846e-06,1.5648015077882624e-05,1.7930304806254238e-06,0.10553086212485432,-0.050574738804212635,0.754131833347319,0.028408057987689972,-0.1576298475265503,0.6811725497245789,0.7143876552581787,0,consistent_success
1000,curobo_threshold_N1000_K16,24,1,1,-0.14271801710128784,1.375627040863037,-2.892456531524658,0.3044241964817047,-2.1383869647979736,0.39457377791404724,5.196245922434173e-05,5.99681504171044e-06,4.376437550980925e-05,5.6632936810203185e-06,8.198083714532477e-06,3.335213606901216e-07,0.2445589545384587,0.08040694926194185,-0.015001448601086848,-0.3040390610694885,-0.5100922584533691,0.7966290712356567,-0.11290841549634933,0,consistent_success
1000,curobo_threshold_N1000_K16,25,1,1,-1.0231448411941528,0.4023570120334625,-1.5762630701065063,-0.20283684134483337,-1.7128551006317139,-1.6638751029968262,5.9604644775390625e-05,6.727139198333333e-06,9.284732912075412e-05,5.915117333884395e-06,3.324268434536349e-05,8.120218644489382e-07,0.5871660026976854,-0.6729723487359643,0.3035923072458333,0.008743340149521828,0.8904428482055664,-0.4390725791454315,-0.11937496066093445,0,consistent_success
1000,curobo_threshold_N1000_K16,26,1,1,-1.813944935798645,-2.3617162704467773,2.3350138664245605,0.653771162033081,-1.7142974138259888,3.1483278274536133,4.470348358154297e-05,9.987281230368799e-06,0.00011399119707366892,1.628896300592164e-05,6.928771349212595e-05,6.30168177555284e-06,0.14748088810847942,-0.0316199585669365,0.5327893680601585,0.8860741257667542,-0.45780083537101746,-0.006858705542981625,-0.07241550087928772,0,consistent_success
1000,curobo_threshold_N1000_K16,27,1,1,-1.2590680122375488,0.20119933784008026,0.9767309427261353,-0.8072903752326965,2.2886672019958496,-2.275615692138672,0.00019082797564351495,1.2991787273992444e-05,0.000174531492465105,1.463916852406315e-05,1.6296483178409942e-05,1.6473812500707061e-06,0.3564295435281687,-0.769334329968316,-0.6567020185989609,0.05257442966103554,0.40220311284065247,0.6889433860778809,-0.600687563419342,0,consistent_success
1000,curobo_threshold_N1000_K16,28,1,1,-1.1450387239456177,0.7458991408348083,1.2490947246551514,0.026264755055308342,2.851667642593384,-1.2984545230865479,0.0009418798185834021,3.570474848793074e-05,0.0009390820624863217,3.565463422438781e-05,2.7977560970803656e-06,5.011426354293067e-08,0.10944450794158349,-0.058318004532538215,-0.7829549481251186,-0.4084593653678894,0.40736767649650574,0.6802448034286499,-0.45219409465789795,0,consistent_success
1000,curobo_threshold_N1000_K16,29,1,1,-3.9534034729003906,-1.8496464490890503,2.7633450031280518,-0.09158789366483688,3.3397552967071533,2.5838985443115234,2.4180016480386257,0.347934238590813,2.4179827317858926,0.347936993445208,1.8916252733092165e-05,2.7548543949929005e-06,-0.11291537435197582,0.00866201375107585,0.19703156107811715,-0.3008479177951813,0.6415645480155945,0.13630260527133942,0.6923200488090515,0,consistent_success
1000,curobo_threshold_N1000_K16,30,1,1,0.713962733745575,-2.6072428226470947,1.5257949829101562,1.1735714673995972,1.802389144897461,1.375630497932434,6.506606098355405e-05,3.689655942439276e-06,4.757402763372036e-05,8.537736462515945e-06,1.7492033349833692e-05,4.84808052007667e-06,-0.2287513650689605,-0.00928267957335481,0.8206501109751624,-0.08915464580059052,0.6936160922050476,0.25231996178627014,0.6687920689582825,0,consistent_success
1000,curobo_threshold_N1000_K16,31,1,1,-0.6171118021011353,-2.477201461791992,2.505678653717041,0.606103241443634,2.046995162963867,-0.7731618881225586,0.007243914751597913,0.0004416184831198532,0.0072820254004013815,0.0004493575433512271,3.811064880346847e-05,7.739060231373859e-06,0.1418850007683467,0.04851007579162385,0.34659752851840864,0.45565715432167053,0.644455075263977,0.5900169610977173,-0.17010052502155304,0,consistent_success
1000,curobo_threshold_N1000_K16,32,1,1,-2.1913955211639404,-2.128687858581543,1.7933833599090576,1.2810837030410767,1.3099480867385864,-2.9026410579681396,7.45988799621955e-05,7.334929457964787e-06,0.00010903665373570727,7.040397847728103e-06,3.443777377351177e-05,2.945316102366843e-07,0.0511048037027207,-0.2513127191817167,0.6948856438212734,0.06369171291589737,0.35676950216293335,0.8743428587913513,-0.32277458906173706,0,consistent_success
1000,curobo_threshold_N1000_K16,33,1,1,0.5514733195304871,2.6817471981048584,-2.638218402862549,2.964850664138794,-1.7864620685577393,2.5267958641052246,0.1399392931489274,0.009773962349175231,0.13995187488743022,0.009763977755371701,1.2581738502825957e-05,9.984593803529992e-06,0.007323047261849597,0.1736508358064763,-0.04258073494462943,0.5940343737602234,0.21079657971858978,0.6250430345535278,0.46044450998306274,0,consistent_success
1000,curobo_threshold_N1000_K16,34,1,1,1.2497066259384155,0.7411503195762634,2.3352251052856445,-0.36609914898872375,-0.6193723082542419,-2.895864963531494,0.0012639279702852946,0.0003150717874587825,0.001283019493732733,0.0003152702974401708,1.9091523447438332e-05,1.9850998138825574e-07,-0.2644686878646875,-0.03783040756174082,-0.19570083332644572,-0.21865969896316528,-0.23615992069244385,0.5682270526885986,0.7573205828666687,0,consistent_success
1000,curobo_threshold_N1000_K16,35,1,1,2.1138293743133545,-1.8198692798614502,2.7044737339019775,0.30617478489875793,0.7336366772651672,1.8596187829971313,2.218164736405015,0.26515391999541876,2.218199989991855,0.2651507695801612,3.525358683997837e-05,3.1504152575578814e-06,-0.26686919783278207,-0.011637844605188243,0.1776971768015987,-0.3064943850040436,0.4889492392539978,0.7562588453292847,-0.30832186341285706,0,consistent_success
1000,curobo_threshold_N1000_K16,36,1,1,0.2078409343957901,0.9975690841674805,1.0667307376861572,0.25119641423225403,0.12479618191719055,0.5715759992599487,0.8713094866834581,0.03530726552704584,0.8713089135055849,0.03530991149326572,5.731778731643544e-07,2.645966219877449e-06,-0.08388052939984218,0.2424622066741544,-0.8209055804627257,0.673735499382019,-0.7118023037910461,-0.1980477124452591,0.01396428793668747,0,consistent_success
1000,curobo_threshold_N1000_K16,37,1,1,0.6750092506408691,-0.9823208451271057,2.7514841556549072,0.558326244354248,0.07067907601594925,0.4682467579841614,0.008531849744031206,0.0012883951875361508,0.008572853499039855,0.0012837576301867014,4.1003755008648876e-05,4.637557349449406e-06,-0.05192426446719569,0.28624479417490256,0.14997385019233475,0.676382839679718,-0.6240668892860413,-0.3690817654132843,0.1297130584716797,0,consistent_success
1000,curobo_threshold_N1000_K16,38,1,1,1.8587254285812378,-1.9049596786499023,2.0039432048797607,-0.15498673915863037,-1.0684537887573242,-0.9669548273086548,2.9802322387695312e-05,6.9235120385876305e-06,7.662342726274741e-05,3.415094585006376e-06,4.68211048750521e-05,3.5084174535812546e-06,-0.2834051854448382,0.22328300643760612,0.5288495346058827,0.5673439502716064,0.6700159907341003,0.2749690115451813,-0.3919075131416321,0,consistent_success
1000,curobo_threshold_N1000_K16,39,1,1,1.2748225927352905,1.183115839958191,0.8918145298957825,-0.017925158143043518,-1.0686875581741333,-0.2880023717880249,0.00022130231513983745,7.724895384570657e-06,0.0002437324997039884,8.365239156607499e-06,2.243018456415095e-05,6.403437720368421e-07,-0.2312277815819816,-0.044088399713212066,-0.8148669202373746,0.9175880551338196,-0.23412995040416718,-0.2401892989873886,-0.21336466073989868,0,consistent_success
1000,curobo_threshold_N1000_K16,40,1,1,-0.42854517698287964,3.565518379211426,0.9716875553131104,-1.9689255952835083,-2.2430341243743896,-4.65442419052124,6.664001972467304e-05,2.0148483536495506e-05,8.680237615295949e-05,1.7032730748045993e-05,2.016235642828645e-05,3.115752788449513e-06,-0.5557999736767391,0.3710385850058209,1.078912595826942,0.7857875227928162,0.389883428812027,0.3684955835342407,-0.3077983856201172,0,consistent_success
1000,curobo_threshold_N1000_K16,41,1,1,1.5061087608337402,-0.3135710060596466,2.228518486022949,-0.8944302201271057,-1.5257363319396973,-1.4867867231369019,0.00015557269250621175,2.602623489537192e-05,0.00018799414237014785,2.8161591390912678e-05,3.2421449863936095e-05,2.1353564955407587e-06,-0.15208084349500742,0.2526392148786836,-0.20465846246709984,0.6825931072235107,0.2199440896511078,0.16083504259586334,-0.6781027317047119,0,consistent_success
1000,curobo_threshold_N1000_K16,42,1,1,1.2494410276412964,0.05893361195921898,1.6521706581115723,0.4085138440132141,-1.9512200355529785,-0.9172555208206177,4.251566565471876e-05,6.182041182805893e-06,1.0179023938357907e-05,4.829673078902934e-06,3.233664171636085e-05,1.3523681039029591e-06,0.02754986047750904,0.49341150703002074,-0.3420279200654669,0.7399393916130066,-0.3077946603298187,0.09585995227098465,-0.5903922915458679,0,consistent_success
1000,curobo_threshold_N1000_K16,43,1,1,1.0424748659133911,2.5310001373291016,-1.9651997089385986,-0.9401008486747742,-1.3323233127593994,-1.5142958164215088,0.0006749358476554335,3.136324839752262e-05,0.0006954910956774891,2.5095717469822675e-05,2.0555248022055593e-05,6.267530927699946e-06,-0.19033493214054897,0.04232646807534021,-0.6708429995683376,0.20821568369865417,0.7544649243354797,0.32927170395851135,-0.5282130837440491,0,consistent_success
1000,curobo_threshold_N1000_K16,44,1,1,-2.591172695159912,1.4493056535720825,-0.7900815606117249,-0.8688049912452698,-0.36942312121391296,0.17607097327709198,8.429369557916289e-05,4.8998300276324455e-06,0.00012724048533692165,1.010198601586461e-05,4.294678975775876e-05,5.202155988232164e-06,-0.3108276056189686,-0.48397903675012044,-0.9508193681961886,0.6134034991264343,0.6549757122993469,0.3294965326786041,0.2935557961463928,0,consistent_success
1000,curobo_threshold_N1000_K16,45,1,1,0.4861695170402527,1.7702255249023438,-2.408846616744995,-1.3531198501586914,-2.4347174167633057,-0.05842521786689758,4.214684778958144e-05,9.762906888476646e-06,6.697103664387861e-05,1.024528375501914e-05,2.482418885429717e-05,4.823768665424945e-07,0.37022627269771685,0.3017862935850641,-0.13880365686241625,0.06187950819730759,0.7308064103126526,-0.5121567249298096,0.4469769597053528,0,consistent_success
1000,curobo_threshold_N1000_K16,46,1,1,2.501445770263672,5.225713729858398,0.021844282746315002,3.7533769607543945,-0.21985585987567902,3.663600444793701,0.04171512046013959,0.0041241202476852675,0.04189075903708492,0.004127113194582391,0.00017563857694533058,2.992946897123483e-06,-0.6033387119827593,0.13273792051558225,1.2664745401415634,0.6890081167221069,0.600232720375061,-0.3080063760280609,-0.2648029327392578,0,consistent_success
1000,curobo_threshold_N1000_K16,47,1,1,1.3414851427078247,-1.0294172763824463,0.6548570394515991,0.15183033049106598,2.7848973274230957,2.252455711364746,5.9604644775390625e-05,1.3129135940245765e-05,0.00012027738521104102,1.7245382313122805e-05,6.067274043565039e-05,4.11624637287704e-06,0.13018737894441074,0.8988905208451169,0.7554362720869506,-0.3550729751586914,0.6293715834617615,-0.2555888593196869,0.6422529816627502,0,consistent_success
1000,curobo_threshold_N1000_K16,48,1,1,1.469435691833496,2.1598312854766846,-1.8413264751434326,-1.9426203966140747,2.568530797958374,-1.7171999216079712,5.066942776466021e-05,5.89324478217401e-06,4.937652435749302e-05,8.365239156607499e-06,1.29290340716719e-06,2.471994374433489e-06,-0.05401250445557568,0.3235111579096457,-0.5046914632600707,0.6848142147064209,0.3474005460739136,0.3295368254184723,0.5493157505989075,0,consistent_success
1000,curobo_threshold_N1000_K16,49,1,1,-1.5358651876449585,3.028139591217041,-2.6974403858184814,-1.7934385538101196,-0.6525066494941711,-0.8540637493133545,0.0008238283726313966,1.4251716837067181e-05,0.0008238831592830084,9.883144480908979e-06,5.47866516117804e-08,4.368572356158202e-06,0.23852853518789563,-0.033902730931079275,-0.19594611148236088,0.42521166801452637,-0.3632999062538147,0.8184329271316528,-0.13181699812412262,0,consistent_success
1000,curobo_threshold_N1000_K16,50,1,1,-1.278330683708191,-1.8750197887420654,2.449631452560425,0.5473606586456299,-1.7407442331314087,0.022588128224015236,0.0001687519528559278,1.743646313337874e-05,0.00018048974671225639,2.0203972031729297e-05,1.1737793856328574e-05,2.7675088983505557e-06,0.1862731540175836,-0.10410967418426267,0.431815438506341,-0.1710437685251236,-0.11182059347629547,0.20858316123485565,0.9564169049263,0,consistent_success
1000,curobo_threshold_N1000_K16,51,1,1,1.747706651687622,0.2586132884025574,1.1894994974136353,-0.5163024663925171,0.8675761818885803,1.7175811529159546,6.664001972467304e-05,5.055010969873922e-06,0.00010740082505835205,4.517745487845102e-06,4.076080533367901e-05,5.372654820288202e-07,-0.32756108451540505,0.5618758478146039,-0.7226642975779246,-0.4303090572357178,0.5430530309677124,0.7150027751922607,-0.09326596558094025,0,consistent_success
1000,curobo_threshold_N1000_K16,52,1,1,0.03552909567952156,-0.6192902326583862,-2.9562501907348633,2.8669064044952393,-2.109042167663574,-0.04893177002668381,0.0023402237729897024,7.523335705919604e-05,0.002340621422840564,7.878808985381181e-05,3.976498508615617e-07,3.554732794615773e-06,-0.009858553016444678,0.11639742590077692,0.10254776836595983,0.45486629009246826,0.7200595140457153,-0.5107885003089905,-0.1170729324221611,0,consistent_success
1000,curobo_threshold_N1000_K16,53,1,1,0.797246515750885,3.399168014526367,-2.136866569519043,-2.2171294689178467,-1.7701048851013184,1.3524024486541748,2.9802322387695312e-05,1.1519174782701364e-05,4.687175258323508e-05,1.2313298636799924e-05,1.706943019553977e-05,7.9412385409856e-07,-0.36680927289551707,-0.16708956919716075,-0.4026945752170644,-0.26203009486198425,-0.48744699358940125,0.8138940930366516,-0.17695201933383942,0,consistent_success
1000,curobo_threshold_N1000_K16,54,1,1,1.0471562147140503,-2.0129313468933105,-1.0879145860671997,0.3954298198223114,-1.0105232000350952,0.7798724174499512,0.00013328003944934608,6.659357659627978e-06,0.000168857697919599,2.699869328381916e-06,3.557765847025292e-05,3.959488331246062e-06,-0.5414356715897206,-0.5118596117052996,0.7756336595365179,-0.4823933243751526,0.7344655394554138,-0.3735005557537079,-0.297244668006897,0,consistent_success
1000,curobo_threshold_N1000_K16,55,1,1,-0.8378756642341614,-0.17116519808769226,-2.239284038543701,2.532803535461426,-1.6300097703933716,-0.4156735837459564,6.664001972467304e-05,6.381468983998392e-06,8.107981732847377e-05,7.344438609485204e-06,1.443979760380073e-05,9.62969625486812e-07,0.1656654302109225,0.05284900342917265,0.5100774739043888,-0.137628972530365,-0.37838584184646606,0.5439728498458862,0.736190140247345,0,consistent_success
1000,curobo_threshold_N1000_K16,56,1,1,-3.454357385635376,-0.2836407721042633,-0.49835506081581116,-1.0724886655807495,3.355440616607666,-1.9755014181137085,8.940696716308594e-05,8.169492350384842e-06,8.789398319422374e-05,4.978313060379714e-06,1.5129839688621949e-06,3.191179290005128e-06,-1.0790131082001466,0.2713237599756547,0.7154674084072828,0.11507929116487503,0.053212959319353104,0.7739754319190979,0.6203927397727966,0,consistent_success
1000,curobo_threshold_N1000_K16,57,1,1,0.8644512891769409,1.3595949411392212,1.1390219926834106,3.0270934104919434,-2.664604425430298,-1.8087459802627563,0.0001163817913152343,1.140192925758989e-05,0.0001314744798031839,1.3004292747236537e-05,1.5092688487949591e-05,1.602363489646647e-06,-0.24477949356858253,-0.1605114112003101,-0.9273893043141478,0.5585001707077026,0.5605687499046326,0.5860767364501953,-0.1742248237133026,0,consistent_success
1000,curobo_threshold_N1000_K16,58,1,1,0.47740495204925537,0.4043409526348114,0.5562154054641724,0.5924937725067139,2.577517032623291,-0.3780736029148102,0.00010323827126512697,1.7647227754566724e-05,0.00016618488550893906,1.7203062292734435e-05,6.29466142438121e-05,4.4416546183228937e-07,0.6495382221197379,0.43287061050163894,-0.6338134237502294,0.3628034293651581,0.3106575906276703,0.8190037608146667,-0.3179596960544586,0,consistent_success
1000,curobo_threshold_N1000_K16,59,1,1,-1.6188899278640747,0.025873148813843727,2.558319568634033,0.44319650530815125,-2.1599724292755127,4.443302154541016,0.1785100466804579,0.027784342429752397,0.1785288321387599,0.02778112441943184,1.8785458302000846e-05,3.218010320556186e-06,0.10331093404356992,-0.19426185598016613,-0.06759147060845537,0.6917092204093933,0.3620351254940033,-0.5670425295829773,0.2625483572483063,0,consistent_success
1000,curobo_threshold_N1000_K16,60,1,1,-0.1478530317544937,-0.3630743622779846,2.6121578216552734,-2.1779677867889404,1.2613720893859863,0.9837725758552551,5.57550414725938e-05,4.105371232635276e-06,0.00010890866054592192,2.9575586669421963e-06,5.315361907332812e-05,1.1478125656930796e-06,0.31748304732013366,0.14684901752732618,-0.22261672964244664,0.1366565078496933,0.6828190088272095,0.259997695684433,0.6689427495002747,0,consistent_success
1000,curobo_threshold_N1000_K16,61,1,1,1.94404137134552,0.25153377652168274,0.19396378099918365,1.159316897392273,1.8218846321105957,3.2295358180999756,0.0,1.966991804312779e-06,7.780334435071554e-05,2.699869328381916e-06,7.780334435071554e-05,7.328775240691369e-07,-0.49250226872604985,0.8708884386319312,-0.3569506017049274,-0.012186664156615734,0.9816073775291443,0.14313635230064392,0.12573938071727753,0,consistent_success
