N,run_label,target_id,strict_success_by_curobo,strict_success_by_our_eval,q0,q1,q2,q3,q4,q5,curobo_reported_pos_err_mm,curobo_reported_rot_err_deg,our_reeval_pos_err_mm,our_reeval_rot_err_deg,abs_diff_pos_err_mm,abs_diff_rot_err_deg,target_x,target_y,target_z,target_qw,target_qx,target_qy,target_qz,near_limit,reason_flag
1000,curobo_threshold_N1000_K1,10,1,1,0.9523196220397949,0.6234257817268372,-2.858175277709961,2.696063756942749,3.1529626846313477,-1.8854169845581055,0.6003664457239211,0.10263693249266427,0.6003520753192721,0.1026342675392345,1.4370404648911261e-05,2.664953429765138e-06,-0.004776911078527249,0.11599783940627278,0.11759081301703823,0.5417730212211609,-0.05211426317691803,0.7028210163116455,-0.45804882049560547,0,consistent_success
1000,curobo_threshold_N1000_K1,11,1,1,0.9014452695846558,-0.33725836873054504,-2.653627872467041,2.7758140563964844,-1.4536322355270386,0.6980405449867249,0.00045570519091597816,1.1593983871475382e-05,0.00046912613762074265,8.2776426154535e-06,1.3420946704764485e-05,3.3163412560218827e-06,-0.16993828382416942,0.0668011647275279,0.2831580406992696,0.6266431212425232,0.5796200633049011,-0.5196325778961182,-0.036619335412979126,0,consistent_success
1000,curobo_threshold_N1000_K1,12,1,1,0.18827098608016968,-1.1262603998184204,2.6910223960876465,0.257714182138443,-0.4257327914237976,1.2041279077529907,3.332000986233652e-05,7.727297339466099e-06,3.260464542517684e-05,7.443026089337887e-06,7.153644371596789e-07,2.8427125012821164e-07,0.11476653602834433,0.27423663263481834,0.1732211354785796,0.8366275429725647,-0.5458173751831055,-0.04576902836561203,-0.006557794753462076,0,consistent_success
1000,curobo_threshold_N1000_K1,13,1,1,-1.0167675018310547,-1.4881961345672607,1.6378453969955444,2.281252145767212,1.8792266845703125,0.028094282373785973,0.00010745380052412656,3.34899909650432e-06,9.446904605692885e-05,8.622691156561379e-06,1.2984754467197711e-05,5.273692060057058e-06,0.3651730830727805,-0.33185555929932253,0.6822697185031986,-0.3545771539211273,0.8506336212158203,0.29531222581863403,-0.2519685626029968,0,consistent_success
1000,curobo_threshold_N1000_K1,14,1,1,1.634926676750183,0.5073969960212708,-1.569335699081421,-0.5219475030899048,1.5410569906234741,-1.5418915748596191,6.664001972467304e-05,6.283506678476319e-06,9.867055557929159e-05,2.699869328381916e-06,3.203053585461855e-05,3.5836373500944027e-06,-0.22582443632011395,0.9156023295709494,0.42338318077061937,0.6734439134597778,-0.005618831608444452,-0.015242558903992176,0.7390598058700562,0,consistent_success
1000,curobo_threshold_N1000_K1,15,1,1,-0.8877646923065186,-0.47746196389198303,-0.034168731421232224,0.05171520262956619,-3.4949986934661865,0.08154460042715073,0.012075494851160329,0.001831463490924515,0.01217843650474457,0.0018336982991834258,0.00010294165358424104,2.234808258910802e-06,0.768551430411471,-0.8218308729307092,0.5992198239270512,0.7592160105705261,0.5571198463439941,-0.33588600158691406,-0.019726499915122986,0,consistent_success
1000,curobo_threshold_N1000_K1,16,1,1,0.038662586361169815,-0.8846409320831299,1.2013407945632935,1.6190117597579956,1.9456534385681152,0.9502579569816589,0.0001365714012990793,2.079475759177292e-05,6.821869013562634e-05,2.405763859136635e-05,6.835271116345295e-05,3.262880999593431e-06,0.7872570309585297,0.16073282943815756,0.38370579664654336,0.12440286576747894,0.9032274484634399,0.34470775723457336,-0.22333988547325134,0,consistent_success
1000,curobo_threshold_N1000_K1,17,1,1,0.13089188933372498,-0.3818122148513794,-2.0859968662261963,1.7971757650375366,1.3467469215393066,1.5743687152862549,0.00014751397259260557,7.6009732390718536e-06,0.00016708867487923255,5.122641877509564e-06,1.9574702286626977e-05,2.4783313615622895e-06,0.23670832864116137,0.21717838518393245,0.6776437019137052,-0.10863523185253143,0.4250327944755554,0.12795592844486237,0.8894789218902588,0,consistent_success
1000,curobo_threshold_N1000_K1,18,1,1,1.2198872566223145,-2.0286705493927,-1.3376168012619019,-0.13926512002944946,-1.1909409761428833,1.1226725578308105,0.0006364034561556764,0.0007700282691174811,0.000527459182323322,0.0007708389349746349,0.0001089442738323544,8.10665857153771e-07,-0.4574839848629788,-0.6733859905864237,0.6873491731853597,0.7088130712509155,-0.517173171043396,0.2592962980270386,0.40358564257621765,0,consistent_success
1000,curobo_threshold_N1000_K1,19,1,1,0.4033500552177429,2.5206825733184814,0.3095320463180542,-3.3602280616760254,-2.144833564758301,-1.5942859649658203,0.0,8.362944983441682e-06,0.00012366378079311727,5.263014220319209e-06,0.00012366378079311727,3.099930763122473e-06,-1.0112230073312565,-0.3077275467715193,-0.5430488828912347,0.33123278617858887,0.7834393382072449,0.31381478905677795,-0.42193350195884705,0,consistent_success
1000,curobo_threshold_N1000_K1,20,1,1,-0.306829035282135,-0.05855945870280266,-2.2599055767059326,1.3316034078598022,-2.1782419681549072,1.0333352088928223,6.191719137405016e-05,5.2433388896724885e-06,6.292067638226626e-05,3.818191820832846e-06,1.0034850082161014e-06,1.4251470688396428e-06,0.2973196064206702,0.02256822456693501,0.45582344352869314,-0.3679009974002838,-0.19066071510314941,0.8978718519210815,-0.1487395316362381,0,consistent_success
1000,curobo_threshold_N1000_K1,21,1,1,-0.6178192496299744,-0.17890730500221252,-1.6553353071212769,1.645298719406128,2.4942619800567627,-0.15351556241512299,0.0,1.0158095234980604e-05,1.4789003346754582e-05,1.0799477313527678e-05,1.4789003346754582e-05,6.413820785470739e-07,0.48401463572951164,-0.23305881997770284,0.6855651356942635,0.7460461258888245,0.6658133864402771,0.007669680751860142,0.006994933355599642,0,consistent_success
1000,curobo_threshold_N1000_K1,22,1,1,-0.15054519474506378,-2.575885057449341,0.007477613631635904,4.984968662261963,-0.6101836562156677,-0.2669141888618469,1.7569161718711257,0.16621838974394604,1.7570540148577332,0.1662174634209814,0.00013784298660746153,9.263229646394588e-07,-0.9884916617558593,0.39242976987385025,0.8882352199150132,0.5993182063102722,-0.5528067350387573,-0.07175608724355698,-0.5745201706886292,0,consistent_success
1000,curobo_threshold_N1000_K1,23,1,1,-1.9236717224121094,-0.5973725318908691,-1.779550552368164,2.402947425842285,-2.1111843585968018,-0.2537604868412018,0.0001123161155192065,5.6112223014582695e-06,0.00012796413059708913,3.818191820832846e-06,1.5648015077882624e-05,1.7930304806254238e-06,0.10553086212485432,-0.050574738804212635,0.754131833347319,0.028408057987689972,-0.1576298475265503,0.6811725497245789,0.7143876552581787,0,consistent_success
1000,curobo_threshold_N1000_K1,24,1,1,-0.14271801710128784,1.375627040863037,-2.892456531524658,0.3044241964817047,-2.1383869647979736,0.39457377791404724,5.196245922434173e-05,5.99681504171044e-06,4.376437550980925e-05,5.6632936810203185e-06,8.198083714532477e-06,3.335213606901216e-07,0.2445589545384587,0.08040694926194185,-0.015001448601086848,-0.3040390610694885,-0.5100922584533691,0.7966290712356567,-0.11290841549634933,0,consistent_success
1000,curobo_threshold_N1000_K1,25,1,1,-1.0231448411941528,0.4023570120334625,-1.5762630701065063,-0.20283684134483337,-1.7128551006317139,-1.6638751029968262,5.9604644775390625e-05,6.727139198333333e-06,9.284732912075412e-05,5.915117333884395e-06,3.324268434536349e-05,8.120218644489382e-07,0.5871660026976854,-0.6729723487359643,0.3035923072458333,0.008743340149521828,0.8904428482055664,-0.4390725791454315,-0.11937496066093445,0,consistent_success
