target_id,best_seed_id,q0,q1,q2,q3,q4,q5,pos_err_mm,rot_err_deg,pose_cost,limit_score,total_loss,iters,success_loose,success_medium,success_strict,near_limit,success_rank
0,4,0.11524759953598726,-4.4330708313548159,-1.776026766079835,6.0682424189479116,-3.1018575530462593,6.1005016935688872,1.92228519935,0.080338197339,5.661250043760963e-06,0,2.8306250218804815e-06,20,1,1,1,0,0
1,7,1.368992750109516,-4.7505553694916003,2.8180614652398885,3.1922698620437329,-2.0997493901142463,-0.49553373127095213,0.151440570289,0.0802675719834,1.9855486759288118e-06,0,9.927743379644059e-07,14,1,1,1,0,0
2,9,-1.4093457303139907,-1.8004329031423163,2.2738898159618102,2.3379618989344397,2.6656781293219738,3.1429417050079107,0.037998611153,0.00622485047807,1.3247442799047177e-08,0,6.6237213995235886e-09,35,1,1,1,0,0
3,5,-0.68436523331525956,3.0426317015587014,-2.7719193442049668,-3.3955543481275754,2.3311548794158199,-1.0748620745513435,111.013053617,0.0901995276629,0.012326376426864931,0,0.0061631882134324653,60,0,0,0,0,3
4,8,2.9082720550665151,-3.6663275933642647,-2.8817703412432936,1.269199875330197,-3.566981073898869,5.468706988980883,0.031910344823,0.567852280912,9.8226797849255417e-05,0,4.9113398924627709e-05,14,1,1,1,0,0
5,7,0.92728357013882612,0.3220249317611335,-1.0805605240033873,5.638686585061131,1.6014836241208141,-2.2346884889418539,0.0559661576608,0.00265157211424,5.2739255215770625e-09,0,2.6369627607885313e-09,19,1,1,1,0,0
6,2,-2.2187411255810456,-3.4014010031654913,0.95155361291453899,-2.2397799203335018,5.1676177887128105,4.2828375672943118,0.108121212787,0.0018382261779,1.2719521908859851e-08,0,6.3597609544299255e-09,32,1,1,1,0,0
7,4,-5.7107054174109821,1.686317671839936,-0.3548709960924355,4.2924292850580521,-4.3999304820831897,4.4771060508447036,0.956722607578,0.181496399102,1.0949703175382528e-05,0,5.4748515876912641e-06,17,1,1,1,0,0
8,12,-2.26370082094977,-1.351740813735578,-0.82257241169490558,-2.5586054422178437,-0.6879886540952328,-1.363974617219238,0.516631825539,0.00862719044548,2.8958063489018737e-07,0,1.4479031744509369e-07,8,1,1,1,0,0
9,8,-0.1592312227376364,-3.5131522447927916,-1.490864567157421,-0.13074641818485716,4.1208647453382907,-4.4090012618762229,0.126079897755,0.00179115015211,1.6873419971377357e-08,0,8.4367099856886785e-09,17,1,1,1,0,0
10,0,5.9322294057223708,-2.049657511592391,2.5601931491792103,0.29315583287317648,-5.1661486410523993,-3.0589443395358349,0.295694401011,0.0217453658171,2.3147685658133222e-07,0,1.1573842829066611e-07,6,1,1,1,0,0
11,2,4.129470206295438,4.7793954929663149,-1.6959448506396744,1.5572319784001623,1.0868815350813041,-5.2414229408953057,1.94041934543,0.0426407540108,4.3190929561084254e-06,0,2.1595464780542127e-06,24,1,1,1,0,0
12,9,-0.24715039000599665,4.3947793832556181,0.44302123801336124,-2.9064008867416455,-1.8230218837063701,2.8922793797133721,0.23445426943,0.00134066394487,5.5516317655108328e-08,0,2.7758158827554164e-08,9,1,1,1,0,0
13,9,5.9054881756144493,0.25672193822936218,0.94382696771486918,-3.667548053018709,-5.1001431354602538,3.9294152739782753,0.00913763308339,0.0960459579847,2.8101262042097382e-06,0,1.4050631021048691e-06,9,1,1,1,0,0
14,4,-0.38733848504742197,-3.7571587713881258,-1.5250272706102306,-4.7964139697157426,-2.7954746193807058,-4.4987166600927928,0.0843875895677,0.0075985128748,2.4709082449118236e-08,0,1.2354541224559118e-08,32,1,1,1,0,0
15,14,1.0611242877302327,5.4966685388374561,-2.4674409282111367,-0.84941707679396561,5.1324433377836316,-5.3101603419849654,0.0433061889007,0.000625293599495,1.9945289973664454e-09,0,9.9726449868322268e-10,18,1,1,1,0,0
16,13,-5.7867325758064245,2.0887403053816795,0.42853475752221337,-0.15646803573212451,-1.5216647915250552,-5.2644490078274524,0.0232882895428,0.239864776415,1.7526739393636302e-05,0,8.7633696968181508e-06,11,1,1,1,0,0
17,6,0.032282254217003606,-4.6149610168675039,2.1381477201429226,-5.5045099232331287,1.6122111612402774,-1.6975232814937034,2.01345819431,0.341737036693,3.9628516260847258e-05,0,1.9814258130423629e-05,25,1,1,1,0,0
18,7,0.043156473409147592,3.5887394593599073,-2.8564746204841218,-0.79776480735997624,1.4226168921606119,-1.6520882950933751,0.138087576067,0.0707305189987,1.5430101308918145e-06,0,7.7150506544590726e-07,14,1,1,1,0,0
19,14,-0.9525023444689914,4.4623983663507714,2.3182624298614054,-2.5121683325365272,1.5573868327679092,-0.72338436098122505,0.0484544407977,0.00121906683454,2.8005320752595596e-09,0,1.4002660376297798e-09,19,1,1,1,0,0
20,7,-2.1370151198490528,1.8628083329766822,-2.7399320416218447,3.980194186259939,3.4732531861382054,0.40539929959523074,0.201498579641,0.0829795344879,2.1380763409462981e-06,0,1.069038170473149e-06,10,1,1,1,0,0
21,0,-4.4607803144509024,-0.88889955601851056,-2.9171403503306204,-3.141829350567459,-4.4925126365018508,-2.3421571786040962,3.91840896871,0.0458294055861,1.5993727296670643e-05,0,7.9968636483353216e-06,53,1,1,1,0,0
22,6,-3.8396666250200218,-5.2093885454927031,2.423600705340851,0.69503690479472424,-4.4368197519042365,2.353411782347131,1.1632374568,0.0609970062306,2.4864915442306742e-06,0,1.2432457721153371e-06,23,1,1,1,0,0
23,6,2.2562417134954664,-0.14058739758833205,-2.4085271912242137,5.7133618667742754,3.3711321131837368,-0.21658195721340803,0.366316168512,0.118164236417,4.38749561363957e-06,0,2.193747806819785e-06,15,1,1,1,0,0
24,6,6.094816363394532,-4.4779694179143847,0.87219238004587618,-2.6399166163521466,4.2131490075106024,1.493179673733511,0.161515870515,0.0830442244114,2.1268336504408192e-06,0,1.0634168252204096e-06,32,1,1,1,0,0
25,11,3.4444819523234322,-2.6344340621548783,1.3515698280063451,-3.2416726155068272,-1.5709663857041913,-1.804300556553214,0.0666741280576,0.00617982155315,1.607883784029877e-08,0,8.0394189201493848e-09,23,1,1,1,0,0
26,14,-0.54034051702766606,-4.591678800914333,1.8770261237480557,-1.700716083986008,-2.3451847818461884,0.90071435474396788,0.0404855801039,0.268463526372,2.1956228329171997e-05,0,1.0978114164585999e-05,13,1,1,1,0,0
27,13,6.1920598862071774,-5.6600710512307435,2.8088045232613776,5.5607986614371727,-3.724654178207,-3.2420010849454117,0.308335655934,0.221196441774,1.499935112864946e-05,0,7.4996755643247298e-06,20,1,1,1,0,0
28,12,-1.1579452040138778,0.46700624174290195,-1.9882601936872004,0.68041308439638837,-3.796747086373784,0.72890959523000853,0.0979171775827,0.0067844549178,2.3608956648905193e-08,0,1.1804478324452597e-08,19,1,1,1,0,0
