target_id,best_seed_id,q0,q1,q2,q3,q4,q5,pos_err_mm,rot_err_deg,pose_cost,limit_score,total_loss,iters,success_loose,success_medium,success_strict,near_limit,success_rank
0,14,3.9358525276184082,5.0867090225219727,-0.98406732082366943,0.73745006322860718,1.867480993270874,0.80099529027938843,3.7555948212,0.0364696226279,1.4509643795866679e-05,0,7.2548218979333394e-06,17,1,1,1,0,0
1,0,-2.5049843788146973,-4.2898659706115723,1.2631111145019531,2.7076683044433594,2.8042411804199219,-4.1258029937744141,0.070415934112,0.019312248309,1.1856941063605536e-07,0,5.9284705318027678e-08,14,1,1,1,0,0
2,10,5.1374039649963379,-5.9297475814819336,0.43173617124557495,4.1610851287841797,-3.3278381824493408,-6.051292896270752,0.665398524696,0.162045296606,8.4416059824018507e-06,0,4.2208029912009254e-06,10,1,1,1,0,0
3,8,-2.3468599319458008,3.1823067665100098,-2.5402560234069824,-0.37410786747932434,3.6362226009368896,-1.8816204071044922,0.0405095126909,0.377497019185,4.3410841655593594e-05,0,2.1705420827796797e-05,22,1,1,1,0,0
4,2,-2.1475899219512939,-0.41935506463050842,0.34826597571372986,5.4479522705078125,-4.523796558380127,-0.70883345603942871,0.0914806988536,0.437462559714,5.8304067808546372e-05,0,2.9152033904273186e-05,23,1,1,1,0,0
5,2,3.1350171566009521,-5.8368330001831055,-1.764590859413147,5.5131845474243164,-5.8563499450683594,-4.7014451026916504,0.0640794136737,0.0694641156111,1.4739654450489883e-06,0,7.3698272252449413e-07,16,1,1,1,0,0
6,4,5.2243747711181641,-4.7111248970031738,1.5830593109130859,-1.2779999971389771,-1.1509121656417847,-3.9135532379150391,0.0234106052886,0.0421185582454,5.4093111883577915e-07,0,2.7046555941788958e-07,32,1,1,1,0,0
7,2,4.0441250801086426,1.3638988733291626,1.2063243389129639,-0.84507352113723755,-1.3306249380111694,-2.5795860290527344,0.04784174701,0.0545782210573,9.0967778482440397e-07,0,4.5483889241220199e-07,17,1,1,1,0,0
8,8,-5.0641498565673828,-4.6315207481384277,2.7936289310455322,-0.8529512882232666,-4.459475040435791,2.7808070182800293,0.156815542378,0.020500822213,1.5261685407857813e-07,0,7.6308427039289065e-08,10,1,1,1,0,0
9,15,-3.287318229675293,2.3527436256408691,-2.8820962905883789,5.1588935852050781,1.8027603626251221,1.9010547399520874,0.176152895246,0.0245797860956,2.1506929536486242e-07,0,1.0753464768243121e-07,17,1,1,1,0,0
