sample_id,kind,index,value
10,p,10,-0.27359056877773241
10,p,11,-0.71010769854587286
10,p,12,-0.69481640531497624
10,p,13,-0.32006642603218266
10,p,14,-0.79643421333021092
10,p,15,-0.63204999864117106
10,p,16,-0.38705287231472824
10,p,17,-0.80503852664936348
10,z,0,0
10,z,1,0
10,z,2,1
10,z,3,-0.60331688944268769
10,z,4,0.79750155542995638
10,z,5,-2.0510342851533115e-10
10,z,6,-0.60331688944268758
10,z,7,0.79750155542995627
10,z,8,-2.0510342851533113e-10
10,z,9,-0.60331688944268758
10,z,10,0.79750155542995627
10,z,11,-2.0510342851533113e-10
10,z,12,-0.53098237440758478
10,z,13,-0.40169280254494583
10,z,14,-0.74612372328727805
10,z,15,0.68076362986773487
10,z,16,-0.72653412453953947
10,z,17,-0.093322270272804028
11,T,0,0.82047134463904647
11,T,1,0.44164227596171041
11,T,2,0.36301359851878129
11,T,3,1.022014917364277
11,T,4,-0.19128367503350879
11,T,5,-0.3863092843971182
11,T,6,0.90231684704113846
11,T,7,-0.19663519170436514
11,T,8,0.53873678943605618
11,T,9,-0.80976369199411924
11,T,10,-0.23247674041973246
11,T,11,0.033285837391642412
11,T,12,0
11,T,13,0
11,T,14,0
11,T,15,1
11,p,0,0
11,p,1,0
11,p,2,0.1273
11,p,3,0
11,p,4,0
11,p,5,0.1273
11,p,6,0.56095880319686076
11,p,7,-0.065136517798552798
11,p,8,0.36315261322492132
11,p,9,1.0657229313460002
11,p,10,-0.28879042134176536
11,p,11,0.14045091173900437
11,p,12,0.98854506358084526
11,p,13,-0.2798288050015581
11,p,14,0.05472019285834176
11,p,15,1.022014917364277
11,p,16,-0.19663519170436514
11,p,17,0.033285837391642412
11,z,0,0
11,z,1,0
11,z,2,1
11,z,3,-0.11534142989936622
11,z,4,-0.99332590550572553
11,z,5,-2.0510342851533115e-10
11,z,6,-0.11534142989936622
11,z,7,-0.99332590550572553
11,z,8,-2.0510342851533115e-10
11,z,9,-0.11534142989936622
11,z,10,-0.99332590550572553
11,z,11,-2.0510342851533115e-10
11,z,12,-0.66705157964697348
11,z,13,0.077455629560996289
11,z,14,-0.74097423405931384
11,z,15,0.36301359851878129
11,z,16,0.90231684704113846
11,z,17,-0.23247674041973246
12,T,0,-0.39130453033137907
12,T,1,-0.68310706519603015
12,T,2,0.61664049657917008
12,T,3,-0.13045447063593343
12,T,4,-0.40428770105120176
12,T,5,-0.47433971180441042
12,T,6,-0.78201872904940251
12,T,7,0.30458354649004815
12,T,8,0.826699594363559
12,T,9,-0.55530764021808254
12,T,10,-0.090560506814789957
12,T,11,0.25344379578644172
12,T,12,0
12,T,13,0
12,T,14,0
12,T,15,1
12,p,0,0
12,p,1,0
12,p,2,0.1273
12,p,3,0
12,p,4,0
12,p,5,0.1273
12,p,6,-0.017456093474851418
12,p,7,0.28513591862464621
12,p,8,-0.41393635568083964
12,p,9,-0.18808645957368239
12,p,10,0.38938955955909282
12,p,11,0.14679566409143119
12,p,12,-0.18730872442053292
12,p,13,0.37668567330840302
12,p,14,0.26179347451476531
12,p,15,-0.13045447063593343
12,p,16,0.30458354649004815
12,p,17,0.25344379578644172
12,z,0,0
12,z,1,0
12,z,2,1
12,z,3,-0.99813129139181234
12,z,4,-0.061105851966182408
12,z,5,-2.0510342851533113e-10
12,z,6,-0.99813129139181234
12,z,7,-0.061105851966182408
12,z,8,-2.0510342851533113e-10
12,z,9,-0.99813129139181234
12,z,10,-0.061105851966182408
12,z,11,-2.0510342851533113e-10
12,z,12,0.0067219978664604428
12,z,13,-0.10980022688582371
12,z,14,0.99393094575051077
12,z,15,0.61664049657917008
12,z,16,-0.78201872904940251
12,z,17,-0.090560506814789957
13,T,0,0.45456613911497301
13,T,1,-0.48661451175459203
13,T,2,-0.74604017460184191
13,T,3,-0.46042902534439606
13,T,4,-0.12672770184837223
13,T,5,-0.86438847566794119
13,T,6,0.48659290245202169
13,T,7,0.50060595752967918
13,T,8,-0.88165169696107148
13,T,9,-0.12664470017451454
13,T,10,-0.45458927084058015
13,T,11,-0.28129581772422141
13,T,12,0
13,T,13,0
13,T,14,0
13,T,15,1
13,p,0,0
13,p,1,0
13,p,2,0.1273
13,p,3,0
13,p,4,0
13,p,5,0.1273
13,p,6,-0.22513277145758168
13,p,7,0.48629762907834001
13,p,8,0.42289068180274803
13,p,9,-0.41671704233532469
13,p,10,0.50990080893677525
