target_id,target_x,target_y,target_z,target_radius_from_base,target_height_z,orientation_angle,cuda_success,curobo_success,cuda_pos_err,curobo_pos_err,is_curobo_only_fail,is_cuda_only_fail,is_both_fail,radius_bin,z_bin,orientation_angle_bin,curobo_failure_rate,cuda_failure_rate,mean_curobo_pos_err,mean_cuda_pos_err,bin_count
910,-0.13969976106637674,0.33362425957978736,0.3848791385905161,0.361692092562395,0.3848791385905161,98.20000295656958,1,1,0.0444497269645,0.0001562183343169069,0,0,0,1,2,3,,,,,
911,0.2661470034826078,-0.2138121505878155,1.1995626282363625,0.3413939999498496,1.1995626282363625,151.55080346255528,1,0,0.43161449224,16.984688804802428,1,0,0,0,4,5,,,,,
912,0.24780557332309688,-0.9207753827026747,-0.7034368542168692,0.9535380996904349,-0.7034368542168692,105.32820288971206,1,0,2.36025447972,7.761536276164477,1,0,0,2,-1,3,,,,,
913,-0.28413638040101036,-0.04890680987064117,0.9544436219403558,0.2883146869639331,0.9544436219403558,116.62781758986088,1,1,0.0407945765388,3.964009235063333e-05,0,0,0,0,4,3,,,,,
914,0.6980823912077713,-0.39980022826724304,0.030368526006247717,0.804462085767191,0.030368526006247717,143.2577113622304,1,1,0.0582108602742,0.0001543044741889597,0,0,0,2,1,4,,,,,
915,0.3277978593872984,0.10451207990737943,-0.35099481522529946,0.3440555354379021,-0.35099481522529946,105.26655043696867,1,1,0.428819125624,6.0660702173136013e-05,0,0,0,0,0,3,,,,,
916,0.6402383233246284,-0.07986348492735873,-0.47239587301993907,0.6452001913191547,-0.47239587301993907,130.11841238927136,1,1,0.318661529563,0.00020354547592001454,0,0,0,1,0,4,,,,,
917,0.039419199798877105,0.08580897948042976,1.281310618666282,0.09443015552383999,1.281310618666282,167.49325510941898,1,0,4.12526204028,12.505916154884625,1,0,0,0,4,5,,,,,
918,-0.9975601930138961,-0.14085758486951,0.09372886054803041,1.0074558044406676,0.09372886054803041,107.14351430865209,1,1,0.115694112197,0.00016320884506693958,0,0,0,2,1,3,,,,,
919,-0.6807061804173812,-0.1509010238254065,0.2852109982894683,0.6972316853456791,0.2852109982894683,142.81162618007045,1,1,0.0420334419175,5.8290719639641056e-05,0,0,0,1,2,4,,,,,
920,-0.6764193658588322,-0.8582822937416801,-0.2963618004510021,1.0927907641718722,-0.2963618004510021,175.46201049635613,1,0,0.0430115521575,100.87169251801237,1,0,0,3,0,5,,,,,
921,-0.9724691354479379,0.18500069606218758,0.7025541546289651,0.9899098327334432,0.7025541546289651,168.2321580718356,1,0,0.0235213715598,67.73461427825023,1,0,0,2,4,5,,,,,
922,-0.10064412200312461,0.4113815746213575,1.2283219900467581,0.42351391858087417,1.2283219900467581,107.64651489264286,1,0,0.211776456924,104.28280190444278,1,0,0,1,4,3,,,,,
923,-0.2595596632379513,0.21616361928221914,0.2145971775988409,0.33778384964557867,0.2145971775988409,128.54223839877628,1,1,0.077280954743,6.085863506846193e-05,0,0,0,0,2,4,,,,,
924,-0.2352666377226304,0.10694417495932736,1.2317894539812948,0.2584326747589063,1.2317894539812948,105.01983752064896,1,1,2.9788978601,0.00035411771211494095,0,0,0,0,4,3,,,,,
925,0.1911231015905639,0.6693180279594142,-0.6305942187401531,0.6960708746335219,-0.6305942187401531,166.7990886451342,1,1,0.075762581729,0.0001382887454140579,0,0,0,1,-1,5,,,,,
926,-0.12730600131289702,-0.333529608102628,-0.4509029088342489,0.35699974432956105,-0.4509029088342489,158.05577255255363,1,1,0.750003417917,7.348742185183373e-05,0,0,0,1,0,5,,,,,
927,0.7271178306793524,-0.1920337805338058,0.2772160149301579,0.7520487434720926,0.2772160149301579,112.78867057815582,1,1,0.482779412682,4.163995366116201e-05,0,0,0,2,2,3,,,,,
928,0.1435627986848973,0.35554710084550717,0.3975444309136906,0.3834371109919925,0.3975444309136906,93.4912547953219,1,1,0.666222297504,6.02635148180944e-05,0,0,0,1,2,3,,,,,
