rank,N,target_id,target_x,target_y,target_z,target_qw,target_qx,target_qy,target_qz,curobo_pos_err_mm,curobo_rot_err_deg,curobo_success,cuda_pos_err_mm,cuda_rot_err_deg,cuda_success,curobo_q0,curobo_q1,curobo_q2,curobo_q3,curobo_q4,curobo_q5,cuda_q0,cuda_q1,cuda_q2,cuda_q3,cuda_q4,cuda_q5,distance_to_workspace_center,near_joint_limit_by_curobo,near_joint_limit_by_cuda,jacobian_condition_estimate_if_available,reason_guess
11,1000,65,0.10087245101075588,-0.04116292266510363,1.4053893299976288,0.058213699609041214,-0.12326537817716599,0.6741503477096558,0.7259050607681274,222.06960901341324,47.168923258448686,0,28.4715868366,4.06847701594,0,-0.8777669072151184,-1.1710690259933472,-0.5952339172363281,-2.0203826427459717,0.21930570900440216,3.4787302017211914,-1.8923868738127927,-1.851807912152478,0.66737352397892225,3.4814362295683523,4.303003536486953,-2.1216658243361857,1.4096059046579064,0,0,,orientation_hard
12,1000,816,0.2674292102531374,0.11585392985102883,1.3427337842722165,0.7176644206047058,-0.6633541584014893,-0.18113204836845398,0.11004626005887985,211.66745180981098,18.618354880341467,0,0.199409871308,0.249527796474,1,0.10770224034786224,-0.9963080883026123,-0.5138588547706604,3.0514156818389893,-0.10415002703666687,1.6054956912994385,-2.0853341449225744,4.5872267805579989,-0.35458483988916545,-0.93725793101775179,4.8412918770320648,-3.0556477287662314,1.37399946542367,0,0,,orientation_hard
13,1000,57,-0.24477949356858253,-0.1605114112003101,-0.9273893043141478,0.5585001707077026,0.5605687499046326,0.5860767364501953,-0.1742248237133026,210.40344064851124,20.540990057501713,0,0.0517075830465,0.00445906732178,1,0.44040319323539734,1.072184443473816,1.599043607711792,-1.7250480651855469,2.9558284282684326,-0.47441017627716064,1.5302174878843571,2.3488375275610527,-1.0427903759021693,4.3937395196084701,0.63692489262435714,-3.7069911628263501,0.9724874474015003,0,0,,orientation_hard
14,1000,692,-1.0286007005998627,0.465183035065468,-0.5250144385300005,0.9551736116409302,-0.063590869307518,-0.2890034019947052,-0.008755520917475224,198.68474226433918,12.706755924594948,0,0.212435654631,0.0211792700194,1,2.5218586921691895,0.5930939316749573,0.061987243592739105,1.7036880254745483,-1.3300971984863281,-1.0487998723983765,6.0589124120128579,-3.8803163177983508,0.47047093466730289,-2.5573358219699425,5.4329505415438781,-1.1106132098642965,1.2450119750637825,0,0,,orientation_hard
15,1000,591,0.5722717427742292,0.0378053961081562,1.2964777759921553,0.575645387172699,0.17248934507369995,0.7943143248558044,-0.08913199603557587,194.2892148821811,13.110134328303065,0,3.57016836548,0.0323716335239,1,-0.26327580213546753,-1.2684521675109863,0.03605948016047478,1.3331884145736694,1.646736741065979,-1.48154878616333,-2.8638334065566773,-2.0835591799417439,-0.014969915596772243,-1.4459018020628214,4.2213110838759267,-1.2461018316875176,1.4176666812739562,0,0,,orientation_hard
16,1000,294,0.29386214643633396,-1.0646222803176095,0.8090206018059223,0.18927118182182312,-0.010803621262311935,0.2135566622018814,0.9583596587181091,185.87719096445218,11.251839011938706,0,0.292797945592,0.207477058717,1,-1.4865927696228027,-0.5074719190597534,0.08890099078416824,1.7642323970794678,-1.4575388431549072,-0.4583357274532318,2.0088556811167089,-2.8656152560483465,0.55408724928616837,3.9061183884537951,-1.3349796112974148,-0.78037578133019203,1.3690470755248896,0,0,,orientation_hard
17,1000,762,-0.15042630758564796,-0.25183579237389464,1.1114109243088057,0.6217785477638245,-0.14297232031822205,0.6960756182670593,-0.32928571105003357,182.80427987332232,28.898969328720707,0,0.147998641481,0.0318788015315,1,-2.3638687133789062,-0.8921471238136292,-1.0382155179977417,0.5119004845619202,-0.03293374925851822,-0.833082914352417,-4.2163562070371547,4.0080965302799774,1.3561927762250343,2.8179947472907094,-0.29459492237539936,5.9804281241522519,1.1494710013773264,0,0,,orientation_hard
18,1000,127,0.43863938590844187,-0.9399719280573765,0.8806912243168739,-0.280318945646286,0.6965427398681641,-0.37644392251968384,0.5427148938179016,178.95025138277336,6.265923764605697,0,0.0201780768144,0.291021224487,1,-1.417986273765564,-0.6777834296226501,-0.011686276644468307,1.4467133283615112,0.3042149543762207,1.7140833139419556,-4.0577331846278506,3.4635687773128061,0.57991188334471366,4.2302744484473278,-0.85607953003835813,5.8953423429652814,1.3607236196211159,0,0,,orientation_hard
19,1000,874,0.335706519308687,-0.5027265328983708,-1.0492422590703618,-0.3479071855545044,0.47864118218421936,0.7963004112243652,-0.12557394802570343,178.84143639240858,5.568864936198345,0,25.0766300906,0.000381348095481,0,-1.2243822813034058,0.9212214350700378,0.11339257657527924,0.8797714114189148,2.1886789798736572,-1.5903910398483276,5.1220749711914433,-5.0448067290521257,-0.15292366165214216,-1.5664252582037854,2.2272276416435512,-0.5308371023249322,1.2109261547284569,0,0,,orientation_hard
20,1000,939,0.27803955532872315,0.6361774305813415,-0.9088273401599934,0.5921488404273987,0.7649216651916504,0.15821169316768646,0.1980496197938919,174.92545794366717,5.8518741516653385,0,0.223774683596,0.127170913209,1,1.0134507417678833,0.9566439986228943,-0.020924923941493034,1.5911107063293457,2.6151504516601562,2.7825496196746826,-5.4812859173366357,-4.8849979679819926,-0.75570255201468062,5.2670290852967252,-5.7328872101381423,-2.46962799280471,1.1436760256868026,0,0,,orientation_hard
