sample_id,comparison,pos_diff_mm,rot_diff_deg,max_T_abs_diff,status
34,cuda_fk_vs_curobo_kinematics_fk,4.773276297819818e-05,1.7118108379478333e-05,2.3036228752326693e-07,ok
35,cuda_fk_vs_curobo_kinematics_fk,6.682775133266097e-05,1.9655345397318433e-05,2.668648076409319e-07,ok
36,cuda_fk_vs_curobo_kinematics_fk,0.00011600433524881991,1.113184641628407e-05,1.6657660670271746e-07,ok
37,cuda_fk_vs_curobo_kinematics_fk,9.792936439169433e-05,1.413246851386007e-05,2.0575225159746857e-07,ok
38,cuda_fk_vs_curobo_kinematics_fk,0.0001325776766728226,7.344438609485204e-06,1.0349912427098928e-07,ok
39,cuda_fk_vs_curobo_kinematics_fk,0.00013638985262069833,1.0663629423853027e-05,1.7965544538145473e-07,ok
40,cuda_fk_vs_curobo_kinematics_fk,9.864413523077432e-05,6.156649318399953e-06,9.73534248771557e-08,ok
41,cuda_fk_vs_curobo_kinematics_fk,0.00010669696643036543,1.1830234667768806e-05,1.700838193618992e-07,ok
42,cuda_fk_vs_curobo_kinematics_fk,7.585371958899453e-05,6.273929367455621e-06,7.504099441835166e-08,ok
43,cuda_fk_vs_curobo_kinematics_fk,0.00016893842774965613,1.1891690845819462e-05,1.4818074911548962e-07,ok
44,cuda_fk_vs_curobo_kinematics_fk,8.636630083115806e-05,5.7905745997743736e-06,7.838655913250392e-08,ok
45,cuda_fk_vs_curobo_kinematics_fk,1.0613270464234022e-05,4.829673078902934e-06,6.217785192275116e-08,ok
46,cuda_fk_vs_curobo_kinematics_fk,0.00010417303376214077,1.4589290462454086e-05,1.9106208393182555e-07,ok
47,cuda_fk_vs_curobo_kinematics_fk,0.00010899335243348018,1.6946922994434602e-05,2.2060269733170657e-07,ok
48,cuda_fk_vs_curobo_kinematics_fk,0.00031164053313143724,2.125879235048231e-05,3.18736784910012e-07,ok
49,cuda_fk_vs_curobo_kinematics_fk,9.163967302955408e-05,6.6133022267264155e-06,1.0352142748581983e-07,ok
50,cuda_fk_vs_curobo_kinematics_fk,0.00011033308339015348,1.6108968939569467e-05,2.0253025351246734e-07,ok
51,cuda_fk_vs_curobo_kinematics_fk,0.00011452514021597053,3.1945284701301985e-06,7.668431822871469e-08,ok
52,cuda_fk_vs_curobo_kinematics_fk,0.00015763523342936329,9.809112393710968e-06,1.1829798995943719e-07,ok
53,cuda_fk_vs_curobo_kinematics_fk,8.267559512500153e-05,1.3336370687868336e-05,1.8808757906718654e-07,ok
54,cuda_fk_vs_curobo_kinematics_fk,7.617096787927321e-05,1.3872179782028085e-05,2.14638348650098e-07,ok
55,cuda_fk_vs_curobo_kinematics_fk,0.00014813831281194605,1.0663629423853027e-05,1.409789659456706e-07,ok
56,cuda_fk_vs_curobo_kinematics_fk,0.00016395317164861624,1.0316186218701491e-05,1.6154400131473956e-07,ok
57,cuda_fk_vs_curobo_kinematics_fk,6.407532154234239e-05,6.9360898910140305e-06,1.1104578834242318e-07,ok
58,cuda_fk_vs_curobo_kinematics_fk,9.024079875373528e-05,1.628896300592164e-05,2.3094307943782866e-07,ok
59,cuda_fk_vs_curobo_kinematics_fk,0.0001874249829702592,2.1800504449438904e-05,3.0695686609183426e-07,ok
60,cuda_fk_vs_curobo_kinematics_fk,8.244446323075958e-05,1.935638736085189e-05,2.3623737449574023e-07,ok
61,cuda_fk_vs_curobo_kinematics_fk,0.0001418929629016276,1.0173887179578492e-05,1.4976012688598314e-07,ok
62,cuda_fk_vs_curobo_kinematics_fk,5.3150341576255146e-05,1.463916852406315e-05,1.9564089726031852e-07,ok
63,cuda_fk_vs_curobo_kinematics_fk,0.00019322223980093624,1.5177012312529228e-05,1.7732902046763144e-07,ok
64,cuda_fk_vs_curobo_kinematics_fk,8.666913487367528e-05,1.1830234667768806e-05,1.873097301152704e-07,ok
65,cuda_fk_vs_curobo_kinematics_fk,0.00012779857039894307,1.3766686389570068e-05,2.144118524394223e-07,ok
66,cuda_fk_vs_curobo_kinematics_fk,0.00015160220701468749,1.1768457563181822e-05,1.2992826862318063e-07,ok
67,cuda_fk_vs_curobo_kinematics_fk,6.750491615049052e-05,9.956626120759439e-06,1.5760896060479368e-07,ok
68,cuda_fk_vs_curobo_kinematics_fk,0.00017642852930410652,6.273929367455621e-06,1.220784417998999e-07,ok
69,cuda_fk_vs_curobo_kinematics_fk,7.625206485399301e-05,6.830189170012755e-06,9.796068289880111e-08,ok
70,cuda_fk_vs_curobo_kinematics_fk,0.00013071848780957604,2.9575586669421963e-06,1.3044026321920588e-07,ok
71,cuda_fk_vs_curobo_kinematics_fk,0.00014259964374096863,1.4886052178675805e-05,1.93167890710777e-07,ok
72,cuda_fk_vs_curobo_kinematics_fk,5.4435271336184176e-05,1.010198601586461e-05,1.3741791671240122e-07,ok
73,cuda_fk_vs_curobo_kinematics_fk,8.971259428215632e-05,9.734517300533534e-06,1.4800454872787583e-07,ok
74,cuda_fk_vs_curobo_kinematics_fk,3.1939987797653204e-05,1.6817390473705895e-05,2.2667853954994044e-07,ok
75,cuda_fk_vs_curobo_kinematics_fk,5.7454539350578795e-05,4.978313060379714e-06,6.806567848238743e-08,ok
76,cuda_fk_vs_curobo_kinematics_fk,0.00013750874836720493,8.622691156561379e-06,1.321956316774342e-07,ok
77,cuda_fk_vs_curobo_kinematics_fk,3.3431332657553914e-05,1.0316186218701491e-05,1.3669608123212384e-07,ok
78,cuda_fk_vs_curobo_kinematics_fk,0.00017804375433678896,1.2313298636799924e-05,1.6890666199032012e-07,ok
79,cuda_fk_vs_curobo_kinematics_fk,0.00010481308768286974,2.2845425764212978e-05,3.291621580858717e-07,ok
80,cuda_fk_vs_curobo_kinematics_fk,3.4249231857246615e-05,1.0386604689550578e-05,1.3060901393746605e-07,ok
81,cuda_fk_vs_curobo_kinematics_fk,9.10326702192585e-05,8.18910913293408e-06,1.278406199234361e-07,ok
82,cuda_fk_vs_curobo_kinematics_fk,9.140988888890888e-05,2.0347774359157065e-05,3.0701480610573206e-07,ok
83,cuda_fk_vs_curobo_kinematics_fk,0.00015186066347272522,2.3099271619960363e-05,3.459407846850837e-07,ok
84,cuda_fk_vs_curobo_kinematics_fk,5.79802663113237e-05,7.443026089337887e-06,9.10494043493415e-08,ok
85,cuda_fk_vs_curobo_kinematics_fk,2.5677610594878785e-05,1.0386604689550578e-05,1.5944745807017213e-07,ok
86,cuda_fk_vs_curobo_kinematics_fk,0.0003001082791305694,2.3629641349369947e-05,3.825055905348762e-07,ok
87,cuda_fk_vs_curobo_kinematics_fk,0.00022259302898845672,1.574280817616329e-05,2.6633864164127274e-07,ok
88,cuda_fk_vs_curobo_kinematics_fk,0.00011449830347705631,1.5972642350651045e-05,1.977932676533456e-07,ok
89,cuda_fk_vs_curobo_kinematics_fk,3.82917352713543e-05,1.4080795695456234e-05,2.4535574866257903e-07,ok
90,cuda_fk_vs_curobo_kinematics_fk,0.0003231491945398569,1.628896300592164e-05,3.050327203324432e-07,ok
91,cuda_fk_vs_curobo_kinematics_fk,9.255286774800384e-05,1.277811388052082e-05,1.476516990894794e-07,ok
92,cuda_fk_vs_curobo_kinematics_fk,2.20746697423599e-05,1.8151476701449225e-05,2.955630172274404e-07,ok
93,cuda_fk_vs_curobo_kinematics_fk,4.470722505519162e-05,9.956626120759439e-06,1.5427781682730846e-07,ok
94,cuda_fk_vs_curobo_kinematics_fk,9.83557780194639e-05,1.413246851386007e-05,1.7590926817967478e-07,ok
95,cuda_fk_vs_curobo_kinematics_fk,2.3037607399320083e-05,1.6018213462801612e-05,2.738170714888799e-07,ok
96,cuda_fk_vs_curobo_kinematics_fk,4.372441304628522e-05,1.1830234667768806e-05,1.880015218502784e-07,ok
97,cuda_fk_vs_curobo_kinematics_fk,0.00023243349482545396,2.9427337181133195e-05,4.1840141098981043e-07,ok
98,cuda_fk_vs_curobo_kinematics_fk,0.0003361936491577532,1.6555285230907042e-05,2.4888708094472634e-07,ok
99,cuda_fk_vs_curobo_kinematics_fk,7.942475728199216e-05,8.365239156607499e-06,1.1342129602187612e-07,ok
0,python_urdf_parser_vs_yourdfpy_urdf_fk,1.1188630228279524e-13,0.0,2.220446049250313e-16,ok
1,python_urdf_parser_vs_yourdfpy_urdf_fk,6.798699777552591e-14,0.0,3.3306690738754696e-16,ok
2,python_urdf_parser_vs_yourdfpy_urdf_fk,2.2761264355043343e-13,1.7075472925031877e-06,2.220446049250313e-16,ok
3,python_urdf_parser_vs_yourdfpy_urdf_fk,7.076311083754594e-14,1.2074182697257333e-06,2.220446049250313e-16,ok
4,python_urdf_parser_vs_yourdfpy_urdf_fk,6.206335383118183e-14,0.0,1.3877787807814457e-16,ok
5,python_urdf_parser_vs_yourdfpy_urdf_fk,1.1857187100668867e-13,0.0,1.1102230246251565e-16,ok
6,python_urdf_parser_vs_yourdfpy_urdf_fk,6.798699777552591e-14,0.0,2.220446049250313e-16,ok
7,python_urdf_parser_vs_yourdfpy_urdf_fk,2.498001805406602e-13,0.0,2.7755575615628914e-16,ok
8,python_urdf_parser_vs_yourdfpy_urdf_fk,2.0874425738630802e-13,0.0,2.220446049250313e-16,ok
9,python_urdf_parser_vs_yourdfpy_urdf_fk,2.482534153247273e-13,0.0,2.220446049250313e-16,ok
10,python_urdf_parser_vs_yourdfpy_urdf_fk,5.551115123125783e-14,0.0,2.220446049250313e-16,ok
11,python_urdf_parser_vs_yourdfpy_urdf_fk,2.305551267378102e-13,1.2074182697257333e-06,3.3306690738754696e-16,ok
12,python_urdf_parser_vs_yourdfpy_urdf_fk,1.1102230246251565e-13,0.0,1.6653345369377348e-16,ok
13,python_urdf_parser_vs_yourdfpy_urdf_fk,2.0014830212433604e-13,1.7075472925031877e-06,1.6653345369377348e-16,ok
14,python_urdf_parser_vs_yourdfpy_urdf_fk,8.886119947416683e-14,0.0,2.220446049250313e-16,ok
15,python_urdf_parser_vs_yourdfpy_urdf_fk,1.688305753616065e-13,0.0,1.6653345369377348e-16,ok
16,python_urdf_parser_vs_yourdfpy_urdf_fk,1.4152622167509189e-13,0.0,1.1102230246251565e-16,ok
17,python_urdf_parser_vs_yourdfpy_urdf_fk,2.482534153247273e-13,1.2074182697257333e-06,2.220446049250313e-16,ok
18,python_urdf_parser_vs_yourdfpy_urdf_fk,6.938893903907228e-14,0.0,2.220446049250313e-16,ok
19,python_urdf_parser_vs_yourdfpy_urdf_fk,1.1295700899707568e-13,0.0,1.1102230246251565e-16,ok
20,python_urdf_parser_vs_yourdfpy_urdf_fk,3.469446951953614e-14,1.2074182697257333e-06,2.220446049250313e-16,ok
21,python_urdf_parser_vs_yourdfpy_urdf_fk,1.2412670766236365e-13,0.0,2.220446049250313e-16,ok
22,python_urdf_parser_vs_yourdfpy_urdf_fk,1.1102230246251565e-13,1.2074182697257333e-06,3.3306690738754696e-16,ok
23,python_urdf_parser_vs_yourdfpy_urdf_fk,8.886119947416683e-14,0.0,3.3306690738754696e-16,ok
24,python_urdf_parser_vs_yourdfpy_urdf_fk,6.359601310784502e-14,0.0,2.220446049250313e-16,ok
25,python_urdf_parser_vs_yourdfpy_urdf_fk,5.551115123125783e-14,2.091309789151873e-06,1.1102230246251565e-16,ok
26,python_urdf_parser_vs_yourdfpy_urdf_fk,5.721958498152797e-14,1.2074182697257333e-06,2.220446049250313e-16,ok
27,python_urdf_parser_vs_yourdfpy_urdf_fk,1.1443916996305594e-13,0.0,1.1102230246251565e-16,ok
28,python_urdf_parser_vs_yourdfpy_urdf_fk,2.42861286636753e-14,0.0,1.1102230246251565e-16,ok
29,python_urdf_parser_vs_yourdfpy_urdf_fk,3.521787733787174e-13,0.0,3.3306690738754696e-16,ok
30,python_urdf_parser_vs_yourdfpy_urdf_fk,1.3877787807814457e-14,1.2074182697257333e-06,2.220446049250313e-16,ok
31,python_urdf_parser_vs_yourdfpy_urdf_fk,2.7755575615628914e-13,0.0,2.220446049250313e-16,ok
32,python_urdf_parser_vs_yourdfpy_urdf_fk,1.1102230246251565e-13,1.2074182697257333e-06,1.1102230246251565e-16,ok
33,python_urdf_parser_vs_yourdfpy_urdf_fk,5.19259272631903e-14,1.7075472925031877e-06,2.220446049250313e-16,ok
34,python_urdf_parser_vs_yourdfpy_urdf_fk,1.2719202621569003e-13,2.4148365394514667e-06,1.1102230246251565e-16,ok
35,python_urdf_parser_vs_yourdfpy_urdf_fk,8.441528768080325e-14,1.2074182697257333e-06,1.6653345369377348e-16,ok
36,python_urdf_parser_vs_yourdfpy_urdf_fk,4.8074067159589095e-14,0.0,1.1102230246251565e-16,ok
37,python_urdf_parser_vs_yourdfpy_urdf_fk,1.2412670766236365e-13,1.2074182697257333e-06,1.1102230246251565e-16,ok
38,python_urdf_parser_vs_yourdfpy_urdf_fk,5.551115123125783e-14,1.2074182697257333e-06,2.220446049250313e-16,ok
39,python_urdf_parser_vs_yourdfpy_urdf_fk,2.031330821370476e-13,0.0,2.220446049250313e-16,ok
40,python_urdf_parser_vs_yourdfpy_urdf_fk,1.1443916996305594e-13,0.0,1.6653345369377348e-16,ok
41,python_urdf_parser_vs_yourdfpy_urdf_fk,2.435541875787129e-13,1.7075472925031877e-06,2.220446049250313e-16,ok
42,python_urdf_parser_vs_yourdfpy_urdf_fk,8.617927446923232e-14,1.2074182697257333e-06,1.1102230246251565e-16,ok
43,python_urdf_parser_vs_yourdfpy_urdf_fk,6.938893903907228e-15,1.2074182697257333e-06,2.220446049250313e-16,ok
44,python_urdf_parser_vs_yourdfpy_urdf_fk,3.469446951953614e-14,0.0,2.220446049250313e-16,ok
45,python_urdf_parser_vs_yourdfpy_urdf_fk,1.2412670766236365e-13,0.0,2.220446049250313e-16,ok
46,python_urdf_parser_vs_yourdfpy_urdf_fk,4.4755865680201623e-13,0.0,4.440892098500626e-16,ok
47,python_urdf_parser_vs_yourdfpy_urdf_fk,1.1295700899707568e-13,0.0,1.1102230246251565e-16,ok
48,python_urdf_parser_vs_yourdfpy_urdf_fk,2.2377260456559047e-13,1.2074182697257333e-06,2.220446049250313e-16,ok
49,python_urdf_parser_vs_yourdfpy_urdf_fk,1.0315407380583415e-13,0.0,2.7755575615628914e-16,ok
50,python_urdf_parser_vs_yourdfpy_urdf_fk,2.3551386880256624e-13,1.2074182697257333e-06,2.220446049250313e-16,ok
51,python_urdf_parser_vs_yourdfpy_urdf_fk,1.1443916996305594e-13,1.7075472925031877e-06,1.1102230246251565e-16,ok
52,python_urdf_parser_vs_yourdfpy_urdf_fk,1.570092458683775e-13,1.7075472925031877e-06,3.3306690738754696e-16,ok
53,python_urdf_parser_vs_yourdfpy_urdf_fk,1.0477500027681816e-13,0.0,2.220446049250313e-16,ok
54,python_urdf_parser_vs_yourdfpy_urdf_fk,6.206335383118183e-14,0.0,1.1102230246251565e-16,ok
55,python_urdf_parser_vs_yourdfpy_urdf_fk,2.482534153247273e-13,0.0,2.220446049250313e-16,ok
56,python_urdf_parser_vs_yourdfpy_urdf_fk,2.2247786310271854e-13,0.0,2.220446049250313e-16,ok
57,python_urdf_parser_vs_yourdfpy_urdf_fk,1.9506192212679625e-13,0.0,3.3306690738754696e-16,ok
58,python_urdf_parser_vs_yourdfpy_urdf_fk,2.2377260456559047e-13,1.7075472925031877e-06,2.7755575615628914e-16,ok
59,python_urdf_parser_vs_yourdfpy_urdf_fk,1.2719202621569003e-13,0.0,1.6653345369377348e-16,ok
60,python_urdf_parser_vs_yourdfpy_urdf_fk,3.925231146709438e-14,1.2074182697257333e-06,1.1102230246251565e-16,ok
61,python_urdf_parser_vs_yourdfpy_urdf_fk,1.0007415106216802e-13,1.2074182697257333e-06,2.220446049250313e-16,ok
62,python_urdf_parser_vs_yourdfpy_urdf_fk,1.038518545263806e-13,2.091309789151873e-06,1.1102230246251565e-16,ok
63,python_urdf_parser_vs_yourdfpy_urdf_fk,1.2412670766236365e-13,1.2074182697257333e-06,1.1102230246251565e-16,ok
64,python_urdf_parser_vs_yourdfpy_urdf_fk,1.6653345369377348e-13,0.0,2.220446049250313e-16,ok
65,python_urdf_parser_vs_yourdfpy_urdf_fk,0.0,1.2074182697257333e-06,1.6653345369377348e-16,ok
66,python_urdf_parser_vs_yourdfpy_urdf_fk,6.938893903907228e-15,0.0,1.1102230246251565e-16,ok
67,python_urdf_parser_vs_yourdfpy_urdf_fk,0.0,0.0,1.1102230246251565e-16,ok
68,python_urdf_parser_vs_yourdfpy_urdf_fk,1.1443916996305594e-13,0.0,1.6653345369377348e-16,ok
69,python_urdf_parser_vs_yourdfpy_urdf_fk,2.5018537765542005e-14,1.7075472925031877e-06,1.6653345369377348e-16,ok
70,python_urdf_parser_vs_yourdfpy_urdf_fk,1.1364755910069911e-13,1.7075472925031877e-06,1.1102230246251565e-16,ok
71,python_urdf_parser_vs_yourdfpy_urdf_fk,1.570092458683775e-13,0.0,1.942890293094024e-16,ok
72,python_urdf_parser_vs_yourdfpy_urdf_fk,1.225775788297295e-13,0.0,1.1102230246251565e-16,ok
73,python_urdf_parser_vs_yourdfpy_urdf_fk,1.1443916996305594e-13,0.0,1.1102230246251565e-16,ok
74,python_urdf_parser_vs_yourdfpy_urdf_fk,4.4609047457193155e-13,0.0,4.440892098500626e-16,ok
75,python_urdf_parser_vs_yourdfpy_urdf_fk,4.4500982745509966e-13,0.0,4.440892098500626e-16,ok
76,python_urdf_parser_vs_yourdfpy_urdf_fk,1.3877787807814457e-14,0.0,2.220446049250313e-16,ok
77,python_urdf_parser_vs_yourdfpy_urdf_fk,1.6653345369377348e-13,0.0,1.6653345369377348e-16,ok
78,python_urdf_parser_vs_yourdfpy_urdf_fk,2.7194799110210365e-13,0.0,2.220446049250313e-16,ok
79,python_urdf_parser_vs_yourdfpy_urdf_fk,1.3597399555105182e-13,0.0,2.220446049250313e-16,ok
80,python_urdf_parser_vs_yourdfpy_urdf_fk,1.1443916996305594e-13,0.0,2.220446049250313e-16,ok
81,python_urdf_parser_vs_yourdfpy_urdf_fk,5.721958498152797e-14,1.2074182697257333e-06,1.249000902703301e-16,ok
82,python_urdf_parser_vs_yourdfpy_urdf_fk,1.9229626863835638e-13,0.0,1.1102230246251565e-16,ok
83,python_urdf_parser_vs_yourdfpy_urdf_fk,1.1443916996305594e-13,1.2074182697257333e-06,2.220446049250313e-16,ok
84,python_urdf_parser_vs_yourdfpy_urdf_fk,8.968704913952078e-14,0.0,3.3306690738754696e-16,ok
85,python_urdf_parser_vs_yourdfpy_urdf_fk,9.664760850780579e-14,0.0,1.1102230246251565e-16,ok
86,python_urdf_parser_vs_yourdfpy_urdf_fk,1.2412670766236365e-13,0.0,2.220446049250313e-16,ok
87,python_urdf_parser_vs_yourdfpy_urdf_fk,2.435541875787129e-13,0.0,2.220446049250313e-16,ok
88,python_urdf_parser_vs_yourdfpy_urdf_fk,1.2412670766236365e-13,1.2074182697257333e-06,1.1102230246251565e-16,ok
89,python_urdf_parser_vs_yourdfpy_urdf_fk,1.1102230246251565e-13,1.7075472925031877e-06,1.1102230246251565e-16,ok
90,python_urdf_parser_vs_yourdfpy_urdf_fk,2.2377260456559047e-13,0.0,2.220446049250313e-16,ok
91,python_urdf_parser_vs_yourdfpy_urdf_fk,1.1102230246251565e-13,0.0,2.220446049250313e-16,ok
92,python_urdf_parser_vs_yourdfpy_urdf_fk,4.602741507868935e-14,1.7075472925031877e-06,2.220446049250313e-16,ok
93,python_urdf_parser_vs_yourdfpy_urdf_fk,4.443059973708341e-14,0.0,1.1102230246251565e-16,ok
94,python_urdf_parser_vs_yourdfpy_urdf_fk,2.2982303784612183e-13,0.0,2.220446049250313e-16,ok
95,python_urdf_parser_vs_yourdfpy_urdf_fk,1.0710424936134174e-13,0.0,2.220446049250313e-16,ok
96,python_urdf_parser_vs_yourdfpy_urdf_fk,8.886119947416683e-14,0.0,3.3306690738754696e-16,ok
97,python_urdf_parser_vs_yourdfpy_urdf_fk,3.925231146709438e-14,1.2074182697257333e-06,2.220446049250313e-16,ok
98,python_urdf_parser_vs_yourdfpy_urdf_fk,1.7772239894833365e-13,0.0,1.942890293094024e-16,ok
99,python_urdf_parser_vs_yourdfpy_urdf_fk,2.288783399261119e-13,0.0,2.220446049250313e-16,ok
0,curobo_kinematics_fk_vs_python_urdf_parser,7.614479489933073e-05,1.045654894575938e-05,1.646582283854059e-07,ok
1,curobo_kinematics_fk_vs_python_urdf_parser,5.1067883965283605e-05,6.9360898910140305e-06,1.0434385050439587e-07,ok
2,curobo_kinematics_fk_vs_python_urdf_parser,0.0002496936973836908,1.1197136397927998e-05,2.2584345628351432e-07,ok
3,curobo_kinematics_fk_vs_python_urdf_parser,5.4274725844325815e-05,1.1197136397927998e-05,1.8096560161495745e-07,ok
4,curobo_kinematics_fk_vs_python_urdf_parser,0.0001286514436139815,1.578904266095767e-05,2.3936891471731947e-07,ok
5,curobo_kinematics_fk_vs_python_urdf_parser,5.168176277618125e-05,1.0799477313527678e-05,1.827044904811892e-07,ok
6,curobo_kinematics_fk_vs_python_urdf_parser,5.5240365198693924e-05,5.533085616490782e-06,9.389807203996625e-08,ok
7,curobo_kinematics_fk_vs_python_urdf_parser,5.857065242141358e-05,4.829673078902934e-06,6.666373258967795e-08,ok
8,curobo_kinematics_fk_vs_python_urdf_parser,4.3130556841956275e-05,2.0383566426149207e-05,3.467317734769104e-07,ok
9,curobo_kinematics_fk_vs_python_urdf_parser,0.00027656712152359964,1.2313298636799924e-05,2.097837051018292e-07,ok
10,curobo_kinematics_fk_vs_python_urdf_parser,7.046462872972056e-05,9.115808030550376e-06,1.4993357871917468e-07,ok
11,curobo_kinematics_fk_vs_python_urdf_parser,0.00011991888638602477,1.3924626773561162e-05,1.908995729271723e-07,ok
12,curobo_kinematics_fk_vs_python_urdf_parser,9.781837865832223e-05,1.8311404696405027e-05,3.103146399563439e-07,ok
13,curobo_kinematics_fk_vs_python_urdf_parser,0.0001974469170191935,2.6036596903232025e-05,3.5408847037787794e-07,ok
14,curobo_kinematics_fk_vs_python_urdf_parser,7.389262898895794e-05,1.349934664190961e-05,1.8553520242381438e-07,ok
15,curobo_kinematics_fk_vs_python_urdf_parser,7.337721317502947e-05,4.517745487845102e-06,6.340443924057748e-08,ok
16,curobo_kinematics_fk_vs_python_urdf_parser,2.1700284312620524e-05,1.912910291662789e-05,2.8130846579932367e-07,ok
17,curobo_kinematics_fk_vs_python_urdf_parser,0.00010418695322607335,1.3713635377634418e-05,2.2084829504054326e-07,ok
18,curobo_kinematics_fk_vs_python_urdf_parser,0.0001680066456754215,1.3115919625095442e-05,2.2405309911890936e-07,ok
19,curobo_kinematics_fk_vs_python_urdf_parser,3.1914057574398435e-05,6.722620413208828e-06,9.97615599296342e-08,ok
20,curobo_kinematics_fk_vs_python_urdf_parser,8.308049829761817e-05,7.344438609485204e-06,1.1265107566216237e-07,ok
21,curobo_kinematics_fk_vs_python_urdf_parser,0.00010904981681759501,7.824964720612765e-06,1.073968370901568e-07,ok
22,curobo_kinematics_fk_vs_python_urdf_parser,0.00010219885089026165,2.091309789151873e-06,9.361555730613702e-08,ok
23,curobo_kinematics_fk_vs_python_urdf_parser,0.00010630614896600881,1.741363392971263e-05,2.6998240082454217e-07,ok
24,curobo_kinematics_fk_vs_python_urdf_parser,4.595575741186368e-05,1.3336370687868336e-05,1.6127183677383528e-07,ok
25,curobo_kinematics_fk_vs_python_urdf_parser,3.454561180081216e-05,1.624415146845831e-05,2.08853538685716e-07,ok
26,curobo_kinematics_fk_vs_python_urdf_parser,0.00012191925343207311,4.182619578303747e-06,9.900082369521113e-08,ok
27,curobo_kinematics_fk_vs_python_urdf_parser,3.83994653832437e-05,1.4388049231413678e-05,1.9075282509106728e-07,ok
28,curobo_kinematics_fk_vs_python_urdf_parser,0.00010813923734541836,1.2547858734911261e-05,1.695260476580751e-07,ok
29,curobo_kinematics_fk_vs_python_urdf_parser,7.240156906655819e-05,1.024528375501914e-05,1.525854185224773e-07,ok
30,curobo_kinematics_fk_vs_python_urdf_parser,9.839338083347967e-05,1.1643920115677384e-05,1.7154934897622987e-07,ok
31,curobo_kinematics_fk_vs_python_urdf_parser,9.8214049685297e-05,7.143182815269534e-06,1.242672289514246e-07,ok
32,curobo_kinematics_fk_vs_python_urdf_parser,7.142936671611449e-05,1.010198601586461e-05,1.3135652612850102e-07,ok
33,curobo_kinematics_fk_vs_python_urdf_parser,5.549461811940588e-05,1.6773990684003203e-05,2.666831721009899e-07,ok
34,curobo_kinematics_fk_vs_python_urdf_parser,4.773276302347883e-05,1.7118108379478333e-05,2.3036228752326693e-07,ok
35,curobo_kinematics_fk_vs_python_urdf_parser,6.682775132464405e-05,1.9655345397318433e-05,2.6686480769644305e-07,ok
36,curobo_kinematics_fk_vs_python_urdf_parser,0.00011600433527867353,1.113184641628407e-05,1.665766067582286e-07,ok
37,curobo_kinematics_fk_vs_python_urdf_parser,9.792936439169433e-05,1.413246851386007e-05,2.05752251569713e-07,ok
38,curobo_kinematics_fk_vs_python_urdf_parser,0.00013257767658115345,7.443026089337887e-06,1.0349912415996698e-07,ok
39,curobo_kinematics_fk_vs_python_urdf_parser,0.00013638985251898151,1.0663629423853027e-05,1.79655445298188e-07,ok
40,curobo_kinematics_fk_vs_python_urdf_parser,9.864413518060246e-05,6.156649318399953e-06,9.73534248771557e-08,ok
41,curobo_kinematics_fk_vs_python_urdf_parser,0.00010669696636201683,1.1830234667768806e-05,1.700838195839438e-07,ok
42,curobo_kinematics_fk_vs_python_urdf_parser,7.585371961172738e-05,6.156649318399953e-06,7.504099441835166e-08,ok
43,curobo_kinematics_fk_vs_python_urdf_parser,0.00016893842775645752,1.1891690845819462e-05,1.4818074922651192e-07,ok
44,curobo_kinematics_fk_vs_python_urdf_parser,8.636630084920652e-05,5.915117333884395e-06,7.838655924352622e-08,ok
45,curobo_kinematics_fk_vs_python_urdf_parser,1.0613270464234022e-05,4.829673078902934e-06,6.217785192275116e-08,ok
46,curobo_kinematics_fk_vs_python_urdf_parser,0.00010417303377930237,1.4539241291064202e-05,1.9106208382080325e-07,ok
47,curobo_kinematics_fk_vs_python_urdf_parser,0.00010899335243348018,1.6903855776160328e-05,2.2060269744272887e-07,ok
48,curobo_kinematics_fk_vs_python_urdf_parser,0.0003116405331044415,2.125879235048231e-05,3.187367847989897e-07,ok
49,curobo_kinematics_fk_vs_python_urdf_parser,9.163967302955408e-05,6.6133022267264155e-06,1.0352142759684213e-07,ok
50,curobo_kinematics_fk_vs_python_urdf_parser,0.0001103330832875187,1.6108968939569467e-05,2.0253025351246734e-07,ok
51,curobo_kinematics_fk_vs_python_urdf_parser,0.00011452514022286872,3.1945284701301985e-06,7.668431822871469e-08,ok
52,curobo_kinematics_fk_vs_python_urdf_parser,0.00015763523350643683,9.809112393710968e-06,1.1829799007045949e-07,ok
53,curobo_kinematics_fk_vs_python_urdf_parser,8.267559518299209e-05,1.3336370687868336e-05,1.8808757895616424e-07,ok
54,curobo_kinematics_fk_vs_python_urdf_parser,7.617096785016377e-05,1.3872179782028085e-05,2.14638348650098e-07,ok
55,curobo_kinematics_fk_vs_python_urdf_parser,0.00014813831274358772,1.059505231752994e-05,1.409789659456706e-07,ok
56,curobo_kinematics_fk_vs_python_urdf_parser,0.00016395317162692144,1.0316186218701491e-05,1.6154400131473956e-07,ok
57,curobo_kinematics_fk_vs_python_urdf_parser,6.407532155952282e-05,6.830189170012755e-06,1.1104578834242318e-07,ok
58,curobo_kinematics_fk_vs_python_urdf_parser,9.024079876860824e-05,1.628896300592164e-05,2.3094307932680636e-07,ok
59,curobo_kinematics_fk_vs_python_urdf_parser,0.0001874249829702592,2.1800504449438904e-05,3.0695686598081195e-07,ok
60,curobo_kinematics_fk_vs_python_urdf_parser,8.244446322845685e-05,1.9394009140490124e-05,2.3623737444022908e-07,ok
