N,h2d_ms,kernel_ms,d2h_ms,launch_ms,total_ms,h2d_percent,kernel_percent,d2h_percent,launch_percent,h2d_ms_std,kernel_ms_std,d2h_ms_std,launch_ms_std
100,0.011029333333333334,6.658216539666666,0.0042613333403333335,0.0030026333333333334,6.676509839673667,0.16519609194303866,99.72600504685403,0.06382576290101923,0.04497309830191302,0.00021086566601107658,0.4751485654532249,0.002312075964505975,0.0005555718665383345
500,0.039901867136666665,28.836841713333335,0.010482133347666667,0.007827566666666667,28.895053280484333,0.1380923812437346,99.79854140919575,0.03627656694700155,0.02708964261351057,0.00398972867371065,0.4269220619114055,0.002355566377192784,0.004363655903661006
1000,0.11221226622666666,54.86802876666666,0.026061866343333333,0.012204633333333333,55.01850753256999,0.2039536716989987,99.72649427864933,0.047369271745339815,0.022182777906340705,0.01767019071387775,1.6369732469320382,0.004952690868182286,0.007022166529323807
