experiment,method,robot,N,K,seed_type,max_iter,wlimit,barrier_enabled,target_type,repeat,gpu_time_ms_mean,gpu_time_ms_std,throughput_targets_per_s_mean,throughput_targets_per_s_std,strict_sr,medium_sr,loose_sr,pos_p95_all_mm,pos_p95_success_mm,rot_p95_all_deg,rot_p95_success_deg,mean_iter,p95_iter,near_limit_ratio,joint_violation_count,nan_count,inf_count,fail_count,notes
lm_iter_scan,OPT4C-K16,UR10,1000,16,sobol,20,0.03,true,random_reachable,30,39.3938601,1.49952899,25384.6665,0.0,0.912,0.922,0.954,25.6648402,2.9355499,1.30289711,0.516869232,15.0,20.0,0.013,,0,0,88,max_iter scan
lm_iter_scan,OPT4C-K16,UR10,1000,16,sobol,40,0.03,true,random_reachable,30,70.3375403,13.8292356,14217.1591,0.0,0.947,0.951,0.96,5.96887377,2.51426017,0.60813745,0.493045404,18.0,40.0,0.007,,0,0,53,max_iter scan
lm_iter_scan,OPT4C-K16,UR10,1000,16,sobol,60,0.03,true,random_reachable,30,109.154343,16.1716647,9161.33953,0.0,0.954,0.954,0.965,4.56313281,2.54634627,0.529917399,0.448161392,19.0,60.0,0.007,,0,0,46,max_iter scan
lm_iter_scan,OPT4C-K16,UR10,1000,16,sobol,80,0.03,true,random_reachable,30,146.50574,18.8470168,6825.67111,0.0,0.957,0.959,0.965,4.50895888,2.50770496,0.529917399,0.426225613,19.5,78.0,0.009,,0,0,43,max_iter scan
lm_iter_scan,OPT4C-K16,UR10,1000,16,sobol,100,0.03,true,random_reachable,30,182.361235,19.9612095,5483.62156,0.0,0.959,0.959,0.967,4.50821045,2.51844913,0.505063193,0.420820281,20.0,91.1,0.01,,0,0,41,max_iter scan
