trajectory_type,trajectory_id,step,method,delta_q_norm,is_jump
random_local_50,10,36,no-rerank,5.224189195099436,1
random_local_50,10,37,no-rerank,4.988481553486181,1
random_local_50,10,38,no-rerank,5.0438395311546556,1
random_local_50,10,39,no-rerank,5.251155468216442,1
random_local_50,10,40,no-rerank,5.2167329918804395,1
random_local_50,10,41,no-rerank,5.093676824217515,1
random_local_50,10,42,no-rerank,5.072873458659274,1
random_local_50,10,43,no-rerank,0.149267584134222,0
random_local_50,10,44,no-rerank,5.028977414934988,1
random_local_50,10,45,no-rerank,4.725155873077515,1
random_local_50,10,46,no-rerank,1.5582586524101902,1
random_local_50,10,47,no-rerank,5.1659169184698355,1
random_local_50,10,48,no-rerank,0.6651179244118134,1
random_local_50,10,49,no-rerank,5.28427091876042,1
random_local_50,11,1,no-rerank,0.07400621482791109,0
random_local_50,11,2,no-rerank,0.2508205899325218,0
random_local_50,11,3,no-rerank,0.3537370661403019,0
random_local_50,11,4,no-rerank,4.991854764114956,1
random_local_50,11,5,no-rerank,5.164970677323791,1
random_local_50,11,6,no-rerank,4.968558665846427,1
random_local_50,11,7,no-rerank,5.008583687700378,1
random_local_50,11,8,no-rerank,5.5238395222954715,1
random_local_50,11,9,no-rerank,0.14528672591761715,0
random_local_50,11,10,no-rerank,0.12044312123664147,0
random_local_50,11,11,no-rerank,5.519948460898522,1
random_local_50,11,12,no-rerank,5.029938607363345,1
random_local_50,11,13,no-rerank,2.738613476240077,1
random_local_50,11,14,no-rerank,5.271274793843956,1
random_local_50,11,15,no-rerank,5.25115294376684,1
random_local_50,11,16,no-rerank,0.5087511592801964,1
random_local_50,11,17,no-rerank,0.45234321482485634,0
random_local_50,11,18,no-rerank,2.508478054494774,1
random_local_50,11,19,no-rerank,0.11127324477212469,0
random_local_50,11,20,no-rerank,4.985927330548649,1
random_local_50,11,21,no-rerank,2.819627805188692,1
random_local_50,11,22,no-rerank,5.345827623394262,1
random_local_50,11,23,no-rerank,5.25963746945364,1
random_local_50,11,24,no-rerank,5.10512705693036,1
random_local_50,11,25,no-rerank,0.1430166415994975,0
random_local_50,11,26,no-rerank,0.1026162658731471,0
random_local_50,11,27,no-rerank,5.261212066477639,1
random_local_50,11,28,no-rerank,5.284168075965343,1
random_local_50,11,29,no-rerank,0.15890361577667061,0
random_local_50,11,30,no-rerank,5.2577659198998665,1
random_local_50,11,31,no-rerank,0.33637841923848116,0
random_local_50,11,32,no-rerank,5.191081314329448,1
random_local_50,11,33,no-rerank,2.5508265137858075,1
random_local_50,11,34,no-rerank,5.326216773174914,1
random_local_50,11,35,no-rerank,0.1778949640889728,0
random_local_50,11,36,no-rerank,5.201827196987215,1
random_local_50,11,37,no-rerank,2.4044729411473766,1
random_local_50,11,38,no-rerank,5.204462238288777,1
random_local_50,11,39,no-rerank,5.274628385557972,1
random_local_50,11,40,no-rerank,5.125655961504168,1
random_local_50,11,41,no-rerank,2.2918510158666083,1
random_local_50,11,42,no-rerank,0.23562584147036647,0
random_local_50,11,43,no-rerank,4.902084333789261,1
random_local_50,11,44,no-rerank,2.5077336711531357,1
random_local_50,11,45,no-rerank,2.782512760017846,1
random_local_50,11,46,no-rerank,2.5903973244632317,1
random_local_50,11,47,no-rerank,0.7481627353282179,1
random_local_50,11,48,no-rerank,5.11918504346592,1
random_local_50,11,49,no-rerank,5.280991060706346,1
random_local_50,12,1,no-rerank,0.6187928625164464,1
random_local_50,12,2,no-rerank,0.13424082437979812,0
random_local_50,12,3,no-rerank,1.7198944112490078,1
random_local_50,12,4,no-rerank,4.826542515040935,1
random_local_50,12,5,no-rerank,4.890394711015245,1
random_local_50,12,6,no-rerank,4.791562620546933,1
random_local_50,12,7,no-rerank,4.5563674670330085,1
random_local_50,12,8,no-rerank,0.4292605851436301,0
random_local_50,12,9,no-rerank,4.57497202814822,1
random_local_50,12,10,no-rerank,4.733679240286888,1
random_local_50,12,11,no-rerank,4.708273026085878,1
random_local_50,12,12,no-rerank,4.8209913202504975,1
random_local_50,12,13,no-rerank,0.2581308078199971,0
random_local_50,12,14,no-rerank,0.05632029599057764,0
random_local_50,12,15,no-rerank,2.008154979058449,1
random_local_50,12,16,no-rerank,0.24239588918454782,0
random_local_50,12,17,no-rerank,1.9137070455602354,1
random_local_50,12,18,no-rerank,1.929406255042703,1
random_local_50,12,19,no-rerank,4.9973929110339945,1
random_local_50,12,20,no-rerank,4.9226774586697415,1
random_local_50,12,21,no-rerank,5.037667468075989,1
random_local_50,12,22,no-rerank,5.506308274705389,1
random_local_50,12,23,no-rerank,2.41071150018405,1
random_local_50,12,24,no-rerank,5.096774631236063,1
random_local_50,12,25,no-rerank,4.977752312523744,1
random_local_50,12,26,no-rerank,4.852282792669505,1
random_local_50,12,27,no-rerank,2.4833704095726152,1
random_local_50,12,28,no-rerank,4.950248189339885,1
random_local_50,12,29,no-rerank,2.0146283728291032,1
random_local_50,12,30,no-rerank,0.413908624137296,0
random_local_50,12,31,no-rerank,0.2700544712300424,0
random_local_50,12,32,no-rerank,0.13704315720637236,0
random_local_50,12,33,no-rerank,5.157834009940502,1
random_local_50,12,34,no-rerank,2.28178275448079,1
random_local_50,12,35,no-rerank,5.525219905178935,1
random_local_50,12,36,no-rerank,0.7513297746757345,1
random_local_50,12,37,no-rerank,0.6809786336618345,1
random_local_50,12,38,no-rerank,4.9717138160985765,1
random_local_50,12,39,no-rerank,4.938141089917027,1
random_local_50,12,40,no-rerank,5.100124089584922,1
random_local_50,12,41,no-rerank,0.8151828392809575,1
random_local_50,12,42,no-rerank,1.989755589135122,1
random_local_50,12,43,no-rerank,0.2221049968412827,0
random_local_50,12,44,no-rerank,5.342872793984903,1
random_local_50,12,45,no-rerank,1.5666603287397083,1
random_local_50,12,46,no-rerank,5.123639114639466,1
random_local_50,12,47,no-rerank,5.034024077257668,1
random_local_50,12,48,no-rerank,4.821882632151177,1
random_local_50,12,49,no-rerank,2.0229807912547364,1
random_local_50,13,1,no-rerank,4.941626174354085,1
random_local_50,13,2,no-rerank,4.804876468028469,1
random_local_50,13,3,no-rerank,3.1947398582448683,1
random_local_50,13,4,no-rerank,1.8018758697287842,1
random_local_50,13,5,no-rerank,2.9771642392584843,1
random_local_50,13,6,no-rerank,6.154866696240449,1
random_local_50,13,7,no-rerank,5.704505557929074,1
random_local_50,13,8,no-rerank,4.6894685180861435,1
random_local_50,13,9,no-rerank,5.440429011376048,1
random_local_50,13,10,no-rerank,5.64682753277705,1
random_local_50,13,11,no-rerank,6.121136364755298,1
random_local_50,13,12,no-rerank,3.8171682940752536,1
random_local_50,13,13,no-rerank,2.8490075397872063,1
random_local_50,13,14,no-rerank,5.710207112448549,1
random_local_50,13,15,no-rerank,4.595497213552011,1
random_local_50,13,16,no-rerank,1.5376463049475728,1
random_local_50,13,17,no-rerank,4.708948376142014,1
random_local_50,13,18,no-rerank,5.030607297005687,1
random_local_50,13,19,no-rerank,4.866016813053116,1
random_local_50,13,20,no-rerank,5.5028643328828375,1
random_local_50,13,21,no-rerank,4.176357201916153,1
random_local_50,13,22,no-rerank,1.9622590303685803,1
random_local_50,13,23,no-rerank,1.5626956769711418,1
random_local_50,13,24,no-rerank,1.8979707937916594,1
random_local_50,13,25,no-rerank,5.009850113196366,1
random_local_50,13,26,no-rerank,4.834951640196435,1
random_local_50,13,27,no-rerank,3.7243924201631815,1
random_local_50,13,28,no-rerank,1.5113563461073645,1
random_local_50,13,29,no-rerank,4.80354585910542,1
random_local_50,13,30,no-rerank,4.934079450385003,1
random_local_50,13,31,no-rerank,3.54129304245881,1
random_local_50,13,32,no-rerank,5.242797072213065,1
random_local_50,13,33,no-rerank,2.16532857244815,1
random_local_50,13,34,no-rerank,4.778427838937092,1
random_local_50,13,35,no-rerank,4.83736787971518,1
random_local_50,13,36,no-rerank,5.01831614691224,1
random_local_50,13,37,no-rerank,4.868315000147899,1
random_local_50,13,38,no-rerank,4.634408390424668,1
random_local_50,13,39,no-rerank,4.985599387484965,1
random_local_50,13,40,no-rerank,5.34152550935706,1
random_local_50,13,41,no-rerank,3.8620915032324037,1
random_local_50,13,42,no-rerank,5.193413475244265,1
random_local_50,13,43,no-rerank,3.056820175030325,1
random_local_50,13,44,no-rerank,5.010932639139707,1
random_local_50,13,45,no-rerank,5.292552763460923,1
random_local_50,13,46,no-rerank,4.768091223600509,1
random_local_50,13,47,no-rerank,5.465623086163625,1
random_local_50,13,48,no-rerank,3.7616840906518014,1
random_local_50,13,49,no-rerank,1.1336840476849366,1
random_local_50,14,1,no-rerank,3.0990729733102,1
random_local_50,14,2,no-rerank,3.59985340360208,1
random_local_50,14,3,no-rerank,3.4054967327978196,1
random_local_50,14,4,no-rerank,3.1184841608580336,1
random_local_50,14,5,no-rerank,4.564280645173992,1
random_local_50,14,6,no-rerank,4.005912049457862,1
random_local_50,14,7,no-rerank,4.595048452002379,1
random_local_50,14,8,no-rerank,2.2611049244814905,1
random_local_50,14,9,no-rerank,2.082479516061984,1
random_local_50,14,10,no-rerank,1.4708377202048735,1
random_local_50,14,11,no-rerank,3.105487301507422,1
random_local_50,14,12,no-rerank,5.077067425373772,1
random_local_50,14,13,no-rerank,0.8470514169485579,1
random_local_50,14,14,no-rerank,0.5382832946510896,1
random_local_50,14,15,no-rerank,1.6412934709187357,1
random_local_50,14,16,no-rerank,3.702977798819718,1
random_local_50,14,17,no-rerank,4.74792139559168,1
random_local_50,14,18,no-rerank,2.8404261413252967,1
random_local_50,14,19,no-rerank,4.420233375223776,1
random_local_50,14,20,no-rerank,1.5004136777193735,1
random_local_50,14,21,no-rerank,1.7130473289666823,1
random_local_50,14,22,no-rerank,0.292370355357719,0
random_local_50,14,23,no-rerank,3.143564187288173,1
random_local_50,14,24,no-rerank,1.5770598224104277,1
random_local_50,14,25,no-rerank,3.266151025933934,1
random_local_50,14,26,no-rerank,2.721598970109043,1
random_local_50,14,27,no-rerank,4.231940348836731,1
random_local_50,14,28,no-rerank,3.120958944468357,1
random_local_50,14,29,no-rerank,3.62812232136748,1
random_local_50,14,30,no-rerank,4.332626135292509,1
random_local_50,14,31,no-rerank,3.5889074846008686,1
random_local_50,14,32,no-rerank,0.24171494404128782,0
random_local_50,14,33,no-rerank,4.57624114305345,1
random_local_50,14,34,no-rerank,0.5688855018309117,1
random_local_50,14,35,no-rerank,4.680059220132512,1
random_local_50,14,36,no-rerank,4.456371225793823,1
random_local_50,14,37,no-rerank,0.8272531240457538,1
random_local_50,14,38,no-rerank,3.8216072837685244,1
random_local_50,14,39,no-rerank,0.7505800921349683,1
random_local_50,14,40,no-rerank,4.102327558112244,1
random_local_50,14,41,no-rerank,3.5788945297457917,1
random_local_50,14,42,no-rerank,3.7292417481407254,1
random_local_50,14,43,no-rerank,1.7429001390992178,1
random_local_50,14,44,no-rerank,3.2671530463163294,1
random_local_50,14,45,no-rerank,2.5424229107760676,1
random_local_50,14,46,no-rerank,1.0653740331978265,1
random_local_50,14,47,no-rerank,4.144953481990524,1
random_local_50,14,48,no-rerank,3.945510472778375,1
random_local_50,14,49,no-rerank,2.833956913872164,1
random_local_50,15,1,no-rerank,0.2587572885294626,0
random_local_50,15,2,no-rerank,0.4039721330020942,0
random_local_50,15,3,no-rerank,4.495827167036058,1
random_local_50,15,4,no-rerank,5.224537988773437,1
random_local_50,15,5,no-rerank,3.94289928801284,1
random_local_50,15,6,no-rerank,4.608377628136776,1
random_local_50,15,7,no-rerank,6.167220432103477,1
random_local_50,15,8,no-rerank,3.8363066638513192,1
random_local_50,15,9,no-rerank,4.93615776744952,1
random_local_50,15,10,no-rerank,5.423689218442837,1
random_local_50,15,11,no-rerank,3.498782808664864,1
random_local_50,15,12,no-rerank,4.798751602415549,1
random_local_50,15,13,no-rerank,5.621750166150908,1
random_local_50,15,14,no-rerank,3.8791852349893454,1
random_local_50,15,15,no-rerank,4.147232429149924,1
random_local_50,15,16,no-rerank,5.047031580146719,1
random_local_50,15,17,no-rerank,4.386761225730041,1
random_local_50,15,18,no-rerank,5.122152551694198,1
random_local_50,15,19,no-rerank,5.007394189354569,1
random_local_50,15,20,no-rerank,4.782530656253492,1
random_local_50,15,21,no-rerank,5.029065146605183,1
random_local_50,15,22,no-rerank,4.310133585622986,1
random_local_50,15,23,no-rerank,4.261277762635935,1
random_local_50,15,24,no-rerank,5.072361904385129,1
random_local_50,15,25,no-rerank,4.758932200255463,1
random_local_50,15,26,no-rerank,4.715941436537288,1
random_local_50,15,27,no-rerank,1.1452605878793782,1
random_local_50,15,28,no-rerank,6.0763474707937295,1
random_local_50,15,29,no-rerank,4.770037267880316,1
random_local_50,15,30,no-rerank,5.320037152388328,1
random_local_50,15,31,no-rerank,4.987764963284086,1
random_local_50,15,32,no-rerank,4.785069833836221,1
random_local_50,15,33,no-rerank,4.760029401528044,1
random_local_50,15,34,no-rerank,6.1169730404378715,1
random_local_50,15,35,no-rerank,5.442280171040825,1
random_local_50,15,36,no-rerank,4.7730180647734075,1
random_local_50,15,37,no-rerank,3.942683398766566,1
random_local_50,15,38,no-rerank,4.774709507197944,1
random_local_50,15,39,no-rerank,5.230659655169417,1
random_local_50,15,40,no-rerank,4.856758308104661,1
random_local_50,15,41,no-rerank,5.237280690494599,1
random_local_50,15,42,no-rerank,5.049530931128829,1
random_local_50,15,43,no-rerank,1.040000685720454,1
random_local_50,15,44,no-rerank,4.899151798496748,1
random_local_50,15,45,no-rerank,4.476168911996889,1
random_local_50,15,46,no-rerank,5.0249644719524165,1
random_local_50,15,47,no-rerank,3.949884172116301,1
random_local_50,15,48,no-rerank,4.237473127776172,1
random_local_50,15,49,no-rerank,3.8299494887728556,1
random_local_50,16,1,no-rerank,3.1387605408301655,1
random_local_50,16,2,no-rerank,2.4095860693287277,1
random_local_50,16,3,no-rerank,1.44692497699612,1
random_local_50,16,4,no-rerank,1.6597685645629128,1
random_local_50,16,5,no-rerank,3.643622521895566,1
random_local_50,16,6,no-rerank,2.6558728687842086,1
random_local_50,16,7,no-rerank,2.4956368311423254,1
random_local_50,16,8,no-rerank,4.1493119760407335,1
random_local_50,16,9,no-rerank,4.138147698918252,1
random_local_50,16,10,no-rerank,1.5878868197802782,1
random_local_50,16,11,no-rerank,3.613749050860047,1
random_local_50,16,12,no-rerank,4.177056200312609,1
random_local_50,16,13,no-rerank,3.8518444816987416,1
random_local_50,16,14,no-rerank,4.23495832600253,1
random_local_50,16,15,no-rerank,3.150624075227651,1
random_local_50,16,16,no-rerank,4.163035009211015,1
random_local_50,16,17,no-rerank,1.463375015325977,1
random_local_50,16,18,no-rerank,0.7588697006478631,1
random_local_50,16,19,no-rerank,2.1300323387570597,1
random_local_50,16,20,no-rerank,1.8754399649462492,1
random_local_50,16,21,no-rerank,3.70174851517028,1
random_local_50,16,22,no-rerank,3.794237700481436,1
random_local_50,16,23,no-rerank,5.188242602266136,1
random_local_50,16,24,no-rerank,4.143771502456001,1
random_local_50,16,25,no-rerank,4.174657850152015,1
random_local_50,16,26,no-rerank,1.3440271327835187,1
random_local_50,16,27,no-rerank,3.8385660727259707,1
random_local_50,16,28,no-rerank,1.0866654483185243,1
random_local_50,16,29,no-rerank,4.523758169817874,1
random_local_50,16,30,no-rerank,2.229531722586072,1
random_local_50,16,31,no-rerank,0.40839010074727644,0
random_local_50,16,32,no-rerank,1.8215803685101872,1
random_local_50,16,33,no-rerank,3.9544098395197813,1
random_local_50,16,34,no-rerank,1.072149140563187,1
random_local_50,16,35,no-rerank,4.065810505894182,1
random_local_50,16,36,no-rerank,3.2066332920443124,1
random_local_50,16,37,no-rerank,1.8609986909864107,1
random_local_50,16,38,no-rerank,3.066229276565874,1
random_local_50,16,39,no-rerank,3.383697882884847,1
random_local_50,16,40,no-rerank,2.5331175600222577,1
random_local_50,16,41,no-rerank,2.1162354145056943,1
random_local_50,16,42,no-rerank,4.061874950976072,1
random_local_50,16,43,no-rerank,4.085327531975276,1
random_local_50,16,44,no-rerank,1.7415984300831453,1
random_local_50,16,45,no-rerank,1.1675284321302017,1
random_local_50,16,46,no-rerank,4.00666981510738,1
random_local_50,16,47,no-rerank,3.651382469608816,1
random_local_50,16,48,no-rerank,4.14055884823341,1
random_local_50,16,49,no-rerank,3.442209053482277,1
random_local_50,17,1,no-rerank,3.506501666281614,1
random_local_50,17,2,no-rerank,5.164199736761121,1
random_local_50,17,3,no-rerank,5.384179076776934,1
random_local_50,17,4,no-rerank,4.8737477916962915,1
random_local_50,17,5,no-rerank,3.5518075771535624,1
random_local_50,17,6,no-rerank,4.132746594817522,1
random_local_50,17,7,no-rerank,5.1781938189716685,1
random_local_50,17,8,no-rerank,4.4416153642114615,1
random_local_50,17,9,no-rerank,5.558745093853388,1
random_local_50,17,10,no-rerank,4.5036352861140765,1
random_local_50,17,11,no-rerank,2.2920295408817455,1
random_local_50,17,12,no-rerank,1.2363202059600895,1
random_local_50,17,13,no-rerank,5.242515253393794,1
random_local_50,17,14,no-rerank,2.4474533306176314,1
random_local_50,17,15,no-rerank,3.377036683323882,1
random_local_50,17,16,no-rerank,4.0626978078883615,1
random_local_50,17,17,no-rerank,4.678340969413905,1
random_local_50,17,18,no-rerank,1.5369662511508455,1
random_local_50,17,19,no-rerank,4.7369638631631945,1
random_local_50,17,20,no-rerank,2.401780830361366,1
random_local_50,17,21,no-rerank,0.7263893551804124,1
random_local_50,17,22,no-rerank,4.884482951489357,1
random_local_50,17,23,no-rerank,4.509145338365553,1
random_local_50,17,24,no-rerank,5.064731686408744,1
random_local_50,17,25,no-rerank,2.1487102447956263,1
random_local_50,17,26,no-rerank,2.555976148816887,1
random_local_50,17,27,no-rerank,4.669215156522791,1
random_local_50,17,28,no-rerank,4.8281511519678375,1
random_local_50,17,29,no-rerank,4.659338354397924,1
random_local_50,17,30,no-rerank,5.189811301887881,1
random_local_50,17,31,no-rerank,4.946463410270423,1
random_local_50,17,32,no-rerank,4.869997772111081,1
random_local_50,17,33,no-rerank,0.6226697118433441,1
random_local_50,17,34,no-rerank,5.06811520061203,1
random_local_50,17,35,no-rerank,1.4126420547102403,1
random_local_50,17,36,no-rerank,5.269113905363271,1
random_local_50,17,37,no-rerank,1.458158277205183,1
random_local_50,17,38,no-rerank,1.1737905400916384,1
random_local_50,17,39,no-rerank,0.8457345112062682,1
random_local_50,17,40,no-rerank,5.083655895298621,1
random_local_50,17,41,no-rerank,5.224808020669534,1
random_local_50,17,42,no-rerank,5.316015081348917,1
random_local_50,17,43,no-rerank,5.325731425264528,1
random_local_50,17,44,no-rerank,4.503136733990511,1
random_local_50,17,45,no-rerank,1.8770662865077936,1
random_local_50,17,46,no-rerank,5.222204433853842,1
random_local_50,17,47,no-rerank,2.0615788167346145,1
random_local_50,17,48,no-rerank,0.34773812997254816,0
random_local_50,17,49,no-rerank,2.1627593775678844,1
random_local_50,18,1,no-rerank,3.896002448565093,1
random_local_50,18,2,no-rerank,3.920207012920658,1
random_local_50,18,3,no-rerank,0.8951208481308374,1
random_local_50,18,4,no-rerank,0.5612757453297373,1
random_local_50,18,5,no-rerank,1.21807975139971,1
random_local_50,18,6,no-rerank,3.7139939084529656,1
random_local_50,18,7,no-rerank,1.1771598950044897,1
random_local_50,18,8,no-rerank,0.6509075551881035,1
random_local_50,18,9,no-rerank,4.296460723238161,1
random_local_50,18,10,no-rerank,4.411858576432701,1
random_local_50,18,11,no-rerank,1.633726104771875,1
random_local_50,18,12,no-rerank,0.7040972794815938,1
random_local_50,18,13,no-rerank,0.5092183280057436,1
random_local_50,18,14,no-rerank,0.45930668885223586,0
random_local_50,18,15,no-rerank,2.778799072988383,1
random_local_50,18,16,no-rerank,3.3104334487924607,1
random_local_50,18,17,no-rerank,3.635522646943229,1
random_local_50,18,18,no-rerank,4.26445867855644,1
random_local_50,18,19,no-rerank,4.074136931336629,1
random_local_50,18,20,no-rerank,3.351818937881246,1
random_local_50,18,21,no-rerank,0.9087000941161908,1
random_local_50,18,22,no-rerank,3.472705631397,1
random_local_50,18,23,no-rerank,4.357820179593628,1
random_local_50,18,24,no-rerank,0.6102759634258753,1
random_local_50,18,25,no-rerank,2.156703663918926,1
random_local_50,18,26,no-rerank,3.3299070685138807,1
random_local_50,18,27,no-rerank,3.624223450012839,1
random_local_50,18,28,no-rerank,3.5642567958865863,1
random_local_50,18,29,no-rerank,3.099153399363927,1
random_local_50,18,30,no-rerank,3.0308213824946595,1
random_local_50,18,31,no-rerank,4.119838592134145,1
random_local_50,18,32,no-rerank,0.6685371163801712,1
random_local_50,18,33,no-rerank,3.5512819366867605,1
random_local_50,18,34,no-rerank,3.4286657992562137,1
random_local_50,18,35,no-rerank,4.059465219039859,1
random_local_50,18,36,no-rerank,4.135311440339848,1
random_local_50,18,37,no-rerank,3.5196163369678426,1
random_local_50,18,38,no-rerank,3.653397451708317,1
random_local_50,18,39,no-rerank,1.4595475964307258,1
random_local_50,18,40,no-rerank,0.7485759273116296,1
random_local_50,18,41,no-rerank,3.7881732230683216,1
random_local_50,18,42,no-rerank,1.1671047708061502,1
random_local_50,18,43,no-rerank,1.0436485442144539,1
random_local_50,18,44,no-rerank,3.689182699847377,1
random_local_50,18,45,no-rerank,4.398456510148441,1
random_local_50,18,46,no-rerank,4.538141400506805,1
random_local_50,18,47,no-rerank,2.3277501864994083,1
random_local_50,18,48,no-rerank,0.19519984714719812,0
random_local_50,18,49,no-rerank,2.8629252205772078,1
random_local_50,19,1,no-rerank,4.416000532416838,1
random_local_50,19,2,no-rerank,0.9526747280026636,1
random_local_50,19,3,no-rerank,1.2623262061508018,1
random_local_50,19,4,no-rerank,4.29333690561258,1
random_local_50,19,5,no-rerank,0.4672598791442134,0
random_local_50,19,6,no-rerank,0.7815931831119178,1
random_local_50,19,7,no-rerank,4.048808297466716,1
random_local_50,19,8,no-rerank,2.935295616606459,1
random_local_50,19,9,no-rerank,4.442576848905871,1
random_local_50,19,10,no-rerank,5.269067909020177,1
random_local_50,19,11,no-rerank,0.8162179069366117,1
random_local_50,19,12,no-rerank,0.24818165906588516,0
random_local_50,19,13,no-rerank,4.53302448133646,1
random_local_50,19,14,no-rerank,2.889619243845141,1
random_local_50,19,15,no-rerank,3.936396550616892,1
random_local_50,19,16,no-rerank,3.444723553981153,1
random_local_50,19,17,no-rerank,3.627071727851569,1
random_local_50,19,18,no-rerank,1.0224954930483747,1
random_local_50,19,19,no-rerank,1.7156267112051584,1
random_local_50,19,20,no-rerank,1.6687767337976287,1
random_local_50,19,21,no-rerank,1.4839570228746368,1
random_local_50,19,22,no-rerank,0.26509399459395383,0
random_local_50,19,23,no-rerank,0.9977892644957493,1
random_local_50,19,24,no-rerank,3.9268569288413144,1
random_local_50,19,25,no-rerank,5.276858128004746,1
random_local_50,19,26,no-rerank,4.537371188471476,1
random_local_50,19,27,no-rerank,4.074492055460493,1
random_local_50,19,28,no-rerank,3.747231328131221,1
random_local_50,19,29,no-rerank,2.2672393367093022,1
random_local_50,19,30,no-rerank,2.0516934152549746,1
random_local_50,19,31,no-rerank,3.1608286157925005,1
random_local_50,19,32,no-rerank,3.9336714541917015,1
random_local_50,19,33,no-rerank,0.7715312898804432,1
random_local_50,19,34,no-rerank,4.613572632384342,1
random_local_50,19,35,no-rerank,4.299709266165618,1
random_local_50,19,36,no-rerank,3.3205020595889523,1
random_local_50,19,37,no-rerank,3.2549615565073133,1
random_local_50,19,38,no-rerank,5.159472643696497,1
random_local_50,19,39,no-rerank,4.733535454480713,1
random_local_50,19,40,no-rerank,2.7537532864775294,1
random_local_50,19,41,no-rerank,4.3784348098825445,1
random_local_50,19,42,no-rerank,3.7911886657937943,1
random_local_50,19,43,no-rerank,3.342188185472202,1
random_local_50,19,44,no-rerank,2.872645641681899,1
random_local_50,19,45,no-rerank,2.634067634295787,1
random_local_50,19,46,no-rerank,3.766302796601032,1
random_local_50,19,47,no-rerank,5.131726033828287,1
random_local_50,19,48,no-rerank,3.1245667993641777,1
random_local_50,19,49,no-rerank,3.8667168037542106,1
random_local_50,0,1,smoothness-rerank,0.17297902717366756,0
random_local_50,0,2,smoothness-rerank,0.2965809048603218,0
random_local_50,0,3,smoothness-rerank,0.18137386573026817,0
random_local_50,0,4,smoothness-rerank,0.19768426933761493,0
random_local_50,0,5,smoothness-rerank,2.48470780783041,1
random_local_50,0,6,smoothness-rerank,0.7735512973287992,1
random_local_50,0,7,smoothness-rerank,2.714311395298916,1
random_local_50,0,8,smoothness-rerank,0.40094706585384327,0
random_local_50,0,9,smoothness-rerank,0.19533862987544465,0
random_local_50,0,10,smoothness-rerank,0.3337742492608428,0
random_local_50,0,11,smoothness-rerank,0.7385844205388739,1
random_local_50,0,12,smoothness-rerank,1.1920685427299653,1
random_local_50,0,13,smoothness-rerank,0.8721775263115333,1
random_local_50,0,14,smoothness-rerank,0.23993718542525683,0
random_local_50,0,15,smoothness-rerank,0.8390136612365853,1
random_local_50,0,16,smoothness-rerank,0.23982082097629023,0
random_local_50,0,17,smoothness-rerank,0.8919376087850946,1
random_local_50,0,18,smoothness-rerank,0.10154214003224124,0
random_local_50,0,19,smoothness-rerank,0.14228949799961213,0
random_local_50,0,20,smoothness-rerank,0.5509055236340431,1
random_local_50,0,21,smoothness-rerank,0.30716372797547753,0
random_local_50,0,22,smoothness-rerank,0.3130257587594247,0
random_local_50,0,23,smoothness-rerank,0.09514803238200552,0
random_local_50,0,24,smoothness-rerank,2.7354496001278537,1
random_local_50,0,25,smoothness-rerank,1.4694739647243085,1
random_local_50,0,26,smoothness-rerank,1.0065012918315432,1
random_local_50,0,27,smoothness-rerank,0.7393302735482177,1
random_local_50,0,28,smoothness-rerank,2.191067037508574,1
random_local_50,0,29,smoothness-rerank,0.19106008685188466,0
random_local_50,0,30,smoothness-rerank,0.4396358951073477,0
random_local_50,0,31,smoothness-rerank,0.5082722802929094,1
random_local_50,0,32,smoothness-rerank,1.484477341477463,1
random_local_50,0,33,smoothness-rerank,0.34518838423541665,0
random_local_50,0,34,smoothness-rerank,3.2871276115009893,1
random_local_50,0,35,smoothness-rerank,2.284791745666187,1
random_local_50,0,36,smoothness-rerank,3.269289303655792,1
random_local_50,0,37,smoothness-rerank,1.1339104353691594,1
random_local_50,0,38,smoothness-rerank,3.2830550822438984,1
random_local_50,0,39,smoothness-rerank,0.2890951134899491,0
random_local_50,0,40,smoothness-rerank,0.5484290086272005,1
random_local_50,0,41,smoothness-rerank,4.178382629818093,1
random_local_50,0,42,smoothness-rerank,0.1869809676473312,0
random_local_50,0,43,smoothness-rerank,0.39292695433898167,0
random_local_50,0,44,smoothness-rerank,0.17999254536524442,0
random_local_50,0,45,smoothness-rerank,0.7028425552592938,1
random_local_50,0,46,smoothness-rerank,0.5314275255295929,1
random_local_50,0,47,smoothness-rerank,2.196830219630187,1
random_local_50,0,48,smoothness-rerank,1.7841919914844269,1
random_local_50,0,49,smoothness-rerank,0.40373316950057564,0
random_local_50,1,1,smoothness-rerank,0.41940462110274696,0
random_local_50,1,2,smoothness-rerank,0.5749911712122262,1
random_local_50,1,3,smoothness-rerank,1.628945087195775,1
random_local_50,1,4,smoothness-rerank,1.3148401774774103,1
random_local_50,1,5,smoothness-rerank,1.7201624331026242,1
random_local_50,1,6,smoothness-rerank,2.3321000621196175,1
random_local_50,1,7,smoothness-rerank,0.9455024237833538,1
random_local_50,1,8,smoothness-rerank,0.2478029511590704,0
random_local_50,1,9,smoothness-rerank,0.43182863798151244,0
random_local_50,1,10,smoothness-rerank,0.5089470155418895,1
random_local_50,1,11,smoothness-rerank,1.4926961843777797,1
random_local_50,1,12,smoothness-rerank,3.4111581504217283,1
random_local_50,1,13,smoothness-rerank,3.6752157369929845,1
random_local_50,1,14,smoothness-rerank,1.5678097111248985,1
random_local_50,1,15,smoothness-rerank,1.0671687895133026,1
random_local_50,1,16,smoothness-rerank,0.4574151494365051,0
