trajectory_type,trajectory_id,step,method,delta_q_norm,is_jump
random_local_50,1,17,smoothness-rerank,1.2018598660660913,1
random_local_50,1,18,smoothness-rerank,3.953858267760849,1
random_local_50,1,19,smoothness-rerank,0.1892211913058917,0
random_local_50,1,20,smoothness-rerank,0.6442971426916307,1
random_local_50,1,21,smoothness-rerank,3.2510235638606484,1
random_local_50,1,22,smoothness-rerank,0.8178827026671994,1
random_local_50,1,23,smoothness-rerank,2.137544018292252,1
random_local_50,1,24,smoothness-rerank,2.224289103387559,1
random_local_50,1,25,smoothness-rerank,1.3401531873050725,1
random_local_50,1,26,smoothness-rerank,1.082697543709313,1
random_local_50,1,27,smoothness-rerank,1.957081252938459,1
random_local_50,1,28,smoothness-rerank,1.1976195864804864,1
random_local_50,1,29,smoothness-rerank,1.0178440919659295,1
random_local_50,1,30,smoothness-rerank,0.40839534319928783,0
random_local_50,1,31,smoothness-rerank,0.7688018152932328,1
random_local_50,1,32,smoothness-rerank,0.7917040949342233,1
random_local_50,1,33,smoothness-rerank,1.884700647513043,1
random_local_50,1,34,smoothness-rerank,1.6762865833157565,1
random_local_50,1,35,smoothness-rerank,0.9826600213092728,1
random_local_50,1,36,smoothness-rerank,0.6861413917216597,1
random_local_50,1,37,smoothness-rerank,1.0477718091421873,1
random_local_50,1,38,smoothness-rerank,3.0387180859708285,1
random_local_50,1,39,smoothness-rerank,0.632057432696503,1
random_local_50,1,40,smoothness-rerank,0.8236146482141552,1
random_local_50,1,41,smoothness-rerank,0.9444987886293545,1
random_local_50,1,42,smoothness-rerank,0.8304667004516003,1
random_local_50,1,43,smoothness-rerank,2.8854925405097416,1
random_local_50,1,44,smoothness-rerank,0.7615779282795032,1
random_local_50,1,45,smoothness-rerank,0.2671256884705456,0
random_local_50,1,46,smoothness-rerank,3.6910275958077117,1
random_local_50,1,47,smoothness-rerank,3.4823892412964272,1
random_local_50,1,48,smoothness-rerank,0.6747204059255588,1
random_local_50,1,49,smoothness-rerank,1.1718846746946217,1
random_local_50,2,1,smoothness-rerank,2.7054034341015893,1
random_local_50,2,2,smoothness-rerank,0.7598438301963856,1
random_local_50,2,3,smoothness-rerank,3.2001361434755036,1
random_local_50,2,4,smoothness-rerank,2.2916008854246837,1
random_local_50,2,5,smoothness-rerank,0.4226206868507687,0
random_local_50,2,6,smoothness-rerank,1.8117399522057087,1
random_local_50,2,7,smoothness-rerank,0.37080408131663717,0
random_local_50,2,8,smoothness-rerank,2.531498962387864,1
random_local_50,2,9,smoothness-rerank,1.3644371191548053,1
random_local_50,2,10,smoothness-rerank,1.7330922142387082,1
random_local_50,2,11,smoothness-rerank,0.43252468537256417,0
random_local_50,2,12,smoothness-rerank,0.5513762943315945,1
random_local_50,2,13,smoothness-rerank,1.3303784993532493,1
random_local_50,2,14,smoothness-rerank,2.278323768219104,1
random_local_50,2,15,smoothness-rerank,2.312022526467866,1
random_local_50,2,16,smoothness-rerank,1.8781898864237832,1
random_local_50,2,17,smoothness-rerank,0.6305523625871066,1
random_local_50,2,18,smoothness-rerank,1.4528002601674315,1
random_local_50,2,19,smoothness-rerank,0.6296466161476717,1
random_local_50,2,20,smoothness-rerank,0.7261514310034599,1
random_local_50,2,21,smoothness-rerank,0.30568958899673354,0
random_local_50,2,22,smoothness-rerank,0.5987478760237231,1
random_local_50,2,23,smoothness-rerank,0.11138151256233329,0
random_local_50,2,24,smoothness-rerank,2.854736499187547,1
random_local_50,2,25,smoothness-rerank,0.97078258565744,1
random_local_50,2,26,smoothness-rerank,0.06850672699342193,0
random_local_50,2,27,smoothness-rerank,1.8193708520709422,1
random_local_50,2,28,smoothness-rerank,0.3980178522953612,0
random_local_50,2,29,smoothness-rerank,2.866350663409336,1
random_local_50,2,30,smoothness-rerank,3.8432141839875746,1
random_local_50,2,31,smoothness-rerank,1.5850907088989,1
random_local_50,2,32,smoothness-rerank,0.2986475932535318,0
random_local_50,2,33,smoothness-rerank,1.3300346365977143,1
random_local_50,2,34,smoothness-rerank,1.1349902905266325,1
random_local_50,2,35,smoothness-rerank,1.3631793685408407,1
random_local_50,2,36,smoothness-rerank,0.6970735699170246,1
random_local_50,2,37,smoothness-rerank,0.646192515380943,1
random_local_50,2,38,smoothness-rerank,1.1419217949202778,1
random_local_50,2,39,smoothness-rerank,1.853600551668125,1
random_local_50,2,40,smoothness-rerank,0.7854595671473041,1
random_local_50,2,41,smoothness-rerank,1.3878402678809791,1
random_local_50,2,42,smoothness-rerank,2.1434610674076513,1
random_local_50,2,43,smoothness-rerank,0.8594241711690973,1
random_local_50,2,44,smoothness-rerank,1.3260743113923368,1
random_local_50,2,45,smoothness-rerank,3.253067830045676,1
random_local_50,2,46,smoothness-rerank,1.3642405441351657,1
random_local_50,2,47,smoothness-rerank,2.5846393185804057,1
random_local_50,2,48,smoothness-rerank,2.116965930519316,1
random_local_50,2,49,smoothness-rerank,2.3790054907106,1
random_local_50,3,1,smoothness-rerank,1.4079074205667195,1
random_local_50,3,2,smoothness-rerank,2.831126147003572,1
random_local_50,3,3,smoothness-rerank,1.780618282596317,1
random_local_50,3,4,smoothness-rerank,0.6065569388701942,1
random_local_50,3,5,smoothness-rerank,1.5629338194105518,1
random_local_50,3,6,smoothness-rerank,4.0834342561400705,1
random_local_50,3,7,smoothness-rerank,0.19041944531726016,0
random_local_50,3,8,smoothness-rerank,0.15425057176232088,0
random_local_50,3,9,smoothness-rerank,0.31747815085928494,0
random_local_50,3,10,smoothness-rerank,3.7963877772281585,1
random_local_50,3,11,smoothness-rerank,3.7164590023183104,1
random_local_50,3,12,smoothness-rerank,0.7927038824776117,1
random_local_50,3,13,smoothness-rerank,0.4691477523924567,0
random_local_50,3,14,smoothness-rerank,3.987179662468065,1
random_local_50,3,15,smoothness-rerank,0.45583391202051254,0
random_local_50,3,16,smoothness-rerank,1.0150768231479887,1
random_local_50,3,17,smoothness-rerank,3.6774360033961715,1
random_local_50,3,18,smoothness-rerank,3.723870017566154,1
random_local_50,3,19,smoothness-rerank,1.1111113338132748,1
random_local_50,3,20,smoothness-rerank,0.3628741476477584,0
random_local_50,3,21,smoothness-rerank,0.29194854604640735,0
random_local_50,3,22,smoothness-rerank,0.16995359612833114,0
random_local_50,3,23,smoothness-rerank,0.1587947859739227,0
random_local_50,3,24,smoothness-rerank,1.1464632847402527,1
random_local_50,3,25,smoothness-rerank,0.8394873079654208,1
random_local_50,3,26,smoothness-rerank,0.19739073486777187,0
random_local_50,3,27,smoothness-rerank,0.4509113995961385,0
random_local_50,3,28,smoothness-rerank,0.9216166688372976,1
random_local_50,3,29,smoothness-rerank,1.6507783291118872,1
random_local_50,3,30,smoothness-rerank,1.290087244141222,1
random_local_50,3,31,smoothness-rerank,1.6887805014928563,1
random_local_50,3,32,smoothness-rerank,3.7844293078272653,1
random_local_50,3,33,smoothness-rerank,4.546747400158055,1
random_local_50,3,34,smoothness-rerank,2.355846427975918,1
random_local_50,3,35,smoothness-rerank,1.2653789685052703,1
random_local_50,3,36,smoothness-rerank,2.0798307509723353,1
random_local_50,3,37,smoothness-rerank,0.6237940496425896,1
random_local_50,3,38,smoothness-rerank,2.587917061472518,1
random_local_50,3,39,smoothness-rerank,1.7219889785074194,1
random_local_50,3,40,smoothness-rerank,1.269815474396218,1
random_local_50,3,41,smoothness-rerank,0.9960943758256441,1
random_local_50,3,42,smoothness-rerank,0.7034922644577258,1
random_local_50,3,43,smoothness-rerank,1.216172726066793,1
random_local_50,3,44,smoothness-rerank,3.6291274843943175,1
random_local_50,3,45,smoothness-rerank,0.7978623078365119,1
random_local_50,3,46,smoothness-rerank,0.8955890397922581,1
random_local_50,3,47,smoothness-rerank,0.23048505748225975,0
random_local_50,3,48,smoothness-rerank,0.9773023821995053,1
random_local_50,3,49,smoothness-rerank,0.9858670783608571,1
random_local_50,4,1,smoothness-rerank,2.7541915895651514,1
random_local_50,4,2,smoothness-rerank,0.9304075423757876,1
random_local_50,4,3,smoothness-rerank,0.6778966156754409,1
random_local_50,4,4,smoothness-rerank,1.0043249819412168,1
random_local_50,4,5,smoothness-rerank,1.7890092501610346,1
random_local_50,4,6,smoothness-rerank,1.7675044167105312,1
random_local_50,4,7,smoothness-rerank,2.551252383010618,1
random_local_50,4,8,smoothness-rerank,0.2553860803732476,0
random_local_50,4,9,smoothness-rerank,0.24710949090425738,0
random_local_50,4,10,smoothness-rerank,0.8982433281622054,1
random_local_50,4,11,smoothness-rerank,1.045598746660359,1
random_local_50,4,12,smoothness-rerank,0.5114855234770601,1
random_local_50,4,13,smoothness-rerank,0.058792031127603187,0
random_local_50,4,14,smoothness-rerank,2.4980949976193574,1
random_local_50,4,15,smoothness-rerank,0.3363275774490988,0
random_local_50,4,16,smoothness-rerank,1.5070499832715314,1
random_local_50,4,17,smoothness-rerank,1.5133810158815475,1
random_local_50,4,18,smoothness-rerank,0.6264302379665844,1
random_local_50,4,19,smoothness-rerank,2.8705181202122114,1
random_local_50,4,20,smoothness-rerank,0.5311425266815121,1
random_local_50,4,21,smoothness-rerank,1.3477784245068205,1
random_local_50,4,22,smoothness-rerank,1.0062997314941184,1
random_local_50,4,23,smoothness-rerank,2.946437114095791,1
random_local_50,4,24,smoothness-rerank,0.3150419664871584,0
random_local_50,4,25,smoothness-rerank,0.554379961292351,1
random_local_50,4,26,smoothness-rerank,0.34444437272873524,0
random_local_50,4,27,smoothness-rerank,0.2078241675180076,0
random_local_50,4,28,smoothness-rerank,0.7394722858047846,1
random_local_50,4,29,smoothness-rerank,0.8720652069450475,1
random_local_50,4,30,smoothness-rerank,0.9784159934076107,1
random_local_50,4,31,smoothness-rerank,0.10631071803401983,0
random_local_50,4,32,smoothness-rerank,0.6689205335676327,1
random_local_50,4,33,smoothness-rerank,0.5323643493427295,1
random_local_50,4,34,smoothness-rerank,1.3323663152108063,1
random_local_50,4,35,smoothness-rerank,0.7463891594146388,1
random_local_50,4,36,smoothness-rerank,0.3013831084145957,0
random_local_50,4,37,smoothness-rerank,1.021082856818235,1
random_local_50,4,38,smoothness-rerank,1.8275662340966958,1
random_local_50,4,39,smoothness-rerank,1.665914993195718,1
random_local_50,4,40,smoothness-rerank,1.1660587795229846,1
random_local_50,4,41,smoothness-rerank,0.0784905559006542,0
random_local_50,4,42,smoothness-rerank,1.4001084390552938,1
random_local_50,4,43,smoothness-rerank,1.333434950954905,1
random_local_50,4,44,smoothness-rerank,1.423149787469778,1
random_local_50,4,45,smoothness-rerank,1.8254420929770636,1
random_local_50,4,46,smoothness-rerank,0.7809734919292005,1
random_local_50,4,47,smoothness-rerank,0.5022671856656494,1
random_local_50,4,48,smoothness-rerank,2.025060728628084,1
random_local_50,4,49,smoothness-rerank,0.49533331753764154,0
random_local_50,5,1,smoothness-rerank,0.6324767078767279,1
random_local_50,5,2,smoothness-rerank,3.7566132562223475,1
random_local_50,5,3,smoothness-rerank,0.35739723529264883,0
random_local_50,5,4,smoothness-rerank,0.12564714346874722,0
random_local_50,5,5,smoothness-rerank,0.6190954884026343,1
random_local_50,5,6,smoothness-rerank,0.30860269444977434,0
random_local_50,5,7,smoothness-rerank,4.519924322412434,1
random_local_50,5,8,smoothness-rerank,3.851788788487271,1
random_local_50,5,9,smoothness-rerank,3.4990298882204685,1
random_local_50,5,10,smoothness-rerank,3.7861983511356647,1
random_local_50,5,11,smoothness-rerank,3.993691570023207,1
random_local_50,5,12,smoothness-rerank,0.2830576700101172,0
random_local_50,5,13,smoothness-rerank,3.596995962471333,1
random_local_50,5,14,smoothness-rerank,0.2770765355992019,0
random_local_50,5,15,smoothness-rerank,0.6168779759940614,1
random_local_50,5,16,smoothness-rerank,1.4040492565012532,1
random_local_50,5,17,smoothness-rerank,0.09918453015565697,0
random_local_50,5,18,smoothness-rerank,1.055465853474377,1
random_local_50,5,19,smoothness-rerank,4.530522565299581,1
random_local_50,5,20,smoothness-rerank,1.809541901415097,1
random_local_50,5,21,smoothness-rerank,1.6466369193816908,1
random_local_50,5,22,smoothness-rerank,4.77038849086271,1
random_local_50,5,23,smoothness-rerank,0.29930445160715297,0
random_local_50,5,24,smoothness-rerank,0.25843383772301415,0
random_local_50,5,25,smoothness-rerank,0.15982810184179763,0
random_local_50,5,26,smoothness-rerank,1.195420213584209,1
random_local_50,5,27,smoothness-rerank,1.4679346907756714,1
random_local_50,5,28,smoothness-rerank,0.8324108743143768,1
random_local_50,5,29,smoothness-rerank,0.6032841453383181,1
random_local_50,5,30,smoothness-rerank,0.08631302116169912,0
random_local_50,5,31,smoothness-rerank,0.35200623422611615,0
random_local_50,5,32,smoothness-rerank,0.5288565552323365,1
random_local_50,5,33,smoothness-rerank,0.3644155501941998,0
random_local_50,5,34,smoothness-rerank,0.21696607711253124,0
random_local_50,5,35,smoothness-rerank,1.085431505140025,1
random_local_50,5,36,smoothness-rerank,1.0621287375124233,1
random_local_50,5,37,smoothness-rerank,0.5940823370039343,1
random_local_50,5,38,smoothness-rerank,0.32268079825864465,0
random_local_50,5,39,smoothness-rerank,0.5065013659994876,1
random_local_50,5,40,smoothness-rerank,3.7146229724828332,1
random_local_50,5,41,smoothness-rerank,0.83283787835723,1
random_local_50,5,42,smoothness-rerank,0.42705704833004865,0
random_local_50,5,43,smoothness-rerank,0.7313931404117755,1
random_local_50,5,44,smoothness-rerank,0.6593805221721755,1
random_local_50,5,45,smoothness-rerank,0.7394600688526869,1
random_local_50,5,46,smoothness-rerank,0.1987057949790906,0
random_local_50,5,47,smoothness-rerank,0.09425295542049421,0
random_local_50,5,48,smoothness-rerank,0.0530302882258959,0
random_local_50,5,49,smoothness-rerank,0.11784442993695594,0
random_local_50,6,1,smoothness-rerank,1.001493562685869,1
random_local_50,6,2,smoothness-rerank,0.2849300178091348,0
random_local_50,6,3,smoothness-rerank,1.622572829412231,1
random_local_50,6,4,smoothness-rerank,2.1032421816128783,1
random_local_50,6,5,smoothness-rerank,0.2464262571902689,0
random_local_50,6,6,smoothness-rerank,0.9337167485438314,1
random_local_50,6,7,smoothness-rerank,0.8430579722370805,1
random_local_50,6,8,smoothness-rerank,3.5298065345563243,1
random_local_50,6,9,smoothness-rerank,0.8884614659500297,1
random_local_50,6,10,smoothness-rerank,1.0672432262295597,1
random_local_50,6,11,smoothness-rerank,1.0937664925685655,1
random_local_50,6,12,smoothness-rerank,0.303282956652262,0
random_local_50,6,13,smoothness-rerank,0.9735005941264806,1
random_local_50,6,14,smoothness-rerank,1.556609826804284,1
random_local_50,6,15,smoothness-rerank,3.3237517311817113,1
random_local_50,6,16,smoothness-rerank,3.758131814636382,1
random_local_50,6,17,smoothness-rerank,0.10472318015510633,0
random_local_50,6,18,smoothness-rerank,0.3744785937003337,0
random_local_50,6,19,smoothness-rerank,0.508294880328569,1
random_local_50,6,20,smoothness-rerank,0.5688302378469752,1
random_local_50,6,21,smoothness-rerank,0.8583427893863487,1
random_local_50,6,22,smoothness-rerank,3.69286985161947,1
random_local_50,6,23,smoothness-rerank,0.11675268678853495,0
random_local_50,6,24,smoothness-rerank,0.22372457966801196,0
random_local_50,6,25,smoothness-rerank,2.819833900185094,1
random_local_50,6,26,smoothness-rerank,1.1946355662479033,1
random_local_50,6,27,smoothness-rerank,1.060978361922707,1
random_local_50,6,28,smoothness-rerank,1.5239228552674728,1
random_local_50,6,29,smoothness-rerank,2.4534106503465822,1
random_local_50,6,30,smoothness-rerank,1.990889088930047,1
random_local_50,6,31,smoothness-rerank,3.2633686643269604,1
random_local_50,6,32,smoothness-rerank,1.4517778497554725,1
random_local_50,6,33,smoothness-rerank,0.9585319908884126,1
random_local_50,6,34,smoothness-rerank,0.08518449687707498,0
random_local_50,6,35,smoothness-rerank,1.0678412787274494,1
random_local_50,6,36,smoothness-rerank,0.32733995120946285,0
random_local_50,6,37,smoothness-rerank,0.9565346921593536,1
random_local_50,6,38,smoothness-rerank,0.3051199542014092,0
random_local_50,6,39,smoothness-rerank,0.21361413622463113,0
random_local_50,6,40,smoothness-rerank,0.6173730118178823,1
random_local_50,6,41,smoothness-rerank,3.0407665833589776,1
random_local_50,6,42,smoothness-rerank,0.4716268166063453,0
random_local_50,6,43,smoothness-rerank,0.17080749076449225,0
random_local_50,6,44,smoothness-rerank,0.10037354623499015,0
random_local_50,6,45,smoothness-rerank,1.33941757584447,1
random_local_50,6,46,smoothness-rerank,0.13960944745800083,0
random_local_50,6,47,smoothness-rerank,1.0337061215173713,1
random_local_50,6,48,smoothness-rerank,1.039781266461952,1
random_local_50,6,49,smoothness-rerank,0.9637811237743956,1
random_local_50,7,1,smoothness-rerank,0.39969972937671416,0
random_local_50,7,2,smoothness-rerank,1.2597385139307613,1
random_local_50,7,3,smoothness-rerank,0.4447997760393921,0
random_local_50,7,4,smoothness-rerank,0.735159250600846,1
random_local_50,7,5,smoothness-rerank,0.5830895876121772,1
random_local_50,7,6,smoothness-rerank,0.3694424704384433,0
random_local_50,7,7,smoothness-rerank,3.343224015759701,1
random_local_50,7,8,smoothness-rerank,2.9003084271763657,1
random_local_50,7,9,smoothness-rerank,0.3553830665783538,0
random_local_50,7,10,smoothness-rerank,0.7881088875548701,1
random_local_50,7,11,smoothness-rerank,0.14437424184580985,0
random_local_50,7,12,smoothness-rerank,0.5825417898843184,1
random_local_50,7,13,smoothness-rerank,4.226792372652931,1
random_local_50,7,14,smoothness-rerank,1.3829139455078376,1
random_local_50,7,15,smoothness-rerank,3.1980921849152115,1
random_local_50,7,16,smoothness-rerank,3.981153255539588,1
random_local_50,7,17,smoothness-rerank,0.4457580962902688,0
random_local_50,7,18,smoothness-rerank,1.3214725622140282,1
random_local_50,7,19,smoothness-rerank,0.8520681125348923,1
random_local_50,7,20,smoothness-rerank,0.6147119603349659,1
random_local_50,7,21,smoothness-rerank,2.0517716214953703,1
random_local_50,7,22,smoothness-rerank,1.780771334521543,1
random_local_50,7,23,smoothness-rerank,4.418783402427243,1
random_local_50,7,24,smoothness-rerank,1.6644325370649948,1
random_local_50,7,25,smoothness-rerank,0.44322252031048165,0
random_local_50,7,26,smoothness-rerank,1.9172881340029078,1
random_local_50,7,27,smoothness-rerank,0.6320705352800189,1
random_local_50,7,28,smoothness-rerank,1.7003130598696565,1
random_local_50,7,29,smoothness-rerank,4.2998407347836665,1
random_local_50,7,30,smoothness-rerank,0.9859556774410784,1
random_local_50,7,31,smoothness-rerank,1.0661801228260483,1
random_local_50,7,32,smoothness-rerank,0.34700285697032557,0
random_local_50,7,33,smoothness-rerank,1.0938282878986971,1
random_local_50,7,34,smoothness-rerank,0.45831329631649786,0
random_local_50,7,35,smoothness-rerank,1.8676263961007982,1
random_local_50,7,36,smoothness-rerank,4.221173044735523,1
random_local_50,7,37,smoothness-rerank,3.6737766621013823,1
random_local_50,7,38,smoothness-rerank,0.8822269200888421,1
random_local_50,7,39,smoothness-rerank,1.1642442218249816,1
random_local_50,7,40,smoothness-rerank,2.1583228863976327,1
random_local_50,7,41,smoothness-rerank,1.4608584137499152,1
random_local_50,7,42,smoothness-rerank,2.4782829795968873,1
random_local_50,7,43,smoothness-rerank,0.780655915640068,1
random_local_50,7,44,smoothness-rerank,0.5085805774414963,1
random_local_50,7,45,smoothness-rerank,0.4998574211251602,0
random_local_50,7,46,smoothness-rerank,1.7645772759143517,1
random_local_50,7,47,smoothness-rerank,5.245993313249359,1
random_local_50,7,48,smoothness-rerank,5.454973422561751,1
random_local_50,7,49,smoothness-rerank,0.5883832170774872,1
random_local_50,8,1,smoothness-rerank,1.4185546037350771,1
random_local_50,8,2,smoothness-rerank,0.7926898938891004,1
random_local_50,8,3,smoothness-rerank,0.8674431108951629,1
random_local_50,8,4,smoothness-rerank,1.9449637096976695,1
random_local_50,8,5,smoothness-rerank,1.2833211384877743,1
random_local_50,8,6,smoothness-rerank,0.723149865682852,1
random_local_50,8,7,smoothness-rerank,0.534454099668787,1
random_local_50,8,8,smoothness-rerank,0.7438857321110647,1
random_local_50,8,9,smoothness-rerank,0.2738578911553598,0
random_local_50,8,10,smoothness-rerank,0.14296447372817203,0
random_local_50,8,11,smoothness-rerank,0.10358364798403312,0
random_local_50,8,12,smoothness-rerank,0.8783487263046208,1
random_local_50,8,13,smoothness-rerank,1.540918385695652,1
random_local_50,8,14,smoothness-rerank,0.9551931079496182,1
random_local_50,8,15,smoothness-rerank,0.5360360569747223,1
random_local_50,8,16,smoothness-rerank,1.0349658571386617,1
random_local_50,8,17,smoothness-rerank,1.0190497722076186,1
random_local_50,8,18,smoothness-rerank,0.9100103065568911,1
random_local_50,8,19,smoothness-rerank,1.583019981396125,1
random_local_50,8,20,smoothness-rerank,0.23888799931620727,0
random_local_50,8,21,smoothness-rerank,0.4012095743081152,0
random_local_50,8,22,smoothness-rerank,0.5394518449076248,1
random_local_50,8,23,smoothness-rerank,0.8267290814400461,1
random_local_50,8,24,smoothness-rerank,0.6356233021654284,1
random_local_50,8,25,smoothness-rerank,0.16558209568523194,0
random_local_50,8,26,smoothness-rerank,0.3926875359800681,0
random_local_50,8,27,smoothness-rerank,5.197069378388026,1
random_local_50,8,28,smoothness-rerank,1.5480429276940724,1
random_local_50,8,29,smoothness-rerank,0.2076356295908593,0
random_local_50,8,30,smoothness-rerank,1.145845687941216,1
random_local_50,8,31,smoothness-rerank,1.41712855869381,1
random_local_50,8,32,smoothness-rerank,5.110755920579061,1
random_local_50,8,33,smoothness-rerank,1.2837885019591815,1
random_local_50,8,34,smoothness-rerank,0.7695496569221449,1
random_local_50,8,35,smoothness-rerank,0.8954245817596721,1
random_local_50,8,36,smoothness-rerank,0.16569051940840496,0
random_local_50,8,37,smoothness-rerank,0.5026050989930972,1
random_local_50,8,38,smoothness-rerank,0.808651707213302,1
random_local_50,8,39,smoothness-rerank,0.8105499710760331,1
random_local_50,8,40,smoothness-rerank,0.5718040894365058,1
random_local_50,8,41,smoothness-rerank,0.8949548836356608,1
random_local_50,8,42,smoothness-rerank,0.8201843836864533,1
random_local_50,8,43,smoothness-rerank,0.9223867160189098,1
random_local_50,8,44,smoothness-rerank,0.40314721363585226,0
random_local_50,8,45,smoothness-rerank,0.5398127475240513,1
random_local_50,8,46,smoothness-rerank,0.7297847622646526,1
random_local_50,8,47,smoothness-rerank,0.711292700379028,1
random_local_50,8,48,smoothness-rerank,0.2094554877203853,0
random_local_50,8,49,smoothness-rerank,0.4407390003751428,0
random_local_50,9,1,smoothness-rerank,1.2690032298039087,1
random_local_50,9,2,smoothness-rerank,1.31813099684694,1
random_local_50,9,3,smoothness-rerank,1.215875191368233,1
random_local_50,9,4,smoothness-rerank,0.4910370885181479,0
random_local_50,9,5,smoothness-rerank,0.7680489154103262,1
random_local_50,9,6,smoothness-rerank,0.9756427460867342,1
random_local_50,9,7,smoothness-rerank,1.580360780712321,1
random_local_50,9,8,smoothness-rerank,1.187336267191966,1
random_local_50,9,9,smoothness-rerank,0.1178296731104138,0
random_local_50,9,10,smoothness-rerank,0.6806795779490039,1
random_local_50,9,11,smoothness-rerank,0.7427650669517992,1
random_local_50,9,12,smoothness-rerank,0.29623710615683907,0
random_local_50,9,13,smoothness-rerank,1.6676292775964472,1
random_local_50,9,14,smoothness-rerank,1.6342002817900418,1
random_local_50,9,15,smoothness-rerank,2.9069297502376283,1
random_local_50,9,16,smoothness-rerank,0.49325881486684725,0
random_local_50,9,17,smoothness-rerank,2.9457876107587815,1
random_local_50,9,18,smoothness-rerank,0.5109619346283989,1
random_local_50,9,19,smoothness-rerank,0.19931268486253445,0
random_local_50,9,20,smoothness-rerank,2.770240476889922,1
random_local_50,9,21,smoothness-rerank,0.27575512182524853,0
random_local_50,9,22,smoothness-rerank,3.699636674644587,1
random_local_50,9,23,smoothness-rerank,1.7094140099208597,1
random_local_50,9,24,smoothness-rerank,0.43310378171032593,0
random_local_50,9,25,smoothness-rerank,3.5190912391751166,1
random_local_50,9,26,smoothness-rerank,0.8989894554491253,1
random_local_50,9,27,smoothness-rerank,0.7154637375303202,1
random_local_50,9,28,smoothness-rerank,2.6553597523547188,1
random_local_50,9,29,smoothness-rerank,2.434754449065613,1
random_local_50,9,30,smoothness-rerank,1.4941184240324619,1
random_local_50,9,31,smoothness-rerank,1.213049803785237,1
random_local_50,9,32,smoothness-rerank,1.6975155340510912,1
random_local_50,9,33,smoothness-rerank,1.8921376197419766,1
random_local_50,9,34,smoothness-rerank,0.3070278469776256,0
random_local_50,9,35,smoothness-rerank,4.455495556772907,1
random_local_50,9,36,smoothness-rerank,4.137986170986535,1
random_local_50,9,37,smoothness-rerank,0.7331947597266633,1
random_local_50,9,38,smoothness-rerank,0.11562009383494962,0
random_local_50,9,39,smoothness-rerank,0.1634648708409634,0
random_local_50,9,40,smoothness-rerank,0.27390878446389555,0
random_local_50,9,41,smoothness-rerank,1.959940731218189,1
random_local_50,9,42,smoothness-rerank,1.819399523162183,1
random_local_50,9,43,smoothness-rerank,0.5798762777866536,1
random_local_50,9,44,smoothness-rerank,0.9889290616924837,1
random_local_50,9,45,smoothness-rerank,0.5868673244729753,1
random_local_50,9,46,smoothness-rerank,1.9520870365151248,1
random_local_50,9,47,smoothness-rerank,1.680791695033189,1
random_local_50,9,48,smoothness-rerank,0.9662026708957617,1
random_local_50,9,49,smoothness-rerank,0.7124760904423114,1
random_local_50,10,1,smoothness-rerank,0.45842188549785795,0
random_local_50,10,2,smoothness-rerank,1.0121609502070514,1
random_local_50,10,3,smoothness-rerank,0.33844846592302424,0
random_local_50,10,4,smoothness-rerank,0.7012184115909625,1
random_local_50,10,5,smoothness-rerank,0.7950192699153121,1
random_local_50,10,6,smoothness-rerank,1.9596554061745541,1
random_local_50,10,7,smoothness-rerank,1.581422812628977,1
random_local_50,10,8,smoothness-rerank,1.0558472609218372,1
random_local_50,10,9,smoothness-rerank,0.40252298173910034,0
random_local_50,10,10,smoothness-rerank,0.1694150311982904,0
random_local_50,10,11,smoothness-rerank,0.2387147143730791,0
random_local_50,10,12,smoothness-rerank,2.247505381665883,1
random_local_50,10,13,smoothness-rerank,1.2674740202924448,1
random_local_50,10,14,smoothness-rerank,0.8722308660652259,1
random_local_50,10,15,smoothness-rerank,0.11905979674413349,0
random_local_50,10,16,smoothness-rerank,0.5102053867411891,1
random_local_50,10,17,smoothness-rerank,1.4739095273599805,1
random_local_50,10,18,smoothness-rerank,1.5266634233149559,1
random_local_50,10,19,smoothness-rerank,0.2791299170711656,0
random_local_50,10,20,smoothness-rerank,0.6058148130825438,1
random_local_50,10,21,smoothness-rerank,0.5205237088726431,1
random_local_50,10,22,smoothness-rerank,0.5734339739412868,1
random_local_50,10,23,smoothness-rerank,0.13396345338080726,0
random_local_50,10,24,smoothness-rerank,0.3664702893110751,0
random_local_50,10,25,smoothness-rerank,0.19456477240691344,0
random_local_50,10,26,smoothness-rerank,0.5746574675185918,1
random_local_50,10,27,smoothness-rerank,2.079818008230367,1
random_local_50,10,28,smoothness-rerank,1.955137653967476,1
random_local_50,10,29,smoothness-rerank,0.621187793318432,1
random_local_50,10,30,smoothness-rerank,2.0924396638225065,1
random_local_50,10,31,smoothness-rerank,0.3704702607150417,0
random_local_50,10,32,smoothness-rerank,5.371577006143335,1
random_local_50,10,33,smoothness-rerank,0.5289798996219879,1
random_local_50,10,34,smoothness-rerank,1.0674877259524482,1
random_local_50,10,35,smoothness-rerank,0.7113024865900499,1
random_local_50,10,36,smoothness-rerank,1.7699842976892874,1
random_local_50,10,37,smoothness-rerank,2.23755886386594,1
random_local_50,10,38,smoothness-rerank,0.5008882826744878,1
random_local_50,10,39,smoothness-rerank,0.19424958607802673,0
random_local_50,10,40,smoothness-rerank,2.3389370696045524,1
random_local_50,10,41,smoothness-rerank,0.2806891551177022,0
random_local_50,10,42,smoothness-rerank,2.4090291838278337,1
random_local_50,10,43,smoothness-rerank,3.3971492721356307,1
random_local_50,10,44,smoothness-rerank,1.7550931087947206,1
