target_id,sorted_target_rank,seed_id,rank,pos_err_mm,rot_err_deg,pose_cost,total_loss,success_loose,success_medium,success_strict
139,79,13,0,998.518210647,12.8468940672,1.047313494515722,0.524337957257861,0,0,0
139,79,14,3,0.0393116627772,0.44344843011,5.990349794409806e-05,2.995174897204903e-05,1,1,1
139,79,15,3,0.0529656225463,0.802755626847,0.0001963033262309,9.815166311547613e-05,1,1,1
116,80,0,3,0.261035762943,0.527021226326,8.467604625430739e-05,4.233802312715369e-05,1,1,1
116,80,1,3,1.20590590283,0.247731323955,2.014882649428539e-05,1.0074413247142694e-05,1,1,1
116,80,2,0,598.324253214,42.7015918983,0.9134392202420704,0.4569466801210351,0,0,0
116,80,3,0,598.933500581,42.7585603608,0.9156516864823234,0.4580529132411617,0,0,0
116,80,4,3,0.00180783289979,0.569825135583,9.890948817922947e-05,4.945474408961474e-05,1,1,1
116,80,5,3,0.993948027081,0.0753045746691,2.7153507373700155e-06,1.3576753686850078e-06,1,1,1
116,80,6,1,14.8098061716,0.0210955701901,0.000219465920622,0.000327391679686,1,0,0
116,80,7,3,2.42449714456,0.281411967741,3.000166099987835e-05,2.1407627451334905e-05,1,1,1
116,80,8,1,13.3082149295,0.0320255438957,0.0001774210110388,0.0002897589636341,1,0,0
116,80,9,0,419.04939638,0.595292323849,0.1757103447804738,0.0880822423902369,0,0,0
116,80,10,3,0.571791129171,0.107234618932,3.829821071469321e-06,1.9149105357346603e-06,1,1,1
116,80,11,3,0.018937379004,0.106567675938,3.4597980014906186e-06,1.7298990007453093e-06,1,1,1
116,80,12,3,0.0392206712193,0.910110380171,0.0002523164224735,0.0001261582112367,1,1,1
116,80,13,3,0.221849772902,0.237528795756,1.723571046140848e-05,8.61785523070424e-06,1,1,1
116,80,14,1,11.8540200558,0.0180179573753,0.0001406166845511,0.0002146134640099,1,0,0
116,80,15,3,1.33907439808,0.0588136413468,2.8468054262213437e-06,1.4234027131106716e-06,1,1,1
169,81,0,0,59.2796761271,5.75630152067,0.0136075803986519,0.0070308601993259,0,0,0
169,81,1,3,0.00657224196879,0.987348733738,0.0002969586262096,0.0001484793131048,1,1,1
169,81,2,3,0.0242472758919,0.706899267343,0.0001522199152046,7.610995760231575e-05,1,1,1
169,81,3,3,2.37794685855,0.502264619213,8.250039090078381e-05,4.1250195450391914e-05,1,1,1
169,81,4,3,4.4916762163,0.0667654950193,2.1533027384707324e-05,1.0766513692353662e-05,1,1,1
169,81,5,0,14.5385077355,10.5937956998,0.0343981265364006,0.0174261332682003,0,0,0
169,81,6,2,7.52707612966,0.0180135963528,5.675572026270174e-05,0.0002137816203637,1,1,0
169,81,7,3,0.0597062078544,0.466487834021,6.629163549024243e-05,3.314581774512121e-05,1,1,1
169,81,8,3,0.0167581575187,0.786541750004,0.000188451215353,9.422560767652124e-05,1,1,1
169,81,9,3,0.581230339323,0.887318290451,0.0002401734037073,0.0001200867018536,1,1,1
169,81,10,0,142.537512785,36.752949324,0.4317878427479806,0.2161209913739903,0,0,0
169,81,11,0,18.2813837352,55.5285343106,0.9395970816474561,0.4700256108237281,0,0,0
169,81,12,3,0.0692456378322,0.285566188388,2.484575091374561e-05,1.2422875456872805e-05,1,1,1
169,81,13,3,0.0095163089798,0.880098239201,0.0002359484920371,0.0001179742460185,1,1,1
169,81,14,3,3.12887729873,0.748698055367,0.000180542795603,9.027139780152179e-05,1,1,1
169,81,15,0,55.7411795362,1.56495704543,0.003853114741477,0.0021536273707385,0,0,0
1,82,0,0,108.085487612,41.481556715,0.5358436213671482,0.2681488806835741,0,0,0
1,82,1,0,122.776973069,24.7640765671,0.2018837080783059,0.1011689240391529,0,0,0
1,82,2,3,0.267985029988,0.00866148745721,9.466879092394947e-08,4.7334395461974736e-08,1,1,1
1,82,3,3,0.372340803661,0.952309255853,0.0002763940186164,0.0001381970093082,1,1,1
1,82,4,3,0.0198904659719,0.0534237700075,8.698039653097027e-07,4.3490198265485134e-07,1,1,1
1,82,5,0,35.024840538,56.3367737568,0.9680312776867108,0.4843783261812824,0,0,0
1,82,6,3,2.27864860517,0.262336501838,2.615614438704632e-05,1.307807219352316e-05,1,1,1
1,82,7,3,0.358340299999,0.458040076491,6.403735922941998e-05,3.201867961470999e-05,1,1,1
1,82,8,3,0.111435881313,0.000603278403062,1.2528819579620403e-08,8.207206045409968e-08,1,1,1
1,82,9,0,917.344123621,13.3358061789,0.8956945382160099,0.4478472691080049,0,0,0
1,82,10,0,1089.2072268,45.247605932,1.810029590894444,0.9050785301448317,0,0,0
1,82,11,3,0.080857509558,0.550515842723,9.232623662624836e-05,4.6163118313124175e-05,1,1,1
1,82,12,3,0.794710473314,0.578560465388,0.0001025968275088,5.129841375443331e-05,1,1,1
