N,gpu_stream_ms_mean,gpu_stream_ms_std,gpu_stream_ms_p50,gpu_stream_ms_p95,gpu_stream_ms_min,gpu_stream_ms_max,host_ms_mean,raw_throughput_tps,valid_throughput_tps,success_rate,unique_target_positions
4000,28.592035230000814,1.8331023285151256,27.966992378234863,31.29508638381958,27.127487182617188,36.434593200683594,28.627513500396162,139899.10014530594,139864.1253702696,0.99975,4000
5000,4.603510395685832,0.17612218641522204,4.534816026687622,4.874094462394714,4.444191932678223,5.316959857940674,4.624600899842335,1086127.6656800294,1086127.6656800294,1.0,5000
10000,70.15115839640299,18.678742145510903,62.29759979248047,115.58594627380371,59.80793762207031,131.79391479492188,70.28608613400138,142549.32104603352,142549.32104603352,1.0,10000
