target_id,best_seed_id,q0,q1,q2,q3,q4,q5,pos_err_mm,rot_err_deg,pose_cost,limit_score,total_loss,iters,success_loose,success_medium,success_strict,near_limit,success_rank
0,2,5.1374038778863866,-5.9297458880322687,0.43173379514086607,4.161080012232552,-3.3278384077778251,-6.0512972767597715,0.665409316519,0.162050089355,8.4420935088501989e-06,0,4.2210467544250995e-06,10,1,1,1,0,0
1,5,-3.0023980635041512,0.16656832236050698,0.76761622620255576,5.276163542050254,-4.7178934554680225,1.6911794510447213,0.0171383262828,0.84471150986,0.00021735625652132822,0,0.00010867812826066411,38,1,1,1,0,0
2,4,-1.1803307008078441,-0.40195544455879961,-2.2930555362041782,-0.74019274967815785,-1.6626516700996088,2.1238503026208355,78.552860708,0.667143384446,0.0063061311365904182,0,0.0031530655682952091,60,0,0,0,0,3
3,3,3.7049116673238425,2.2678023257894115,-1.6219250078622913,5.9310201021648359,5.2862072786379901,4.4146851777977609,108.057337197,12.9093923951,0.062441615870452244,0,0.031220807935226122,60,0,0,0,0,3
4,6,5.9465224438247368,2.0427750677145755,-2.9646795460704265,1.2148872302906946,-1.5507053322873618,1.4918724826057779,4.97614212372,0.0102500333725,2.4793994511514412e-05,0,1.2396997255757206e-05,14,1,1,1,0,0
5,4,0.85653428765272444,2.2631223747614726,-2.8363030212729745,3.1643138115959841,-1.68877696771028,-6.0119390562658896,74.9169311216,2.66684739039,0.0077790085056010328,0,0.0038895042528005164,60,0,0,0,0,3
6,7,-1.8923868738127927,-1.851807912152478,0.66737352397892225,3.4814362295683523,4.303003536486953,-2.1216658243361857,28.4715868366,4.06847701594,0.0058528126909219826,0,0.0029264063454609913,60,1,0,0,0,2
7,0,4.2061414360299789,2.7646669203472598,-0.014234754726063725,0.14540906296228662,-0.72108691009550485,3.0202744370209706,169.785554775,0.229250302126,0.028843143992377408,0,0.014421571996188704,60,0,0,0,0,3
8,6,-3.2253098616400511,-5.3729974216069616,2.5155498490057453,0.32726358618321089,-2.8598412647023279,2.0689701634891629,0.0233841681385,0.940556605717,0.00026947935069513871,0,0.00013473967534756936,23,1,1,1,0,0
9,4,-1.5886747018622513,5.8632531373400445,-3.047470596137841,-5.9093487148409087,4.3549015553539334,-2.2434604028603746,30.1147728605,0.215696527601,0.00092107186746302825,0,0.00046053593373151413,60,0,0,0,0,3
10,1,1.7625984824746337,1.2968964183158826,0.15996695244240441,3.2096494887754776,1.517302414965898,2.8460386724167277,3.26782176118,0.383098017253,5.5385557726671825e-05,0,2.7692778863335912e-05,28,1,1,1,0,0
11,6,-4.7890409853514928,-3.7429751698738487,-0.23144930741961248,-0.44083580368348363,-1.4828386526416319,-5.4500983342900922,56.525608316,0.025378715616,0.0031953405932378539,0,0.0015976702966189269,60,0,0,0,0,3
12,2,-4.4875514619174464,3.0636161281520078,2.5911561163108803,-6.2710632693122497,1.6645324590439494,-4.0917478430907526,3.23321257585,0.348138070433,4.7373330200168046e-05,0.0056067092131405786,0.00019188794149430137,51,1,1,1,1,0
13,1,0.21265335411167205,3.6436392842671097,0.23479798258146523,-1.653252939048905,-2.1116644425680091,-5.3227578536784081,37.1450884888,0.000473755977238,0.0013797576672073173,0,0.00068987883360365865,60,0,0,0,0,3
14,5,4.068347475374269,0.19010158516747935,2.5672165062752996,-6.1104656409350708,4.4154682533087977,4.2373107240548213,149.695236322,8.89701658904,0.046521235688818177,0,0.023260617844409089,60,0,0,0,0,3
15,0,-1.1548444788602168,-3.5145541039054402,-2.910691724847315,2.99399729488771,-1.9698808738941365,-4.2648842805266733,80.1456839327,31.968710395,0.3177418597874036,0,0.1588709298937018,60,0,0,0,0,3
16,5,-1.3752041376567115,0.92963989986195528,-0.14051624631876758,-2.045778892759595,2.5387148320102524,-6.1629171200144972,37.5816915267,0.000534351461606,0.0014123836249889991,0,0.00070619181249449953,60,0,0,0,0,3
17,2,5.4913757238976872,-4.0656339541036104,-0.27083477997756367,-0.14016428071331169,-1.8275566269429031,2.2102775898658198,73.9074388295,0.00170631527188,0.0054623104012325226,0,0.0027311552006162613,60,0,0,0,0,3
