experiment_name,run_id,process_mode,order_mode,cache_policy,N,max_batch_size,actual_batch_size,repeat,warmup,use_cuda_graph,host_wall_mean_ms,host_wall_std_ms,host_wall_min_ms,host_wall_max_ms,host_wall_median_ms,throughput_mean_tps,conv_rate,memory_allocated_before,memory_allocated_after,memory_reserved_before,memory_reserved_after,max_memory_allocated,max_memory_reserved,num_cuda_malloc_events,num_cuda_free_events,num_cuda_sync_events,notes
phase2_randomized,RANDOM_ORDER_1,single_process,RANDOM_ORDER_1,keep_cache,8000,8000,8000,30,3,False,32.08398656279314,2.5924324751262295,29.04812098131515,43.5256669879891,32.10775701154489,249345.57257536586,1.0,816.72607421875,818.2685546875,1510.0,1512.0,839.75732421875,1512.0,nan,nan,nan,
phase2_randomized,RANDOM_ORDER_1,single_process,RANDOM_ORDER_1,keep_cache,4000,4000,4000,30,3,False,234.7944313349823,16.498888036249173,217.65323998988606,308.86072100838646,231.6253970057005,17036.179168547576,1.0,976.7060546875,197.609375,1570.0,1572.0,993.05419921875,1572.0,nan,nan,nan,
phase2_randomized,RANDOM_ORDER_1,single_process,RANDOM_ORDER_1,keep_cache,1000,1000,1000,30,3,False,31.24750637022468,1.6822888672508078,28.089743020245805,34.31176900630817,31.63705651240889,32002.55368066382,1.0,230.2197265625,230.41455078125,1576.0,1576.0,993.05419921875,1576.0,nan,nan,nan,
phase2_randomized,RANDOM_ORDER_1,single_process,RANDOM_ORDER_1,keep_cache,7000,7000,7000,30,3,False,234.59211846929975,16.338820139050785,213.87878301902674,282.3373430001084,234.6986155025661,29839.02462569758,1.0,556.13623046875,557.48876953125,1612.0,1612.0,993.05419921875,1612.0,nan,nan,nan,
phase2_randomized,RANDOM_ORDER_1,single_process,RANDOM_ORDER_1,keep_cache,5000,5000,5000,30,3,False,31.421151099493727,7.053135304522896,28.621459990972653,68.12017998890951,29.572756509878673,159128.47954448627,1.0,241.9423828125,242.91064453125,1638.0,1638.0,993.05419921875,1638.0,nan,nan,nan,
phase2_randomized,RANDOM_ORDER_1,single_process,RANDOM_ORDER_1,keep_cache,9000,9000,9000,30,3,False,239.80433826412386,8.853079683947772,222.78307701344602,259.66913800220937,238.54924499755725,37530.59709073017,1.0,645.45361328125,647.1904296875,1692.0,1692.0,993.05419921875,1692.0,nan,nan,nan,
phase2_randomized,RANDOM_ORDER_1,single_process,RANDOM_ORDER_1,keep_cache,3000,3000,3000,30,3,False,31.736538464125868,3.25049444900381,28.757678985130042,45.85591901559383,31.277090485673398,94528.26758000464,1.0,754.4482421875,755.02880859375,1716.0,1716.0,993.05419921875,1716.0,nan,nan,nan,
phase2_randomized,RANDOM_ORDER_1,single_process,RANDOM_ORDER_1,keep_cache,10000,10000,10000,30,3,False,239.37138373536678,11.312079960370786,216.0557110037189,265.3051940142177,236.53252600342967,41776.08803504825,1.0,477.39501953125,479.3251953125,1768.0,1768.0,993.05419921875,1768.0,nan,nan,nan,
phase2_randomized,RANDOM_ORDER_1,single_process,RANDOM_ORDER_1,keep_cache,2000,2000,2000,30,3,False,30.999018901881453,3.142846882765651,28.371680004056543,41.181034001056105,29.354327503824607,64518.17092439052,1.0,538.73681640625,539.12451171875,1768.0,1768.0,993.05419921875,1768.0,nan,nan,nan,
phase2_randomized,RANDOM_ORDER_1,single_process,RANDOM_ORDER_1,keep_cache,6000,6000,6000,30,3,False,31.645612198432598,2.6656293883566886,28.688862978015095,43.107103992952034,31.397724495036528,189599.7448991421,1.0,288.529296875,289.6884765625,1774.0,1774.0,993.05419921875,1774.0,nan,nan,nan,
phase2_randomized,RANDOM_ORDER_1,single_process,RANDOM_ORDER_1,keep_cache,500,500,500,30,3,False,29.73827453679405,1.3390362504813609,28.07884302455932,32.57540299091488,29.38674300094135,16813.3493885588,1.0,291.29638671875,291.39501953125,1774.0,1774.0,993.05419921875,1774.0,nan,nan,nan,
phase2_randomized,RANDOM_ORDER_1,single_process,RANDOM_ORDER_1,keep_cache,100,100,100,30,3,False,30.293495165339362,1.340909447457773,27.981143997749314,32.88432999397628,29.976156001794152,3301.0387033324605,1.0,295.16162109375,295.1845703125,1774.0,1774.0,993.05419921875,1774.0,nan,nan,nan,
phase2_randomized,RANDOM_ORDER_2,single_process,RANDOM_ORDER_2,keep_cache,4000,4000,4000,30,3,False,219.89101423047637,7.413604453993137,209.42172899958678,237.17265797313303,219.3931070069084,18190.82973444037,0.99975,482.888671875,483.662109375,1774.0,1774.0,993.05419921875,1774.0,nan,nan,nan,
phase2_randomized,RANDOM_ORDER_2,single_process,RANDOM_ORDER_2,keep_cache,5000,5000,5000,30,3,False,29.154346532110747,0.3911817353279876,28.67070698994212,30.524538015015423,29.065854992950335,171501.01424818335,1.0,703.77880859375,704.7470703125,1774.0,1774.0,993.05419921875,1774.0,nan,nan,nan,
phase2_randomized,RANDOM_ORDER_2,single_process,RANDOM_ORDER_2,keep_cache,7000,7000,7000,30,3,False,221.2282250984572,6.529669249159785,213.23989500524476,236.66842599050142,219.42588849924505,31641.53216383065,1.0,335.9423828125,337.294921875,1774.0,1774.0,993.05419921875,1774.0,nan,nan,nan,
