target_id,best_seed_id,q0,q1,q2,q3,q4,q5,pos_err_mm,rot_err_deg,pose_cost,limit_score,total_loss,iters,success_loose,success_medium,success_strict,near_limit,success_rank
0,1,-4.020865156756094,2.8326748886339619,-0.31636845969208149,2.9334103845020483,-5.3316802799506329,0.92817417452039275,185.654993274,0.329135424429,0.034500775771505433,0,0.017250387885752717,60,0,0,0,0,3
1,2,0.51050300433142159,2.6115416767547432,-0.3159479499845676,5.6958370165568484,-0.83818750683196075,1.0195470567734437,25.7548647962,0.000145626314021,0.00066331306713177216,0,0.00033165653356588608,60,1,0,0,0,2
2,0,-1.6573064661830856,-2.6591163610736852,2.3904097368427051,2.9893902915881392,-1.1872210667189937,-4.1711314660855416,102.234548127,3.28441440474,0.013737926077815597,0,0.0068689630389077985,60,0,0,0,0,3
3,2,4.5178049053991121,-5.9612539530693747,2.8596745694589636,-1.9405445405593864,5.4264415153085679,3.8239202934065903,2.86747997919,0.139114940111,1.4117692170444889e-05,0,7.0588460852224447e-06,11,1,1,1,0,0
4,1,-1.5344604104508162,-4.1709463700337475,-1.0421235325013691,-4.248181657751779,4.7016805296120676,-3.1680191787405239,57.7569798735,0.100358771072,0.003338936795094925,0,0.0016694683975474625,60,0,0,0,0,3
5,1,-4.9455711191923744,0.3396959339085226,-2.8682450671460216,3.1028657824287396,4.1127704986795344,5.9305046313719068,0.225044261954,0.77339007295,0.0001822521338790905,0,9.1126066939545251e-05,35,1,1,1,0,0
6,1,-6.1285721988929849,6.282671398339752,2.6108667120706448,0.67862590988465232,1.331646019918336,-1.7607417216037775,21.5739541264,0.0657304503035,0.00046675159380314338,0.0074798439641644964,0.00045777111582650658,60,1,0,0,1,2
7,3,0.19906623518105132,4.4637410425394251,-0.47021143611601179,-1.458487369401378,5.897349748564972,-4.8317047155013508,0.531656800165,0.000770494658083,2.8283979295360959e-07,0,1.414198964768048e-07,38,1,1,1,0,0
8,0,6.2831853071795862,0.95275919544338217,2.8898705130443436,5.5487058146364028,4.353990238779236,1.2703949819294151,22.5417044944,0.15314291926,0.00051527255883901087,0.0075689999999999993,0.00048470627941950544,60,1,0,0,1,2
9,1,-0.9148146235397574,-3.785661165352689,2.1287956384186888,-2.9832562451105922,4.390882192520241,-3.4828459381686554,0.0476663463417,0.00501237555036,9.9252608038851531e-09,0,4.9626304019425766e-09,18,1,1,1,0,0
10,1,4.9390275980752785,-1.6929061951583693,0.15035765262068501,0.98579548283263807,2.0614241605046701,0.56823096622294111,157.269095671,4.61192004464,0.031212722028024203,0,0.015606361014012101,60,0,0,0,0,3
11,0,0.49577532656646378,6.1760576678659387,0.75223510583386899,-1.7530366226047933,-4.9803742309154595,-2.0956486939851584,0.0372881779612,0.154763809738,7.2975371347700354e-06,0,3.6487685673850177e-06,15,1,1,1,0,0
12,2,-2.5159955833076117,3.5512649801190097,2.5230264867146444,3.0847800631375226,2.0119468522403636,2.1766245910124611,0.10579610045,0.825017208112,0.00020735007336685336,0,0.00010367503668342668,28,1,1,1,0,0
13,3,-3.4389864621420076,-1.9350076804683423,1.1336969479628434,-1.635812396653717,-5.2904714671457844,-0.56937863753004114,1.64830664781,0.241102524617,2.0424455603723513e-05,0,1.0212227801861757e-05,10,1,1,1,0,0
14,1,2.2299144197112279,1.095569222680546,0.85118860174227107,4.750506557057137,4.9949115110771647,-6.1898859571769131,2.67465698713,0.833073475634,0.00021856175678407555,0,0.00010928087839203777,55,1,1,1,0,0
15,3,0.93941701248392095,-6.1533903707144653,-0.18413469491435894,-1.9985901226951652,2.8449830198201127,-3.1262315441042894,4.35337438512,0.325083582698,5.1143635114945398e-05,0,2.5571817557472699e-05,22,1,1,1,0,0
