variant,ncu_status,returncode,achieved_occupancy,sm_utilization,dram_throughput,branch_divergence,branch_efficiency,warp_execution_efficiency,raw_log
opt4_warp_per_seed,failed,2,,,,,,,/mnt/linuxdata/cuda_ik_accelerateion/standard_robot_cuda_ik_v4_cuda/logs/opt/opt4_followup/opt4_warp_per_seed_ncu_raw.log
