target_id,pos_error_m,rot_error_rad,converged_loose,converged_medium,converged_strict
184,2.6535870778630006e-07,5.960464477539064e-08,1,1,1
185,2.563782075093667e-07,1.6323404237781964e-07,1,1,1
186,1.0684514690273272e-07,1.460009659995544e-07,1,1,1
187,1.4845633900316007e-07,4.712160915387242e-08,1,1,1
188,8.602887063518109e-08,8.688795409866128e-08,1,1,1
189,6.274426481688712e-08,2.2101993820356363e-07,1,1,1
190,1.0527918467126133e-07,8.688795409866128e-08,1,1,1
191,2.3551315652899654e-07,1.2287812309317777e-07,1,1,1
192,7.0162211553171e-08,5.16191365590357e-08,1,1,1
193,2.536822074429268e-07,1.429269171748377e-07,1,1,1
194,2.6780254168395016e-07,1.2287812309317777e-07,1,1,1
195,1.3629980928034516e-07,1.0106459234841571e-07,1,1,1
196,1.172581888260523e-07,6.664001874625058e-08,1,1,1
197,1.628491922605621e-07,1.1348386266624797e-07,1,1,1
198,3.806643130434231e-08,1.2990531157078375e-07,1,1,1
199,1.196203035969779e-07,4.2146848510894035e-08,1,1,1
200,2.1113754789608576e-07,0.0,1,1,1
201,9.512324578139368e-08,1.8730469182098736e-07,1,1,1
202,9.837024852669053e-08,1.2105760581248948e-07,1,1,1
203,1.1028234129171768e-07,9.65705618025044e-08,1,1,1
204,5.3554972764424553e-08,4.2146848510894035e-08,1,1,1
205,1.6861329060545994e-07,1.659323085197815e-07,1,1,1
206,1.5951076503301628e-07,1.0950072449966577e-07,1,1,1
207,8.564193057299294e-08,6.664001874625058e-08,1,1,1
208,1.8882924917185278e-08,1.9768624248238833e-07,1,1,1
209,2.394374428151825e-07,1.3657139822709094e-07,1,1,1
210,2.4175656669887635e-07,8.940696716308596e-08,1,1,1
211,1.5369307331537546e-07,5.16191365590357e-08,1,1,1
212,2.1558526467427718e-07,1.504943510645939e-07,1,1,1
213,2.0213461700602967e-07,2.9802322387695312e-08,1,1,1
214,9.928404561197679e-08,7.598131170262078e-08,1,1,1
215,1.0757093980849914e-07,1.2990531157078375e-07,1,1,1
216,1.806615256051674e-07,3.6500241499888574e-08,1,1,1
217,1.429317842705762e-07,9.185692672385244e-08,1,1,1
218,1.0232564714627092e-07,5.16191365590357e-08,1,1,1
219,4.12652209758493e-07,1.2287812309317777e-07,1,1,1
220,8.434327196046972e-08,7.884953353001449e-08,1,1,1
221,4.023919916935878e-07,6.322027276634106e-08,1,1,1
222,3.093718591571096e-07,6.322027276634106e-08,1,1,1
223,3.5342428755110905e-07,1.1348386266624797e-07,1,1,1
224,1.2567494813453143e-07,2.1283115233608674e-07,1,1,1
225,3.0910138651031324e-07,7.598131170262078e-08,1,1,1
