target_id,pos_error_m,rot_error_rad,num_iterations,converged
384,5.523756444138e-03,9.358980789180e-04,22.000000,1
385,6.935999872489e-03,5.056939068910e-03,16.000000,1
386,1.686856155892e-03,1.365234994066e-03,17.000000,1
387,6.627341241111e-03,5.820269812310e-03,23.000000,1
388,4.056940437775e-03,1.944242336032e-03,15.000000,1
389,6.614564390864e-03,8.634581595066e-03,20.000000,1
390,8.568877824349e-04,0.000000000000e+00,19.000000,1
391,2.406884866634e-03,9.986711929140e-04,15.000000,1
392,8.537611510177e-04,4.039447002966e-04,15.000000,1
393,2.364091353521e-03,9.067224649212e-04,17.000000,1
394,4.906190267608e-04,5.658575872032e-04,27.000000,1
395,4.508316068016e-03,2.280239363557e-03,21.000000,1
396,2.267446028535e-03,3.043054207311e-03,15.000000,1
397,2.803152754932e-03,9.841824145459e-04,17.000000,1
398,9.852536171178e-03,3.458568296571e-03,13.000000,1
399,1.051678699881e-03,1.390914100572e-03,16.000000,1
400,4.792129638803e-03,4.897764199077e-03,14.000000,1
401,3.391643225632e-03,7.082380351719e-03,16.000000,1
402,1.248718629588e-03,4.378790087455e-04,20.000000,1
403,5.468914892100e-04,1.582102345324e-03,17.000000,1
404,9.829501351144e-04,9.664667499907e-04,18.000000,1
405,7.511173978999e-03,9.128695318285e-03,16.000000,1
406,6.296665252199e-03,5.952935169906e-03,14.000000,1
407,2.229347703488e-03,3.942137239342e-03,15.000000,1
408,7.411022844797e-03,6.935195443646e-03,14.000000,1
409,2.176189553896e-03,1.069607756228e-03,17.000000,1
410,6.234005254836e-03,9.037252949345e-03,28.000000,1
411,2.224434723918e-03,2.605016378986e-03,26.000000,1
412,1.175280005935e-03,9.601992008101e-04,16.000000,1
413,9.305812994626e-04,5.570312833607e-04,17.000000,1
414,5.363555765060e-03,8.211682172794e-03,21.000000,1
415,5.609064273244e-03,1.242765289325e-02,19.000000,1
416,2.452921694299e-03,4.213821734885e-03,15.000000,1
417,6.680703959775e-03,3.278259429139e-03,16.000000,1
418,8.995784233276e-04,4.170970748435e-04,17.000000,1
419,1.036500190578e-03,2.410985212819e-04,18.000000,1
420,6.054172820410e-04,1.148370122480e-03,16.000000,1
421,1.709994734393e-03,5.563087766157e-04,14.000000,1
422,7.355976823675e-03,8.457822514554e-03,15.000000,1
423,3.369269724488e-03,9.319970148009e-03,13.000000,1
424,9.775819739033e-04,1.166414826998e-03,17.000000,1
425,7.282696793330e-03,8.867973641400e-04,24.000000,1
426,2.872896592876e-04,2.122070911387e-04,28.000000,1
427,6.375743728126e-03,1.755501534696e-03,29.000000,1
428,6.720295866260e-03,2.433912311162e-03,15.000000,1
429,6.068755156829e-03,3.716968747085e-03,13.000000,1
430,6.227066654825e-03,4.063803494510e-03,14.000000,1
431,4.856961174591e-04,1.142667746778e-03,16.000000,1
432,9.631529067156e-03,3.183758907346e-03,24.000000,1
433,3.298470999546e-03,1.990442665781e-03,18.000000,1
434,6.777112616301e-03,7.071171455466e-03,17.000000,1
435,4.912097928477e-03,4.961943232225e-04,14.000000,1
436,1.341550803431e-03,5.963165564237e-04,15.000000,1
437,8.795223069337e-03,1.274632855196e-03,19.000000,1
438,9.942680738402e-04,0.000000000000e+00,24.000000,1
439,6.967252964332e-03,4.136005889284e-03,19.000000,1
440,5.344296374379e-03,7.100408525777e-03,14.000000,1
441,3.087839167024e-03,8.402440441727e-04,19.000000,1
442,1.115219247916e-03,1.410397576676e-04,18.000000,1
443,7.575574757725e-03,2.235430241054e-03,27.000000,1
444,3.785675559799e-03,7.198622195428e-04,14.000000,1
445,1.874367828008e-03,2.810020651509e-03,14.000000,1
446,4.563824719574e-03,4.089147312377e-03,16.000000,1
447,9.364262590482e-04,1.052196265112e-03,16.000000,1
448,4.784393977576e-04,0.000000000000e+00,32.000000,1
449,3.227634513438e-03,2.046380186313e-03,20.000000,1
450,8.823495175057e-04,6.518585026886e-04,22.000000,1
451,9.811492785559e-04,0.000000000000e+00,22.000000,1
452,2.669271594855e-03,1.784443845039e-03,14.000000,1
