target_id,pos_error_m,rot_error_rad,num_iterations,converged
0,7.026811669960e-04,1.382465445700e-03,18.000000,1
1,5.426533480198e-03,3.533554746432e-03,15.000000,1
2,3.576760237902e-04,0.000000000000e+00,15.000000,1
3,1.772441119132e-03,3.778886107415e-04,29.000000,1
4,2.605085143197e-03,7.710072408272e-04,14.000000,1
5,3.652998074117e-03,1.383735545766e-03,23.000000,1
6,7.192222137374e-03,9.231214979501e-03,13.000000,1
7,4.008814874838e-03,9.232753966788e-04,19.000000,1
8,5.125797066243e-03,6.646861572220e-04,14.000000,1
9,2.982041158094e-03,1.682024215616e-03,18.000000,1
10,8.188565980285e-03,6.416461385192e-03,17.000000,1
11,2.423087475027e-03,6.059305343650e-03,20.000000,1
12,9.610146409380e-03,5.538244657532e-03,14.000000,1
13,1.863208819514e-03,1.195699436978e-03,15.000000,1
14,4.292102764601e-04,5.162928811296e-04,16.000000,1
15,6.649280694089e-03,1.102670713835e-03,15.000000,1
16,1.064063267502e-03,1.562218067557e-03,15.000000,1
17,4.930647756067e-04,5.589916260917e-04,17.000000,1
18,6.485405475714e-04,3.446699493775e-04,15.000000,1
19,1.119288941743e-03,4.173951586058e-04,14.000000,1
20,9.637572519321e-03,3.162037976697e-03,15.000000,1
21,8.309982563900e-03,8.599047374332e-04,17.000000,1
22,1.661075916763e-03,3.647558500428e-04,19.000000,1
23,7.105289135847e-03,2.567494742942e-03,13.000000,1
24,9.273928856006e-03,2.337106525942e-03,14.000000,1
25,6.227593063783e-04,1.632752304022e-03,17.000000,1
26,4.381116521751e-04,5.555480708439e-04,20.000000,1
27,5.433707889928e-04,3.564242876164e-04,15.000000,1
28,7.289806892880e-03,1.565744508315e-02,18.000000,1
29,8.204124122732e-03,3.841787322324e-03,16.000000,1
30,8.138275804845e-03,2.574478600947e-03,15.000000,1
31,9.136571367363e-03,1.293951344070e-03,14.000000,1
32,1.447667386816e-03,4.210744142949e-04,22.000000,1
33,7.407663535299e-03,7.667431321216e-03,18.000000,1
34,1.592208538321e-03,1.218849460164e-03,17.000000,1
35,9.995473655847e-03,6.086755591388e-03,16.000000,1
36,4.342441335248e-03,1.637070650011e-03,15.000000,1
37,3.545636352595e-03,2.937667415251e-04,16.000000,1
38,4.847190461670e-03,6.311368784953e-03,14.000000,1
39,7.573902720729e-03,1.078612472472e-03,13.000000,1
40,4.338757530134e-04,8.169125933859e-04,18.000000,1
