target_id,pos_error_m,rot_error_rad,num_iterations,converged
0,2.096822381476e-04,5.655884370570e-04,20.000000,1
1,3.801618467812e-03,1.347223917085e-03,19.000000,1
2,6.890097179271e-03,1.231502560609e-03,15.000000,1
3,3.768548339682e-04,6.339455513436e-04,15.000000,1
4,5.893442086944e-03,5.426417623216e-04,22.000000,1
5,4.461319607348e-03,7.595858832813e-04,17.000000,1
6,2.850043712951e-03,8.219076878280e-04,14.000000,1
7,6.198303603063e-03,1.804522614013e-03,20.000000,1
8,8.149867462977e-03,2.282434383931e-03,13.000000,1
9,3.629627672969e-04,4.452623057014e-04,17.000000,1
10,5.089037582486e-03,2.367770548222e-03,13.000000,1
11,5.010826493933e-03,6.089385430657e-03,16.000000,1
12,1.930013212932e-03,1.252404548242e-03,18.000000,1
13,5.913067458818e-03,1.794548113079e-03,15.000000,1
14,4.875513014599e-04,5.307509554236e-04,15.000000,1
15,4.961023814067e-03,2.087974175419e-03,12.000000,1
16,7.909427621225e-03,2.772386890463e-03,13.000000,1
17,5.923671589163e-03,1.737959940367e-03,13.000000,1
18,2.197514499790e-03,1.610665050195e-03,16.000000,1
19,6.357419901613e-04,0.000000000000e+00,16.000000,1
20,3.442808116154e-03,4.486850158690e-03,13.000000,1
21,1.236286051222e-03,6.498366643665e-04,14.000000,1
22,7.528532811902e-03,7.489338360670e-03,13.000000,1
23,4.335581438550e-03,4.198297770751e-03,15.000000,1
24,7.658018597887e-03,3.138095945650e-03,14.000000,1
25,2.075279827072e-03,1.505898294354e-03,15.000000,1
26,3.357311925567e-03,4.183130378881e-03,15.000000,1
27,2.575250440587e-03,1.550794412832e-03,16.000000,1
28,7.978548099183e-03,4.877222406691e-03,13.000000,1
29,3.321630375391e-03,8.071488576263e-04,16.000000,1
30,3.462355759896e-03,1.102475289620e-03,16.000000,1
31,4.310549725721e-03,5.133367188198e-03,13.000000,1
32,5.047129382116e-03,5.276953562689e-03,13.000000,1
33,8.937044448197e-03,2.398724223264e-03,12.000000,1
34,3.287165580667e-03,7.108501788243e-03,19.000000,1
35,3.506882750498e-03,1.716236753847e-03,15.000000,1
36,3.089477272915e-03,1.518954185032e-03,15.000000,1
37,6.765904574968e-03,3.466305239839e-03,15.000000,1
38,1.629328942992e-03,3.818893152030e-03,17.000000,1
39,8.049768438961e-03,2.413404441901e-03,14.000000,1
40,7.466343915115e-03,2.370680900212e-03,13.000000,1
41,5.783792292595e-03,6.129945093574e-03,21.000000,1
42,4.758400088922e-03,1.899833811069e-03,17.000000,1
43,8.343529510219e-03,7.977607934318e-03,16.000000,1
44,1.894876540357e-03,1.482948991011e-03,15.000000,1
45,1.111800197753e-03,1.356267809082e-03,14.000000,1
46,4.406888452102e-03,1.046658354642e-02,13.000000,1
47,4.850139832638e-03,7.399794551492e-03,19.000000,1
48,4.621438958726e-03,1.161500964989e-02,14.000000,1
49,3.281822756240e-04,3.979897227844e-04,25.000000,1
50,7.567229685257e-03,1.749615445769e-03,21.000000,1
51,2.820753748861e-03,1.537747775453e-03,17.000000,1
52,6.031808269696e-03,3.318955211055e-03,17.000000,1
53,8.740593260899e-03,1.329911935793e-03,14.000000,1
54,1.893485932563e-03,1.691719666874e-03,18.000000,1
55,1.572990830689e-03,1.254011705312e-03,13.000000,1
56,3.119487505696e-03,1.848982756503e-03,13.000000,1
57,4.567159962170e-03,1.321966450939e-03,15.000000,1
58,4.567495284808e-03,1.373829415587e-03,15.000000,1
59,9.413087658833e-04,1.294246003358e-03,16.000000,1
60,4.877495716674e-03,1.129504549432e-03,13.000000,1
61,9.402858124992e-03,2.752961408260e-03,14.000000,1
62,9.182635174888e-03,1.266606027211e-03,15.000000,1
63,7.291157705481e-03,7.003152994805e-03,18.000000,1
64,1.223952950099e-03,5.056414873702e-04,17.000000,1
65,1.735832660949e-03,5.937257008349e-04,16.000000,1
66,3.772258808725e-03,5.502338674973e-03,19.000000,1
67,8.803044069094e-04,3.404701607056e-04,22.000000,1
68,8.627349365951e-04,1.250418694609e-03,17.000000,1
69,1.359043237769e-03,1.178980379633e-03,17.000000,1
70,6.199024473710e-03,2.426699266252e-03,13.000000,1
71,2.751092217488e-03,2.967525246537e-03,19.000000,1
72,2.441564806158e-04,3.085180040763e-04,15.000000,1
73,6.690237353281e-03,1.893496547384e-03,17.000000,1
74,2.429471363962e-03,7.076020755816e-04,15.000000,1
75,3.437704496664e-03,6.464614728698e-03,21.000000,1
76,5.174525524627e-03,9.022406763795e-03,14.000000,1
77,8.513759056569e-03,2.212603303447e-03,12.000000,1
78,8.580166095930e-03,9.062806210987e-04,15.000000,1
79,3.498168926069e-03,4.561862354501e-03,19.000000,1
80,5.145762588089e-03,9.813014518926e-04,18.000000,1
81,8.669745937235e-03,6.828219992785e-04,19.000000,1
82,7.588854687959e-03,6.722983393814e-03,15.000000,1
83,5.108412991663e-03,7.615793363896e-04,19.000000,1
84,2.145904087546e-03,6.127453475252e-04,15.000000,1
85,8.067370289870e-03,7.434374642899e-03,21.000000,1
86,6.167062224300e-03,9.725429333077e-04,15.000000,1
87,3.418528245876e-03,2.922843312447e-03,15.000000,1
88,2.450228261630e-03,5.090752859090e-03,15.000000,1
