target_id,pos_error_m,rot_error_rad,converged_loose,converged_medium,converged_strict
43,1.7191308753183553e-08,1.1920928955078133e-07,1,1,1
44,2.3205560588709893e-08,1.3493575361575816e-07,1,1,1
45,4.191761170915379e-08,1.3978528260658483e-07,1,1,1
46,5.7390541508694024e-08,1.591008641128439e-07,1,1,1
47,6.640261060092182e-08,5.960464477539064e-08,1,1,1
48,5.151458778263204e-08,9.884312124119404e-08,1,1,1
49,2.0688404742525396e-08,1.1542389828584848e-07,1,1,1
50,4.770852957372804e-08,2.1283115233608674e-07,1,1,1
51,3.001689881989588e-08,1.1542389828584848e-07,1,1,1
52,2.96270764967922e-08,1.0745380149674388e-07,1,1,1
53,3.2592521853853914e-08,9.424321830774487e-08,1,1,1
54,2.9439444963119917e-08,1.2467205919833125e-07,1,1,1
55,1.887476156310265e-08,1.1920928955078133e-07,1,1,1
56,5.716289179370858e-08,1.1348386266624797e-07,1,1,1
57,5.881291171152607e-08,2.0754915888881898e-07,1,1,1
58,3.978561397168243e-08,1.1920928955078133e-07,1,1,1
59,4.9260513593485275e-08,1.3818768405162858e-07,1,1,1
60,6.658647519619982e-08,1.6186804311275822e-07,1,1,1
61,4.3559316045811805e-08,8.940696716308596e-08,1,1,1
62,7.136833325388019e-08,1.6323404237781964e-07,1,1,1
63,9.726593934967112e-08,7.300048299977716e-08,1,1,1
64,8.985384666344373e-08,1.1542389828584848e-07,1,1,1
65,4.534244038622084e-08,1.8611544365878127e-07,1,1,1
66,1.8570417322441677e-08,1.9768624248238833e-07,1,1,1
67,6.574056333687605e-08,7.300048299977716e-08,1,1,1
68,3.591703289715246e-08,1.0745380149674388e-07,1,1,1
69,5.8870363596263824e-08,4.712160915387242e-08,1,1,1
70,5.793395578859609e-08,6.322027276634106e-08,1,1,1
71,4.094651970383149e-08,1.2287812309317777e-07,1,1,1
72,6.415679395336789e-08,1.6049041769309372e-07,1,1,1
73,2.333554882032102e-08,2.7151207861734413e-07,1,1,1
74,1.0236582144577812e-07,1.264405455326822e-07,1,1,1
75,3.724979181516913e-08,1.1733186057227575e-07,1,1,1
76,4.973178951373259e-08,8.688795409866128e-08,1,1,1
77,1.0488791483687944e-07,1.3818768405162858e-07,1,1,1
78,3.050039660188704e-07,1.1920928955078133e-07,1,1,1
79,1.2628781885953335e-07,1.1151007970493862e-07,1,1,1
80,9.397638943096522e-08,6.989264130329237e-08,1,1,1
81,8.962340011956488e-08,6.276202109054635e-07,1,1,1
82,2.983823661626189e-08,5.16191365590357e-08,1,1,1
83,4.589438710650248e-08,1.8371385344770506e-07,1,1,1
84,3.632831381208077e-08,9.185692672385244e-08,1,1,1
85,4.230004979327269e-08,1.3493575361575816e-07,1,1,1
86,4.2306909928999886e-08,9.424321830774487e-08,1,1,1
87,2.8393742153427424e-07,1.332800374925012e-07,1,1,1
88,5.9033755323053796e-08,7.300048299977716e-08,1,1,1
89,6.75341163389435e-08,8.429369702178808e-08,1,1,1
90,1.5210175367210013e-07,4.2146848510894035e-08,1,1,1
91,1.085108477774301e-07,1.2990531157078375e-07,1,1,1
92,2.0337664694215882e-07,7.300048299977716e-08,1,1,1
93,3.5190812278934825e-08,8.161702118890975e-08,1,1,1
94,4.0087600558713255e-08,4.2146848510894035e-08,1,1,1
95,2.2417312249846954e-07,1.504943510645939e-07,1,1,1
96,2.1596240021694074e-07,2.0322474385776937e-07,1,1,1
97,1.676518012941588e-07,1.9768624248238833e-07,1,1,1
98,7.882339537914013e-08,1.0323827311807144e-07,1,1,1
99,5.643965039482613e-08,7.884953353001449e-08,1,1,1
100,4.921313150787226e-08,7.884953353001449e-08,1,1,1
101,9.644086714436483e-08,9.884312124119404e-08,1,1,1
102,5.834844550407883e-09,1.332800374925012e-07,1,1,1
103,1.921666061624392e-07,1.6323404237781964e-07,1,1,1
104,1.766172318461394e-07,1.429269171748377e-07,1,1,1
105,1.6117772664424146e-07,8.688795409866128e-08,1,1,1
106,1.4434876711809595e-07,2.9876735293512787e-07,1,1,1
107,3.88862908578388e-08,1.0745380149674388e-07,1,1,1
108,1.5503234412643818e-07,1.7631291696726156e-07,1,1,1
109,1.5423372896693607e-07,1.6323404237781964e-07,1,1,1
110,9.836198689919482e-08,1.1920928955078133e-07,1,1,1
111,1.424169390847737e-08,0.0,1,1,1
112,5.476240672631677e-08,2.0647654623614315e-07,1,1,1
113,9.234231593541997e-08,1.9768624248238833e-07,1,1,1
114,1.9904882119174077e-07,1.0950072449966577e-07,1,1,1
115,6.268501887686327e-08,8.688795409866128e-08,1,1,1
116,1.002560505848537e-07,6.989264130329237e-08,1,1,1
117,1.948638651259207e-07,2.448510635667298e-07,1,1,1
118,2.8230181396385588e-08,1.6726511955740805e-07,1,1,1
119,6.314168453795723e-08,7.598131170262078e-08,1,1,1
120,1.0857932471822623e-07,1.0745380149674388e-07,1,1,1
121,9.158268275319139e-08,1.460009659995544e-07,1,1,1
122,1.477987028362244e-07,7.884953353001449e-08,1,1,1
123,1.2517027565229697e-07,3.3386582884800705e-07,1,1,1
124,1.2080741927605912e-07,1.3657139822709094e-07,1,1,1
125,3.1564774870144915e-08,9.65705618025044e-08,1,1,1
126,4.561394192477242e-08,2.6488883546935366e-07,1,1,1
127,3.2129406308684074e-07,8.429369702178808e-08,1,1,1
128,3.664306100469358e-08,1.1920928955078133e-07,1,1,1
129,8.65166463632475e-08,2.0322474385776937e-07,1,1,1
