target_id,pos_error_m,rot_error_rad,num_iterations,converged
0,1.652625328849e-03,1.614151728909e-03,20.000000,1
1,2.431354821961e-03,1.205735019900e-03,14.000000,1
2,2.385769526846e-03,7.662612582374e-04,20.000000,1
3,7.457270358604e-03,6.787072932369e-03,23.000000,1
4,3.970158139059e-03,1.628262762394e-03,13.000000,1
5,8.120745553452e-03,3.420723245612e-03,14.000000,1
6,2.289499356044e-03,6.907814776979e-04,14.000000,1
7,7.053272726404e-03,1.098877654664e-03,16.000000,1
8,7.393992450698e-04,3.632305201988e-04,16.000000,1
9,4.322611951943e-03,1.193521837717e-02,13.000000,1
10,2.458932720448e-03,2.376108184337e-03,14.000000,1
11,1.537106538415e-03,4.649451737424e-04,16.000000,1
12,6.894372369060e-03,7.032589788415e-03,21.000000,1
13,1.924587721092e-03,1.130158440715e-03,16.000000,1
14,1.083971128620e-03,5.193312439009e-04,18.000000,1
15,1.223813599376e-04,0.000000000000e+00,16.000000,1
16,7.752538155275e-03,2.599334368533e-03,14.000000,1
17,9.107429056147e-04,3.128629591504e-04,21.000000,1
18,3.242225826228e-03,5.663458005353e-03,17.000000,1
19,4.750949850566e-03,2.769456210968e-03,14.000000,1
20,1.947030455350e-04,1.149037922321e-04,16.000000,1
21,3.972359552443e-03,1.065684859406e-03,14.000000,1
22,3.346240222080e-04,3.197116791394e-04,19.000000,1
23,7.250834119791e-04,1.219629625525e-03,17.000000,1
24,1.331278653120e-03,1.320946960137e-03,20.000000,1
25,8.103805839926e-03,9.042920863852e-03,17.000000,1
26,5.025838103710e-03,6.597562366914e-03,15.000000,1
27,7.521995863468e-04,6.229567181091e-04,18.000000,1
28,4.700350968182e-03,1.277152657040e-03,19.000000,1
29,1.382594483995e-03,7.662213404630e-04,19.000000,1
30,4.440618678658e-03,3.546735565976e-03,16.000000,1
31,9.582933448712e-03,3.567152870214e-03,13.000000,1
32,6.487385234826e-03,2.270724821276e-03,14.000000,1
33,9.927188204186e-04,1.112514208712e-04,17.000000,1
34,8.931442643930e-03,1.025473797459e-02,20.000000,1
35,5.112057471513e-04,1.328786835309e-04,19.000000,1
