N,graph_mode,repeat_id,host_prepare_ms,h2d_ms,graph_launch_or_kernel_launch_ms,gpu_stream_ms,d2h_ms,e2e_ms,fallback_count
1000,off,19,1.9e-05,0.0804800019,0.012403,52.4210548,0.0183680002,52.563687,0
1000,off,20,1.3e-05,0.0807359964,0.014309,55.9311371,0.0337920003,56.097141,0
1000,off,21,1.6e-05,0.142655998,0.016222,52.4073601,0.0378880017,52.657498,0
1000,off,22,4e-05,0.0898239985,0.028927,52.4076805,0.0303039998,52.606575,0
1000,off,23,1.9e-05,0.0812800005,0.029684,52.4363823,0.0295039993,52.62335,0
1000,off,24,2.4e-05,0.0864320025,0.026295,54.616703,0.0307839997,55.108444,0
1000,off,25,2.6e-05,0.121376,0.017746,52.669857,0.0385919996,52.908074,0
1000,off,26,2.4e-05,0.135552004,0.023524,52.4253426,0.0154560003,52.6103,0
1000,off,27,1.4e-05,0.0786240026,0.003762,52.3996468,0.0192000009,52.541621,0
1000,off,28,1.4e-05,0.0944959968,0.008336,52.5723839,0.0235520005,52.728945,0
1000,off,29,1.3e-05,0.117951997,0.003721,53.3580475,0.0255040005,54.277207,0
1000,off,30,2.4e-05,0.132192001,0.018298,54.1503029,0.0285119992,54.369876,0
1000,off,31,1.3e-05,0.143360004,0.010734,52.5734062,0.0314240009,52.799227,0
1000,off,32,1.2e-05,0.110016003,0.01723,52.4192963,0.0160639994,52.584472,0
1000,off,33,2.6e-05,0.076448001,0.007857,52.4048004,0.0231359992,52.563721,0
1000,off,34,2.3e-05,0.0928959996,0.01312,54.8974724,0.0253120009,55.900386,0
1000,off,35,1.9e-05,0.126080006,0.010604,53.4962883,0.0258879997,53.692696,0
1000,off,36,1.4e-05,0.126944005,0.011269,52.4010239,0.0242560003,52.605031,0
1000,off,37,2.1e-05,0.115936004,0.010156,52.4119987,0.0142719997,52.594502,0
1000,off,38,1.4e-05,0.0811519995,0.006323,52.397377,0.0211200006,52.551547,0
1000,off,39,2.3e-05,0.0761599988,0.01413,54.2136002,0.0296640005,54.809798,0
1000,off,40,2e-05,0.114528,0.0081,53.6919022,0.0274880007,53.884299,0
1000,off,41,1.4e-05,0.153439999,0.012029,52.399807,0.0182080008,52.611727,0
1000,off,42,1.3e-05,0.102944002,0.005545,52.4030724,0.0192959998,52.568128,0
1000,off,43,1.2e-05,0.0965759978,0.002883,52.4050255,0.0167360008,52.560346,0
1000,off,44,1.5e-05,0.0896639973,0.00348,54.7444801,0.0237440001,55.008143,0
1000,off,45,1.3e-05,0.119999997,0.006775,53.2336655,0.0279680006,53.426147,0
1000,off,46,1.5e-05,0.146720007,0.008154,52.405056,0.0224639997,52.633525,0
1000,off,47,1.3e-05,0.0805120021,0.018176,52.4180145,0.0154879997,52.547043,0
1000,off,48,1.4e-05,0.0830079988,0.004132,52.3989449,0.0245760009,52.552932,0
1000,off,49,1.4e-05,0.0985279977,0.003725,55.8951035,0.0266559999,56.238169,0
1000,off,50,1.4e-05,0.120191999,0.005657,53.219265,0.0280639995,53.412652,0
1000,off,51,1.5e-05,0.146239996,0.010149,52.7227516,0.0299200006,52.937109,0
1000,off,52,1.3e-05,0.126399994,0.004951,52.4043503,0.0186880007,52.589987,0
1000,off,53,1.3e-05,0.0949440002,0.004183,52.4102097,0.0179839991,52.560452,0
1000,off,54,1.3e-05,0.0888319984,0.004013,53.2635841,0.0286400001,54.027222,0
1000,off,55,1.4e-05,0.131072,0.004906,54.343647,0.0246719997,54.539109,0
1000,off,56,1.4e-05,0.118975997,0.008947,52.3974724,0.0175679997,52.578619,0
1000,off,57,1.5e-05,0.0973440036,0.005021,52.4055023,0.0280959997,52.577043,0
1000,off,58,1.4e-05,0.0985279977,0.004536,52.399231,0.0197439995,52.556569,0
1000,off,59,1.4e-05,0.0900480002,0.006159,52.4074249,0.0162879992,52.549186,0
1000,off,60,1.4e-05,0.0839999989,0.005557,55.8120956,0.0245760009,55.964252,0
1000,off,61,1.4e-05,0.122015998,0.006356,52.3969612,0.0162879992,52.571731,0
1000,off,62,1.5e-05,0.0780799985,0.00542,52.7306862,0.0237440001,52.866028,0
1000,off,63,1.3e-05,0.119680002,0.004285,52.4019508,0.0180159993,52.582661,0
1000,off,64,1.4e-05,0.0988480002,0.003452,52.3969917,0.0175999999,52.550304,0
1000,off,65,1.2e-05,0.0890880004,0.002834,55.8607025,0.0307839997,56.028488,0
1000,off,66,1.4e-05,0.146559998,0.012,52.4127045,0.0146239996,52.611735,0
1000,off,67,1.4e-05,0.0815040022,0.004524,52.4148483,0.0176960006,52.559258,0
1000,off,68,1.4e-05,0.0920000002,0.003602,52.5643501,0.0207359996,52.710862,0
1000,off,69,1.4e-05,0.103551999,0.003688,52.4022713,0.0184640009,52.566466,0
1000,off,70,2.5e-05,0.0777280033,0.010636,57.0342712,0.0249920003,57.176771,0
1000,off,71,1.3e-05,0.123616003,0.011283,52.4064636,0.0226879995,52.596411,0
1000,off,72,1.3e-05,0.0996799991,0.004697,52.406559,0.0182719994,52.571033,0
1000,off,73,1.4e-05,0.0947519988,0.004099,52.5556145,0.0241599996,52.705461,0
1000,off,74,1.4e-05,0.125088006,0.003329,52.4606705,0.0160319991,52.642553,0
1000,off,75,1.3e-05,0.100383997,0.004802,55.8937912,0.0253759995,56.063859,0
1000,off,76,1.3e-05,0.121151999,0.006317,52.3947182,0.0152960001,52.565809,0
1000,off,77,1.4e-05,0.0809279978,0.005943,52.3902092,0.0179200005,52.533667,0
1000,off,78,1.3e-05,0.0940480009,0.006805,52.4145279,0.0231359992,52.571659,0
1000,off,79,1.4e-05,0.0940160006,0.005699,52.4004173,0.0248639993,52.56045,0
1000,off,80,1.4e-05,0.0956159979,0.003189,55.831295,0.0300159995,56.003827,0
1000,off,81,1.4e-05,0.148543999,0.010122,52.393055,0.0152639998,52.59751,0
1000,off,82,1.3e-05,0.0828799978,0.008256,52.4139824,0.0172160007,52.564673,0
1000,off,83,1.4e-05,0.0870079994,0.00494,52.3909454,0.026912,52.54424,0
1000,off,84,1.4e-05,0.100768,0.004062,52.3911362,0.0183039997,52.558446,0
1000,off,85,1.4e-05,0.0877119973,0.004239,56.3234863,0.0254079998,56.477237,0
1000,off,86,1.4e-05,0.124031998,0.008006,52.3975029,0.0172799993,52.588067,0
1000,off,87,1.4e-05,0.091839999,0.004949,52.5398712,0.0315839984,52.703206,0
1000,off,88,1.4e-05,0.129183993,0.004487,52.393856,0.0170879997,52.588353,0
1000,off,89,1.4e-05,0.0943360031,0.005995,52.3928642,0.0153919999,52.536616,0
1000,off,90,1.4e-05,0.0799359977,0.004439,57.017601,0.0287040006,57.179003,0
1000,off,91,1.2e-05,0.140864,0.008166,52.391201,0.0188159999,52.596533,0
1000,off,92,1.4e-05,0.0796800032,0.01252,52.3984947,0.01664,52.541943,0
1000,off,93,1.4e-05,0.0989440009,0.004715,52.3945274,0.0330239981,52.56601,0
1000,off,94,1.3e-05,0.103487998,0.004055,52.3905296,0.0154879997,52.551746,0
1000,off,95,1.4e-05,0.148895994,0.003916,55.4077759,0.0380799994,55.660203,0
1000,off,96,1.2e-05,0.141663998,0.014554,52.7232971,0.0287040006,52.941451,0
1000,off,97,1.4e-05,0.147231996,0.010127,52.4028816,0.0182719994,52.617119,0
1000,off,98,1.4e-05,0.0950080007,0.00601,52.3904305,0.0170879997,52.543722,0
1000,off,99,1.3e-05,0.0847039968,0.005725,52.3858223,0.0204160009,52.537382,0
1000,capture_replay,0,2.7e-05,0.0,0.018524,61.3192329,0.0,61.365676,0
1000,capture_replay,1,1.9e-05,0.0,0.010447,60.8094063,0.0,60.845123,0
1000,capture_replay,2,1.4e-05,0.0,0.009631,61.2888947,0.0,61.322848,0
1000,capture_replay,3,1.3e-05,0.0,0.007497,60.0672302,0.0,60.096877,0
1000,capture_replay,4,1.4e-05,0.0,0.008008,60.0464325,0.0,60.078031,0
1000,capture_replay,5,1.3e-05,0.0,0.009281,60.9564171,0.0,60.991481,0
1000,capture_replay,6,1.2e-05,0.0,0.008238,61.6520958,0.0,61.683884,0
1000,capture_replay,7,1.5e-05,0.0,0.009277,60.9592323,0.0,60.989117,0
1000,capture_replay,8,1.4e-05,0.0,0.008852,60.9137917,0.0,60.945225,0
1000,capture_replay,9,1.5e-05,0.0,0.00969,60.6133766,0.0,60.643695,0
1000,capture_replay,10,1.2e-05,0.0,0.008489,59.6646385,0.0,59.695066,0
1000,capture_replay,11,1.3e-05,0.0,0.007727,61.0518417,0.0,61.081208,0
1000,capture_replay,12,1.5e-05,0.0,0.009012,60.8255997,0.0,60.854522,0
1000,capture_replay,13,1.3e-05,0.0,0.008408,61.5426865,0.0,61.570501,0
1000,capture_replay,14,1.4e-05,0.0,0.009245,60.475296,0.0,60.515077,0
1000,capture_replay,15,1.5e-05,0.0,0.013421,59.9230385,0.0,59.953373,0
1000,capture_replay,16,1.3e-05,0.0,0.007946,61.0417595,0.0,61.091127,0
1000,capture_replay,17,1.4e-05,0.0,0.015492,61.7514229,0.0,61.78386,0
1000,capture_replay,18,1.5e-05,0.0,0.008838,60.8191986,0.0,60.847076,0
1000,capture_replay,19,1.4e-05,0.0,0.007264,60.9443855,0.0,60.975237,0
1000,capture_replay,20,1.4e-05,0.0,0.009053,60.9697266,0.0,60.998434,0
1000,capture_replay,21,1.4e-05,0.0,0.007605,59.2189102,0.0,59.247304,0
1000,capture_replay,22,1.3e-05,0.0,0.007063,61.1172485,0.0,61.155211,0
1000,capture_replay,23,1.3e-05,0.0,0.0087,61.2310066,0.0,61.26198,0
1000,capture_replay,24,1.4e-05,0.0,0.008042,61.0321617,0.0,61.059726,0
1000,capture_replay,25,1.4e-05,0.0,0.010377,60.6809921,0.0,60.709983,0
1000,capture_replay,26,1.4e-05,0.0,0.00845,60.1068497,0.0,60.133961,0
1000,capture_replay,27,1.4e-05,0.0,0.007181,60.010849,0.0,60.040189,0
1000,capture_replay,28,1.4e-05,0.0,0.0082,61.3812485,0.0,61.409195,0
1000,capture_replay,29,1.4e-05,0.0,0.008529,61.1405754,0.0,61.167913,0
1000,capture_replay,30,1.4e-05,0.0,0.007888,61.4716148,0.0,61.499816,0
1000,capture_replay,31,1.4e-05,0.0,0.008814,62.0391693,0.0,62.067611,0
1000,capture_replay,32,1.3e-05,0.0,0.008013,60.6964149,0.0,60.723523,0
1000,capture_replay,33,1.3e-05,0.0,0.006995,59.9961929,0.0,60.030331,0
1000,capture_replay,34,1.4e-05,0.0,0.009252,61.3552017,0.0,61.381536,0
1000,capture_replay,35,1.4e-05,0.0,0.007708,61.2875519,0.0,61.315552,0
1000,capture_replay,36,1.3e-05,0.0,0.007385,61.6559372,0.0,61.683929,0
1000,capture_replay,37,1.4e-05,0.0,0.008237,60.8952942,0.0,60.923726,0
1000,capture_replay,38,1.3e-05,0.0,0.007793,60.3231354,0.0,60.351638,0
1000,capture_replay,39,1.4e-05,0.0,0.008086,59.8095665,0.0,59.842547,0
1000,capture_replay,40,1.4e-05,0.0,0.008888,61.7106552,0.0,61.738816,0
1000,capture_replay,41,1.3e-05,0.0,0.007031,61.240448,0.0,61.267213,0
1000,capture_replay,42,1.3e-05,0.0,0.0073,61.6292152,0.0,61.65619,0
1000,capture_replay,43,1.3e-05,0.0,0.007573,61.0349426,0.0,61.062782,0
1000,capture_replay,44,1.4e-05,0.0,0.007774,59.2360306,0.0,59.264927,0
1000,capture_replay,45,1.3e-05,0.0,0.008257,61.1218224,0.0,61.155587,0
1000,capture_replay,46,1.4e-05,0.0,0.007685,61.4806404,0.0,61.508488,0
1000,capture_replay,47,1.4e-05,0.0,0.008449,60.6740494,0.0,60.702745,0
1000,capture_replay,48,1.3e-05,0.0,0.008473,62.2356148,0.0,62.26395,0
1000,capture_replay,49,1.3e-05,0.0,0.007591,58.3484154,0.0,58.375759,0
1000,capture_replay,50,1.3e-05,0.0,0.007447,61.4132462,0.0,61.45672,0
1000,capture_replay,51,1.3e-05,0.0,0.012353,61.3195839,0.0,61.355358,0
1000,capture_replay,52,1.4e-05,0.0,0.008476,61.5281906,0.0,61.557114,0
1000,capture_replay,53,1.5e-05,0.0,0.008399,60.8503342,0.0,60.876303,0
1000,capture_replay,54,1.4e-05,0.0,0.00793,60.8497925,0.0,60.876405,0
1000,capture_replay,55,1.4e-05,0.0,0.007381,60.7238083,0.0,60.751173,0
1000,capture_replay,56,1.3e-05,0.0,0.007976,59.4011536,0.0,59.435009,0
1000,capture_replay,57,1.3e-05,0.0,0.008426,61.1642876,0.0,61.19254,0
1000,capture_replay,58,1.4e-05,0.0,0.00813,60.6226578,0.0,60.652351,0
1000,capture_replay,59,1.4e-05,0.0,0.009139,60.9292488,0.0,60.957564,0
1000,capture_replay,60,1.4e-05,0.0,0.008354,60.9268494,0.0,60.955662,0
1000,capture_replay,61,1.4e-05,0.0,0.007681,59.2348175,0.0,59.265814,0
1000,capture_replay,62,1.4e-05,0.0,0.008328,60.9673615,0.0,61.000937,0
1000,capture_replay,63,1.4e-05,0.0,0.006922,61.5183678,0.0,61.548218,0
1000,capture_replay,64,1.3e-05,0.0,0.008453,61.8354225,0.0,61.866154,0
1000,capture_replay,65,1.3e-05,0.0,0.008927,60.7445107,0.0,60.771415,0
1000,capture_replay,66,1.3e-05,0.0,0.006645,60.5374069,0.0,60.565997,0
1000,capture_replay,67,1.4e-05,0.0,0.00824,58.9733429,0.0,59.003613,0
1000,capture_replay,68,1.4e-05,0.0,0.009023,61.094017,0.0,61.125703,0
1000,capture_replay,69,1.4e-05,0.0,0.008938,61.2521286,0.0,61.281571,0
1000,capture_replay,70,1.5e-05,0.0,0.008604,60.6446724,0.0,60.672704,0
1000,capture_replay,71,1.3e-05,0.0,0.007351,60.5437126,0.0,60.574095,0
1000,capture_replay,72,1.4e-05,0.0,0.00866,58.7988815,0.0,58.826862,0
1000,capture_replay,73,1.3e-05,0.0,0.007841,60.7583694,0.0,60.826446,0
1000,capture_replay,74,1.3e-05,0.0,0.028079,61.058815,0.0,61.088062,0
1000,capture_replay,75,1.3e-05,0.0,0.00837,60.4520645,0.0,60.478872,0
1000,capture_replay,76,1.4e-05,0.0,0.00812,60.6289597,0.0,60.655728,0
1000,capture_replay,77,1.3e-05,0.0,0.007113,60.1112976,0.0,60.140736,0
1000,capture_replay,78,1.4e-05,0.0,0.009054,59.3443832,0.0,59.37362,0
1000,capture_replay,79,1.3e-05,0.0,0.008157,61.1504326,0.0,61.178133,0
1000,capture_replay,80,1.4e-05,0.0,0.00701,60.5391998,0.0,60.566864,0
1000,capture_replay,81,1.3e-05,0.0,0.007888,62.6709747,0.0,62.698686,0
1000,capture_replay,82,1.4e-05,0.0,0.008015,60.1397438,0.0,60.169081,0
1000,capture_replay,83,1.4e-05,0.0,0.008137,59.1006088,0.0,59.130566,0
1000,capture_replay,84,1.3e-05,0.0,0.00842,60.4617271,0.0,60.496455,0
1000,capture_replay,85,1.5e-05,0.0,0.008365,61.0740814,0.0,61.104315,0
1000,capture_replay,86,1.4e-05,0.0,0.008842,60.1979218,0.0,60.228384,0
1000,capture_replay,87,1.3e-05,0.0,0.008576,60.7440948,0.0,60.773968,0
1000,capture_replay,88,1.4e-05,0.0,0.009465,60.0877113,0.0,60.116991,0
1000,capture_replay,89,1.3e-05,0.0,0.008554,59.5721283,0.0,59.60244,0
1000,capture_replay,90,1.4e-05,0.0,0.009259,60.9908142,0.0,61.019442,0
1000,capture_replay,91,1.4e-05,0.0,0.007819,60.6998062,0.0,60.729014,0
1000,capture_replay,92,1.3e-05,0.0,0.008529,60.5755196,0.0,60.60437,0
1000,capture_replay,93,1.4e-05,0.0,0.007994,60.9506569,0.0,60.980197,0
1000,capture_replay,94,1.4e-05,0.0,0.00829,59.0358086,0.0,59.065403,0
1000,capture_replay,95,1.3e-05,0.0,0.008572,60.9305611,0.0,60.964453,0
1000,capture_replay,96,1.4e-05,0.0,0.00773,61.0294724,0.0,61.05899,0
1000,capture_replay,97,1.3e-05,0.0,0.007908,61.5665932,0.0,61.595962,0
1000,capture_replay,98,1.3e-05,0.0,0.009052,60.7525139,0.0,60.780425,0
1000,capture_replay,99,1.4e-05,0.0,0.007684,61.5052147,0.0,61.53369,0
1000,persistent_replay,0,2.7e-05,0.0,0.01438,56.6123199,0.0,56.683264,0
1000,persistent_replay,1,2.6e-05,0.0,0.020948,56.1065903,0.0,56.158554,0
1000,persistent_replay,2,2e-05,0.0,0.017694,56.5149765,0.0,56.550296,0
1000,persistent_replay,3,1.4e-05,0.0,0.006674,56.1614723,0.0,56.192775,0
1000,persistent_replay,4,2e-05,0.0,0.008407,56.217247,0.0,56.243136,0
1000,persistent_replay,5,1.7e-05,0.0,0.0067,57.4307823,0.0,57.456368,0
1000,persistent_replay,6,1.3e-05,0.0,0.007017,55.9249268,0.0,55.950109,0
1000,persistent_replay,7,1.4e-05,0.0,0.006264,56.5545273,0.0,56.611934,0
1000,persistent_replay,8,2.6e-05,0.0,0.018157,56.6275215,0.0,56.654863,0
1000,persistent_replay,9,1.9e-05,0.0,0.006794,55.6380157,0.0,55.669926,0
1000,persistent_replay,10,1.4e-05,0.0,0.006977,56.5888634,0.0,56.619193,0
1000,persistent_replay,11,1.5e-05,0.0,0.007559,55.9360962,0.0,55.974885,0
1000,persistent_replay,12,1.9e-05,0.0,0.01396,56.2258568,0.0,56.253211,0
1000,persistent_replay,13,1.7e-05,0.0,0.007845,56.7043839,0.0,56.732693,0
1000,persistent_replay,14,1.2e-05,0.0,0.007501,55.8906898,0.0,55.915809,0
1000,persistent_replay,15,1.3e-05,0.0,0.006483,56.4971504,0.0,56.52229,0
1000,persistent_replay,16,1.3e-05,0.0,0.006642,56.4308167,0.0,56.456218,0
1000,persistent_replay,17,1.2e-05,0.0,0.007499,56.0857925,0.0,56.111515,0
1000,persistent_replay,18,1.3e-05,0.0,0.007746,56.8503036,0.0,56.874822,0
1000,persistent_replay,19,1.4e-05,0.0,0.006351,56.2249298,0.0,56.253278,0
1000,persistent_replay,20,1.3e-05,0.0,0.006691,57.1364174,0.0,57.16442,0
1000,persistent_replay,21,1.5e-05,0.0,0.007905,56.4090881,0.0,56.438502,0
1000,persistent_replay,22,1.4e-05,0.0,0.008281,56.5333748,0.0,56.562147,0
1000,persistent_replay,23,3.4e-05,0.0,0.008034,56.8415985,0.0,56.882825,0
1000,persistent_replay,24,1.4e-05,0.0,0.01159,55.6722565,0.0,55.69691,0
1000,persistent_replay,25,1.3e-05,0.0,0.006134,56.5468788,0.0,56.572291,0
1000,persistent_replay,26,1.3e-05,0.0,0.005547,56.7237129,0.0,56.748851,0
1000,persistent_replay,27,1.2e-05,0.0,0.006939,56.2049904,0.0,56.23031,0
1000,persistent_replay,28,1.4e-05,0.0,0.006525,57.4883842,0.0,57.513606,0
1000,persistent_replay,29,1.3e-05,0.0,0.007277,56.2594223,0.0,56.291691,0
1000,persistent_replay,30,1.4e-05,0.0,0.011574,56.0909119,0.0,56.120583,0
1000,persistent_replay,31,1.3e-05,0.0,0.008273,56.7115211,0.0,56.740413,0
1000,persistent_replay,32,1.3e-05,0.0,0.008545,55.698143,0.0,55.723579,0
1000,persistent_replay,33,1.2e-05,0.0,0.007038,57.170208,0.0,57.196418,0
1000,persistent_replay,34,1.3e-05,0.0,0.007277,56.0546227,0.0,56.078899,0
1000,persistent_replay,35,1.3e-05,0.0,0.006392,56.241024,0.0,56.26617,0
1000,persistent_replay,36,1.4e-05,0.0,0.005857,56.8279343,0.0,56.857536,0
1000,persistent_replay,37,1.4e-05,0.0,0.006775,55.9553299,0.0,55.979696,0
1000,persistent_replay,38,1.4e-05,0.0,0.006341,56.0883217,0.0,56.111469,0
1000,persistent_replay,39,1.4e-05,0.0,0.005799,56.8061447,0.0,56.834541,0
1000,persistent_replay,40,2.3e-05,0.0,0.006985,56.3916168,0.0,56.430219,0
1000,persistent_replay,41,1.4e-05,0.0,0.01356,57.882431,0.0,57.913974,0
1000,persistent_replay,42,1.3e-05,0.0,0.007532,56.2496948,0.0,56.281929,0
1000,persistent_replay,43,1.4e-05,0.0,0.008035,57.0950737,0.0,57.148093,0
1000,persistent_replay,44,2.4e-05,0.0,0.019497,57.2031021,0.0,57.240859,0
1000,persistent_replay,45,1.9e-05,0.0,0.009262,56.5210571,0.0,56.553382,0
1000,persistent_replay,46,1.9e-05,0.0,0.008737,57.6692467,0.0,57.695668,0
1000,persistent_replay,47,1.3e-05,0.0,0.006683,56.3800964,0.0,56.415993,0
1000,persistent_replay,48,1.5e-05,0.0,0.014529,57.2009583,0.0,57.236727,0
1000,persistent_replay,49,1.3e-05,0.0,0.008731,56.6103363,0.0,56.637982,0
1000,persistent_replay,50,1.3e-05,0.0,0.007449,56.9446068,0.0,56.970067,0
1000,persistent_replay,51,1.4e-05,0.0,0.005877,57.0429459,0.0,57.067497,0
1000,persistent_replay,52,1.3e-05,0.0,0.006602,56.4237747,0.0,56.450895,0
1000,persistent_replay,53,1.4e-05,0.0,0.007758,57.5867844,0.0,57.614114,0
1000,persistent_replay,54,1.2e-05,0.0,0.007884,56.5141754,0.0,56.53948,0
1000,persistent_replay,55,1.4e-05,0.0,0.007639,57.6344643,0.0,57.687504,0
1000,persistent_replay,56,1.9e-05,0.0,0.017801,56.8537292,0.0,56.883651,0
1000,persistent_replay,57,1.3e-05,0.0,0.009593,56.9979858,0.0,57.022867,0
1000,persistent_replay,58,1.3e-05,0.0,0.007766,57.7450256,0.0,57.795366,0
1000,persistent_replay,59,1.4e-05,0.0,0.0176,56.5877457,0.0,56.629801,0
1000,persistent_replay,60,1.9e-05,0.0,0.015047,57.9874573,0.0,58.015222,0
1000,persistent_replay,61,1.3e-05,0.0,0.00807,56.9871368,0.0,57.012352,0
1000,persistent_replay,62,1.5e-05,0.0,0.006023,57.9357109,0.0,57.966062,0
1000,persistent_replay,63,1.4e-05,0.0,0.007831,57.3653107,0.0,57.389706,0
1000,persistent_replay,64,1.3e-05,0.0,0.007125,57.7483215,0.0,57.776297,0
1000,persistent_replay,65,2.1e-05,0.0,0.008872,56.4604797,0.0,56.48985,0
1000,persistent_replay,66,1.4e-05,0.0,0.008318,56.9143028,0.0,56.939748,0
1000,persistent_replay,67,1.3e-05,0.0,0.006252,57.4111366,0.0,57.438616,0
1000,persistent_replay,68,1.3e-05,0.0,0.008342,56.3181458,0.0,56.347149,0
1000,persistent_replay,69,1.3e-05,0.0,0.006044,57.3364487,0.0,57.377018,0
1000,persistent_replay,70,2e-05,0.0,0.015551,56.5730896,0.0,56.599896,0
1000,persistent_replay,71,1.3e-05,0.0,0.007468,57.1119041,0.0,57.137653,0
1000,persistent_replay,72,1.2e-05,0.0,0.007732,56.8793907,0.0,56.905713,0
1000,persistent_replay,73,1.4e-05,0.0,0.007173,56.5138893,0.0,56.548021,0
1000,persistent_replay,74,1.4e-05,0.0,0.007794,57.0555191,0.0,57.110203,0
1000,persistent_replay,75,2.3e-05,0.0,0.017745,56.4659195,0.0,56.524064,0
1000,persistent_replay,76,2.5e-05,0.0,0.018974,57.6736946,0.0,57.736988,0
1000,persistent_replay,77,2.8e-05,0.0,0.019428,57.0449905,0.0,57.07354,0
1000,persistent_replay,78,1.4e-05,0.0,0.007457,58.3979836,0.0,58.450966,0
1000,persistent_replay,79,2.6e-05,0.0,0.018227,57.5316162,0.0,57.561451,0
1000,persistent_replay,80,1.3e-05,0.0,0.007328,56.1600952,0.0,56.19987,0
1000,persistent_replay,81,1.4e-05,0.0,0.014713,57.0880623,0.0,57.117243,0
1000,persistent_replay,82,1.4e-05,0.0,0.006881,57.3245773,0.0,57.376338,0
1000,persistent_replay,83,2.6e-05,0.0,0.018169,56.8466568,0.0,56.880975,0
1000,persistent_replay,84,1.8e-05,0.0,0.009434,55.621376,0.0,55.65524,0
1000,persistent_replay,85,1.5e-05,0.0,0.009157,55.4360008,0.0,55.461144,0
1000,persistent_replay,86,1.2e-05,0.0,0.005749,57.0426559,0.0,57.066968,0
1000,persistent_replay,87,1.4e-05,0.0,0.005875,55.6383057,0.0,55.691773,0
1000,persistent_replay,88,2.6e-05,0.0,0.01874,55.9201927,0.0,55.959641,0
1000,persistent_replay,89,2e-05,0.0,0.00889,56.2774391,0.0,56.307543,0
1000,persistent_replay,90,1.3e-05,0.0,0.008313,55.3107834,0.0,55.337812,0
1000,persistent_replay,91,1.3e-05,0.0,0.007412,55.4862099,0.0,55.512578,0
1000,persistent_replay,92,1.3e-05,0.0,0.007231,56.1968307,0.0,56.223309,0
1000,persistent_replay,93,1.3e-05,0.0,0.00683,55.5453758,0.0,55.572868,0
1000,persistent_replay,94,1.4e-05,0.0,0.008116,55.5147858,0.0,55.539698,0
1000,persistent_replay,95,1.4e-05,0.0,0.006827,56.0535355,0.0,56.079327,0
1000,persistent_replay,96,1.4e-05,0.0,0.00683,55.4059181,0.0,55.428503,0
1000,persistent_replay,97,1.4e-05,0.0,0.005414,56.2918701,0.0,56.322684,0
1000,persistent_replay,98,2.4e-05,0.0,0.007338,55.4755821,0.0,55.502932,0
1000,persistent_replay,99,1.2e-05,0.0,0.007389,55.4018555,0.0,55.425486,0
