target_id,cuda_success,curobo_success,cuda_pos_err_mm,curobo_pos_err_mm,cuda_rot_err_deg,curobo_rot_err_deg,cuda_near_limit,curobo_near_limit,winner_quality,failure_type
48,1,1,0.302464966464,4.937652435749302e-05,0.0412602322977,8.365239156607499e-06,0,0,cuRobo,both_success
49,1,1,0.13997526828,0.0008238831592830084,0.00545014623539,9.883144480908979e-06,0,0,cuRobo,both_success
50,1,1,3.15169155668,0.00018048974671225639,0.394903328969,2.0203972031729297e-05,0,0,cuRobo,both_success
51,1,1,0.234750629764,0.00010740082505835205,0.00147561942297,4.517745487845102e-06,0,0,cuRobo,both_success
52,0,1,15.226736401,0.002340621422840564,0.0667137149439,7.878808985381181e-05,1,0,cuRobo,curobo_success_cuda_fail
53,1,1,0.0202129585645,4.687175258323508e-05,0.272568173255,1.2313298636799924e-05,0,0,cuRobo,both_success
54,1,1,0.027585465862,0.000168857697919599,0.00149008837436,2.699869328381916e-06,0,0,cuRobo,both_success
55,1,1,0.066782654315,8.107981732847377e-05,0.568094349757,7.344438609485204e-06,0,0,cuRobo,both_success
56,1,0,0.916233781505,33.78258365257564,0.226189243584,4.542062853527258,0,0,CUDA,cuda_success_curobo_fail
57,1,0,0.0517075830465,210.40344064851124,0.00445906732178,20.540990057501713,0,0,CUDA,cuda_success_curobo_fail
58,1,1,1.01085039158,0.00016618488550893906,2.40935184332e-05,1.7203062292734435e-05,0,0,cuRobo,both_success
59,1,1,0.24024501893,0.008149385407375606,0.0266018302195,0.0013233331777934645,0,0,cuRobo,both_success
60,1,1,0.143370883249,0.00010890866054592192,0.065068918049,2.9575586669421963e-06,0,0,cuRobo,both_success
61,1,1,0.0221844609276,7.780334435071554e-05,0.000334158135968,2.699869328381916e-06,0,0,cuRobo,both_success
62,1,1,0.0476663463417,2.5551616108003424e-05,0.00501237555036,1.1326587362040649e-05,0,0,cuRobo,both_success
63,1,1,0.0394360016223,9.201940535476866e-05,0.0202137827792,3.6222548091772005e-06,0,0,cuRobo,both_success
64,1,1,0.44448697018,9.798449870816046e-05,0.803777454695,2.091309789151873e-06,0,0,cuRobo,both_success
65,0,0,28.4715868366,222.06960901341324,4.06847701594,47.168923258448686,0,0,CUDA,both_fail
66,1,1,0.0151493971279,5.87633223193722e-05,0.554394487819,1.6154155476968805e-05,0,0,cuRobo,both_success
67,1,1,1.30336542907,9.327539661595466e-05,0.0773316345999,1.024528375501914e-05,0,0,cuRobo,both_success
68,1,1,0.0678562649763,0.00010384648416610508,0.501114238386,6.722620413208828e-06,0,0,cuRobo,both_success
69,1,1,0.0499543585625,0.00015577792823981448,0.132063137632,6.9360898910140305e-06,0,0,cuRobo,both_success
70,1,1,1.88786571319,0.013153892009463257,0.0388389483128,0.0010910372055994986,0,0,cuRobo,both_success
71,1,1,0.0478101899939,0.00023052660374384522,0.0402079656093,5.029299308499392e-05,0,0,cuRobo,both_success
