sample_id,row,col,value
17,4,2,0.80003287122400368
17,4,3,0.80003287122400368
17,4,4,-0.19533900299306886
17,4,5,-0.71227253957286218
17,5,0,1
17,5,1,-2.0510342851533115e-10
17,5,2,-2.0510342851533115e-10
17,5,3,-2.0510342851533115e-10
17,5,4,0.94551147007427683
17,5,5,-0.31934886385157429
18,0,0,-0.40696883760005609
18,0,1,-0.3689500333194608
18,0,2,0.06063669137613454
18,0,3,-0.085143840670436413
18,0,4,-0.073196957553553876
18,0,5,0
18,1,0,0.58530408724042271
18,1,1,-0.32482088668637543
18,1,2,0.0533840954560321
18,1,3,-0.074960008954141261
18,1,4,-0.0099532450078479301
18,1,5,0
18,2,0,0
18,2,1,0.70823268617771018
18,2,2,0.49152957718300305
18,2,3,-0.046804071532521113
18,2,4,-0.055172260409711155
18,2,5,-0
18,3,0,0
18,3,1,0.66079395614538639
18,3,2,0.66079395614538639
18,3,3,0.66079395614538639
18,3,4,-0.50113680672399452
18,3,5,-0.34437684321253526
18,4,0,0
18,4,1,-0.7505673504234841
18,4,2,-0.7505673504234841
18,4,3,-0.7505673504234841
18,4,4,-0.4411971461934231
18,4,5,0.89089352826563839
18,5,0,1
18,5,1,-2.0510342851533115e-10
18,5,2,-2.0510342851533115e-10
18,5,3,-2.0510342851533115e-10
18,5,4,0.74445079027243777
18,5,5,0.29616433133206804
19,0,0,-0.33531662958817443
19,0,1,-0.82540625402111645
19,0,2,-0.25230164829804885
19,0,3,-0.13430406972095849
19,0,4,0.011728354229140446
19,0,5,0
19,1,0,0.49452139497639935
19,1,1,-0.30911877697241358
19,1,2,-0.094488231272696968
19,1,3,-0.050297546887071401
19,1,4,-0.090848834326780772
19,1,5,-0
19,2,0,0
19,2,1,-0.58071137777878834
19,2,2,-0.58608164328890189
19,2,3,-0.02782449388239995
19,2,4,0.010477356944427852
19,2,5,0
19,3,0,0
19,3,1,-0.35071700884790896
19,3,2,-0.35071700884790896
19,3,3,-0.35071700884790896
19,3,4,-0.42002340747326272
19,3,5,0.8985538817607992
19,4,0,0
19,4,1,0.93648148924833308
19,4,2,0.93648148924833308
19,4,3,0.93648148924833308
19,4,4,-0.15730087054020372
19,4,5,0.065963063678742384
19,5,0,1
19,5,1,-2.0510342851533115e-10
19,5,2,-2.0510342851533115e-10
19,5,3,-2.0510342851533115e-10
19,5,4,-0.89377669095912526
19,5,5,-0.43387762768171606
